Brand,EAN,First_Observed,Num_Chains,Observed_Chains,Total_Rows,Total_NSV_Lakh
MAMAEARTH,8904417318074,2026-07,20,ARAMBAGH|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|CHOUDHARY ENTERPRISES|D-MART-OFFLINE|D.L. SALES - MT|DMART|G.V ENTERPRISES|HEALTH & GLOW|KIRAN TRADING COMPANY-SOLAPUR-D-MART|LULU HYPER|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|REAL TIME LOGISTICS_MT_BR|RELIANCE RETAIL|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|SUMO SAVE|V-MART,87,13.93423433220339
MAMAEARTH,8904417311549,2026-07,20,APOLLO PHARMACY|AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|D-MART-OFFLINE|D.L. SALES - MT|DMART|G.V ENTERPRISES|GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|JUST MARK-D-MART|KIRAN TRADING COMPANY-SOLAPUR-D-MART|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|REAL TIME LOGISTICS_MT_BR|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|V-MART,155,13.362715483050847
MAMAEARTH,8904417315738,2026-07,6,APOLLO PHARMACY|ARAMBAGH|D.L. SALES - MT|HEALTH & GLOW|METRO-CNC-RRL|TRAVEL NEWS SERVICES-WSMITH,102,12.7539275
MAMAEARTH,8906087770664,2026-07,17,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|D.L. SALES - MT|DMART|FRANK ROSS|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|SASTA SUNDAR|SPENCER|V-MART|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,164,12.201019352542373
MAMAEARTH,8904417318081,2026-07,20,ARAMBAGH|AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|D-MART-OFFLINE|D.L. SALES - MT|DMART|FRANK ROSS|HEALTH & GLOW|JUST MARK-D-MART|KIRAN TRADING COMPANY-SOLAPUR-D-MART|LULU HYPER|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|REAL TIME LOGISTICS_MT_BR|RELIANCE RETAIL|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|V-MART,172,11.989454530508475
MAMAEARTH,8906087771883,2026-07,14,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|SPENCER|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,136,11.544023947619047
MAMAEARTH,8906087776123,2026-08,4,APOLLO PHARMACY|METRO-CNC-RRL|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,81,11.534336399999999
MAMAEARTH,8904417312294,2026-07,6,AZ ENTERPRISES-MT|G.V ENTERPRISES|LULU HYPER|RELIANCE RETAIL|TRAVEL NEWS SERVICES-WSMITH|VENKATESHWARA AGENCIES-TG,57,10.716672652380952
MAMAEARTH,8906087778233,2026-07,15,AIRPLAZA|ARAMBAGH|AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|D.L. SALES - MT|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RR TRADERS-MT|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|SEHAJ ENTERPRISES -MT-JK|TROY TRADEX-MT-OR -EAST|VMM,292,10.6547141
MAMAEARTH,8906087770534,2026-07,14,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|D.L. SALES - MT|FRANK ROSS|G.V ENTERPRISES|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|SPENCER|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,95,10.07339013220339
MAMAEARTH,8904417307764,2026-07,15,APOLLO PHARMACY|AZ ENTERPRISES-MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|SPENCER|VENKATESHWARA AGENCIES-TG,125,9.814333309523809
MAMAEARTH,8904417311501,2026-07,14,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|D-MART-OFFLINE|D.L. SALES - MT|DMART|FRANK ROSS|G.V ENTERPRISES|LULU HYPER|METRO-CNC-RRL|RELIANCE RETAIL|SUMO SAVE|TRAVEL NEWS SERVICES-WSMITH|V-MART,134,9.761678281355932
MAMAEARTH,8904417318364,2026-07,15,APOLLO PHARMACY|AZ ENTERPRISES-MT|BALAJI ASSOCIATES DISTRIBUTOR MT|CHOUDHARY ENTERPRISES|D.L. SALES - MT|G.V ENTERPRISES|LULU HYPER|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|REAL TIME LOGISTICS_MT_BR|RELIANCE RETAIL|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.|SUMO SAVE,94,9.748766128813559
MAMAEARTH,8904417324679,2026-07,4,G.V ENTERPRISES|LULU HYPER|METRO-CNC-RRL|RELIANCE RETAIL,27,9.174263966666667
MAMAEARTH,8906087771814,2026-07,19,AIRPLAZA|APOLLO PHARMACY|ARAMBAGH|BALAJI ASSOCIATES DISTRIBUTOR MT|CHOUDHARY ENTERPRISES|D.L. SALES - MT|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|SPENCER|VENKATESHWARA AGENCIES-TG|VMM|WELLNESS FOREVER,186,9.09895882881356
MAMAEARTH,8906087773924,2026-07,8,APOLLO PHARMACY|D.L. SALES - MT|DMART|HEALTH & GLOW|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|SANCUS NETWORKS-MT-REG.|VENKATESHWARA AGENCIES-TG,60,8.621357399999999
MAMAEARTH,8906087770008,2026-07,12,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|LULU HYPER|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SPENCER|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,75,8.08700049661017
MAMAEARTH,8906087770657,2026-07,19,AIRPLAZA|APOLLO PHARMACY|CHOUDHARY ENTERPRISES|HEALTH & GLOW|LULU HYPER|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RR TRADERS-MT|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|SEHAJ ENTERPRISES -MT-JK|SPENCER|SRI VIJAYA DURGA AGENCIES|TROY TRADEX-MT-OR -EAST|VENKATESHWARA AGENCIES-TG|VMM|WELLNESS FOREVER,338,7.931640184745763
MAMAEARTH,8906087778455,2026-07,11,APOLLO PHARMACY|D-MART-OFFLINE|DMART|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,138,7.639831055932204
MAMAEARTH,8904417319200,2026-07,9,APOLLO PHARMACY|BALAJI ASSOCIATES DISTRIBUTOR MT|D.L. SALES - MT|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SPENCER|TRAVEL NEWS SERVICES-WSMITH,57,7.619575391525424
MAMAEARTH,8906087778240,2026-07,13,AIRPLAZA|ARAMBAGH|AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|RR TRADERS-MT|SASTA SUNDAR|SEHAJ ENTERPRISES -MT-JK|SUMO SAVE|TROY TRADEX-MT-OR -EAST|VMM,341,7.4461501000000005
MAMAEARTH,8904417300659,2026-07,9,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|LULU HYPER|MARK ENTERPRISE-APOLLO|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,191,7.127341885714285
MAMAEARTH,8904417315660,2026-07,7,APOLLO PHARMACY|ARAMBAGH|D.L. SALES - MT|HEALTH & GLOW|METRO-CNC-RRL|RELIANCE RETAIL|SASTA SUNDAR,118,6.4392147
MAMAEARTH,8906087776109,2026-07,8,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|MARK ENTERPRISE-APOLLO|METRO-CNC-RRL|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES,62,6.3506366142857145
MAMAEARTH,8904417325478,2026-07,7,AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|RR TRADERS-MT|SANCUS NETWORKS-MT-REG.|SEHAJ ENTERPRISES -MT-JK|TROY TRADEX-MT-OR -EAST|VMM,64,6.0822918999999995
MAMAEARTH,8906087770640,2026-07,3,APOLLO PHARMACY|NYKAA E-RETAIL LIMITED|SASTA SUNDAR,48,5.6399777
MAMAEARTH,8904417318746,2026-07,6,AIRPLAZA|D.L. SALES - MT|LULU HYPER|METRO-CNC-RRL|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,193,5.2858142
MAMAEARTH,8906087772460,2026-07,14,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|DMART|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|SANCUS NETWORKS-MT-REG.|SPENCER|V-MART|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,97,4.7870141
MAMAEARTH,8906087770527,2026-07,9,APOLLO PHARMACY|ARAMBAGH|LULU HYPER|METRO-CNC-RRL|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SPENCER|WELLNESS FOREVER,110,4.600672480952381
MAMAEARTH,8904417317596,2026-07,10,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|D.L. SALES - MT|LULU HYPER|M/S KOTTARAM BUSINESS|SANCUS NETWORKS-MT-REG.|SUMO SAVE|TROY TRADEX-MT-OR -EAST|V-MART,29,4.512417896610169
MAMAEARTH,8904417318296,2026-07,8,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|D.L. SALES - MT|LULU HYPER|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SUMO SAVE,28,3.761405938983051
MAMAEARTH,8906087770510,2026-07,5,APOLLO PHARMACY|D.L. SALES - MT|LULU HYPER|NYKAA E-RETAIL LIMITED|VENKATESHWARA AGENCIES-TG,59,3.7178908761904763
MAMAEARTH,8906087772613,2026-08,3,APOLLO PHARMACY|D.L. SALES - MT|NYKAA E-RETAIL LIMITED,22,3.3586564
MAMAEARTH,8904417325584,2026-07,7,AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|RR TRADERS-MT|SANCUS NETWORKS-MT-REG.|SEHAJ ENTERPRISES -MT-JK|TROY TRADEX-MT-OR -EAST|VMM,33,3.2955547000000003
MAMAEARTH,8906087770084,2026-07,5,APOLLO PHARMACY|D.L. SALES - MT|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES|VENKATESHWARA AGENCIES-TG,32,2.8995508474576273
MAMAEARTH,8906087779216,2026-07,6,D-MART-OFFLINE|HEALTH & GLOW|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|VENKATESHWARA AGENCIES-TG,202,2.8619826
MAMAEARTH,8904417318432,2026-08,1,NYKAA E-RETAIL LIMITED,60,2.8537143
MAMAEARTH,8904417320510,2026-07,3,D-MART-OFFLINE|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,132,2.7920343
MAMAEARTH,8904417307757,2026-07,10,D.L. SALES - MT|HEALTH & GLOW|LULU HYPER|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR|SPENCER|WELLNESS FOREVER,71,2.727705
MAMAEARTH,8906087770046,2026-07,9,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|LULU HYPER|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,68,2.688133479661017
MAMAEARTH,8904417317589,2026-07,7,APOLLO PHARMACY|ARAMBAGH|D.L. SALES - MT|LULU HYPER|SANCUS NETWORKS-MT-REG.|SUMO SAVE|V-MART,17,2.6782026
MAMAEARTH,8904417316407,2026-07,5,D.L. SALES - MT|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|VENKATESHWARA AGENCIES-TG,143,2.6018668
MAMAEARTH,8904417319873,2026-07,7,D.L. SALES - MT|G.V ENTERPRISES|LULU HYPER|M/S KOTTARAM BUSINESS|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,133,2.548540847457627
MAMAEARTH,8904417320183,2026-07,2,RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,135,2.3100356
MAMAEARTH,8904417305043,2026-07,9,APOLLO PHARMACY|AZ ENTERPRISES-MT|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SASTA SUNDAR,68,2.289297661904762
MAMAEARTH,8906087775089,2026-07,8,APOLLO PHARMACY|D.L. SALES - MT|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SPENCER,148,2.200814433333333
MAMAEARTH,8904417319880,2026-07,7,AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|LULU HYPER|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|V-MART,152,2.09223323220339
MAMAEARTH,8904417319910,2026-07,8,APOLLO PHARMACY|ARAMBAGH|AZ ENTERPRISES-MT|G.V ENTERPRISES|LULU HYPER|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,109,2.0852091474576273
MAMAEARTH,8904417314267,2026-07,4,HEALTH & GLOW|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,93,2.0648731
MAMAEARTH,8904417313673,2026-07,4,APOLLO PHARMACY|MORE RETAIL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,123,1.977469
MAMAEARTH,8906087776116,2026-07,5,APOLLO PHARMACY|METRO-CNC-RRL|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|SRI VIJAYA DURGA AGENCIES,27,1.9407599000000002
MAMAEARTH,8906087773375,2026-07,4,D.L. SALES - MT|MORE RETAIL|NYKAA E-RETAIL LIMITED|SANCUS NETWORKS-MT-REG.,39,1.8209267
MAMAEARTH,8904417305050,2026-07,5,AZ ENTERPRISES-MT|HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL|VENKATESHWARA AGENCIES-TG,93,1.7908509627118645
MAMAEARTH,8906087771203,2026-08,2,NYKAA E-RETAIL LIMITED|SANCUS NETWORKS-MT-REG.,31,1.775018
MAMAEARTH,8906087770121,2026-08,2,APOLLO PHARMACY|NYKAA E-RETAIL LIMITED,39,1.7166191
MAMAEARTH,8904417325294,2026-08,1,RELIANCE RETAIL,6,1.6663071
MAMAEARTH,8904417313178,2026-07,5,AIRPLAZA|APOLLO PHARMACY|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.|VMM,165,1.650253
MAMAEARTH,8906087778271,2026-08,1,NYKAA E-RETAIL LIMITED,54,1.6276102
MAMAEARTH,8906087770152,2026-07,3,APOLLO PHARMACY|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,16,1.6251571
MAMAEARTH,8906087772378,2026-07,9,APOLLO PHARMACY|ARAMBAGH|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|SPENCER|WELLNESS FOREVER,74,1.5534309237288135
MAMAEARTH,8906087774259,2026-08,3,NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES,8,1.4910167
MAMAEARTH,8904417319941,2026-07,3,ARAMBAGH|METRO-CNC-RRL|RELIANCE RETAIL,29,1.4901951
MAMAEARTH,8906087778776,2026-08,1,NYKAA E-RETAIL LIMITED,44,1.4280815
MAMAEARTH,8906087770558,2026-07,7,METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SASTA SUNDAR|V-MART|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,43,1.3897161
MAMAEARTH,8906087775522,2026-07,3,ARAMBAGH|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,134,1.373494
MAMAEARTH,8904417302608,2026-07,4,HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL|VENKATESHWARA AGENCIES-TG,130,1.3460323406779662
MAMAEARTH,8904417310023,2026-07,2,RELIANCE RETAIL|SUMO SAVE,128,1.3116274
MAMAEARTH,8904417301762,2026-07,7,DMART|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|METRO-CNC-RRL|RELIANCE RETAIL|SASTA SUNDAR,134,1.2917221169491526
MAMAEARTH,8904417303322,2026-07,8,AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|LULU HYPER|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|SASTA SUNDAR|VENKATESHWARA AGENCIES-TG,65,1.2607701745762712
MAMAEARTH,8906087778523,2026-07,2,LULU HYPER|NYKAA E-RETAIL LIMITED,33,1.2345151762711866
MAMAEARTH,8904417308099,2026-08,2,NYKAA E-RETAIL LIMITED|WELLNESS FOREVER,28,1.2189634
MAMAEARTH,8904417316292,2026-08,1,NYKAA E-RETAIL LIMITED,38,1.2117603000000001
MAMAEARTH,8906087772897,2026-07,10,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED|SPENCER|VENKATESHWARA AGENCIES-TG,45,1.2061869285714286
MAMAEARTH,8904417319972,2026-08,1,NYKAA E-RETAIL LIMITED,49,1.1718596000000001
MAMAEARTH,8904417313420,2026-07,5,APOLLO PHARMACY|FRANK ROSS|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED,28,1.1433731644067797
MAMAEARTH,8904417303315,2026-07,7,D.L. SALES - MT|DMART|FRANK ROSS|HEALTH & GLOW|LULU HYPER|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED,44,1.0723443864406779
MAMAEARTH,8906087778486,2026-07,10,APOLLO PHARMACY|AZ ENTERPRISES-MT|D.L. SALES - MT|G.V ENTERPRISES|HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS|NYKAA E-RETAIL LIMITED|SPENCER|VENKATESHWARA AGENCIES-TG,67,1.042689493220339
MAMAEARTH,8904417317701,2026-07,3,G.V ENTERPRISES|LULU HYPER|RELIANCE RETAIL,25,1.0223507915254237
MAMAEARTH,8904417311440,2026-07,3,APOLLO PHARMACY|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,78,1.0102098
MAMAEARTH,8906087770459,2026-07,1,RELIANCE RETAIL,101,0.9798212999999999
MAMAEARTH,8904417300673,2026-07,2,LULU HYPER|NYKAA E-RETAIL LIMITED,37,0.953570806779661
MAMAEARTH,8906087773511,2026-07,7,APOLLO PHARMACY|DMART|HEALTH & GLOW|RELIANCE RETAIL|SUMO SAVE|VENKATESHWARA AGENCIES-TG|WELLNESS FOREVER,162,0.9333163
MAMAEARTH,8904417318302,2026-08,1,NYKAA E-RETAIL LIMITED,38,0.8727256
MAMAEARTH,8906087776758,2026-07,4,LULU HYPER|M/S KOTTARAM BUSINESS|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,63,0.8468915779661017
MAMAEARTH,8904417311655,2026-07,4,NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SASTA SUNDAR|WELLNESS FOREVER,124,0.8117462
MAMAEARTH,8906087772279,2026-07,7,AZ ENTERPRISES-MT|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED|SASTA SUNDAR|SPENCER|VENKATESHWARA AGENCIES-TG,12,0.8022659542372882
MAMAEARTH,8906087778783,2026-08,1,NYKAA E-RETAIL LIMITED,44,0.7703907999999999
MAMAEARTH,8904417305838,2026-07,2,RELIANCE RETAIL|SASTA SUNDAR,80,0.7402592
MAMAEARTH,8904417303308,2026-07,3,LULU HYPER|METRO-CNC-RRL|NYKAA E-RETAIL LIMITED,20,0.7364932355932203
MAMAEARTH,8904417313574,2026-08,1,METRO-CNC-RRL,11,0.7313917
MAMAEARTH,8906087775812,2026-08,1,NYKAA E-RETAIL LIMITED,25,0.7268688
MAMAEARTH,8906087773535,2026-07,10,APOLLO PHARMACY|AZ ENTERPRISES-MT|DMART|HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL|SRI VIJAYA DURGA AGENCIES|SUMO SAVE|V-MART|VENKATESHWARA AGENCIES-TG,138,0.6785918338983051
MAMAEARTH,8904417324617,2026-07,2,LULU HYPER|METRO-CNC-RRL,7,0.6540089372881356
MAMAEARTH,8906087772439,2026-08,3,D-MART-OFFLINE|NYKAA E-RETAIL LIMITED|SANCUS NETWORKS-MT-REG.,15,0.6110526000000001
MAMAEARTH,8904417312867,2026-07,4,HEALTH & GLOW|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL|SANCUS NETWORKS-MT-REG.,33,0.5837095
MAMAEARTH,8904417320558,2026-07,1,RELIANCE RETAIL,81,0.5819832
MAMAEARTH,8906087771319,2026-08,2,NYKAA E-RETAIL LIMITED|WELLNESS FOREVER,27,0.5644585
MAMAEARTH,8904417325485,2026-08,8,AZ ENTERPRISES-MT|CHOUDHARY ENTERPRISES|D.L. SALES - MT|MARK ENTERPRISE-APOLLO|NYKAA E-RETAIL LIMITED|REAL TIME LOGISTICS_MT_BR|RRL-FOC-SAMPLE|SANCUS NETWORKS-MT-REG.,27,0.5636829
MAMAEARTH,8904417320725,2026-08,1,NYKAA E-RETAIL LIMITED,27,0.547933
MAMAEARTH,8904417312171,2026-07,1,RELIANCE RETAIL,100,0.5416969
MAMAEARTH,8906087773474,2026-07,6,APOLLO PHARMACY|HEALTH & GLOW|RELIANCE RETAIL|SUMO SAVE|V-MART|VENKATESHWARA AGENCIES-TG,123,0.5240042
MAMAEARTH,8906087777762,2026-08,1,NYKAA E-RETAIL LIMITED,18,0.5026892000000001
MAMAEARTH,8904417319927,2026-07,1,RELIANCE RETAIL,66,0.4544668
MAMAEARTH,8906087776536,2026-08,1,NYKAA E-RETAIL LIMITED,17,0.414032
MAMAEARTH,8904417316438,2026-08,1,NYKAA E-RETAIL LIMITED,28,0.4039198
MAMAEARTH,8906087779261,2026-08,3,APOLLO PHARMACY|AZ ENTERPRISES-MT|SANCUS NETWORKS-MT-REG.,4,0.40277620000000003
MAMAEARTH,8904417312386,2026-07,5,AZ ENTERPRISES-MT|HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED|SPENCER,14,0.40039820476190474
MAMAEARTH,8904417315127,2026-07,3,HEALTH & GLOW|LULU HYPER|M/S KOTTARAM BUSINESS,14,0.3917834428571429
MAMAEARTH,8906087776000,2026-07,3,LULU HYPER|SPENCER|VENKATESHWARA AGENCIES-TG,4,0.38311336101694915
MAMAEARTH,8904417318333,2026-08,1,NYKAA E-RETAIL LIMITED,32,0.3694205
MAMAEARTH,8904417302325,2026-07,3,HEALTH & GLOW|LULU HYPER|NYKAA E-RETAIL LIMITED,14,0.359381006779661
MAMAEARTH,8906087770695,2026-07,3,LULU HYPER|NYKAA E-RETAIL LIMITED|SANCUS NETWORKS-MT-REG.,6,0.3498365338983051
MAMAEARTH,8904417320527,2026-07,1,RELIANCE RETAIL,37,0.31673989999999996
MAMAEARTH,8906087779254,2026-08,2,AZ ENTERPRISES-MT|SANCUS NETWORKS-MT-REG.,2,0.311885
MAMAEARTH,8904417318418,2026-08,1,NYKAA E-RETAIL LIMITED,27,0.3099162
MAMAEARTH,8906087774020,2026-07,4,AZ ENTERPRISES-MT|LULU HYPER|MORE RETAIL|VENKATESHWARA AGENCIES-TG,4,0.2997826
MAMAEARTH,8904417316179,2026-08,1,RELIANCE RETAIL,1,0.2981309
MAMAEARTH,8906087772484,2026-07,4,APOLLO PHARMACY|HEALTH & GLOW|NYKAA E-RETAIL LIMITED|VENKATESHWARA AGENCIES-TG,27,0.2808914
MAMAEARTH,8906087772491,2026-08,1,NYKAA E-RETAIL LIMITED,10,0.2688312
MAMAEARTH,8906087772941,2026-08,1,NYKAA E-RETAIL LIMITED,7,0.2655718
MAMAEARTH,8904417302301,2026-07,3,HEALTH & GLOW|LULU HYPER|RELIANCE RETAIL,30,0.26484846610169493
MAMAEARTH,8906087776413,2026-08,2,NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,2,0.2536241
MAMAEARTH,8906087773115,2026-07,3,GUARDIAN HEALTHCARE-DELHI|HEALTH & GLOW|NYKAA E-RETAIL LIMITED,17,0.2388966
MAMAEARTH,8904417313963,2026-07,3,APOLLO PHARMACY|HEALTH & GLOW|LULU HYPER,18,0.23664203898305086
MAMAEARTH,8906087776932,2026-07,2,DMART|HEALTH & GLOW,33,0.2223515
MAMAEARTH,8906087778288,2026-08,1,NYKAA E-RETAIL LIMITED,5,0.1993454
MAMAEARTH,8906087779124,2026-07,2,HEALTH & GLOW|SANCUS NETWORKS-MT-REG.,18,0.1956773
MAMAEARTH,8904417321722,2026-07,1,APOLLO PHARMACY,7,0.1891467
MAMAEARTH,8904417318357,2026-07,1,RELIANCE RETAIL,21,0.1864501
MAMAEARTH,8904417312997,2026-07,3,HEALTH & GLOW|NYKAA E-RETAIL LIMITED|RELIANCE RETAIL,17,0.18608609999999998
MAMAEARTH,8904417318876,2026-07,1,RELIANCE RETAIL,25,0.18540749999999998
MAMAEARTH,8906087773917,2026-08,1,VENKATESHWARA AGENCIES-TG,1,0.1763131
MAMAEARTH,8906087775188,2026-07,2,HEALTH & GLOW|LULU HYPER,7,0.17363411355932204
MAMAEARTH,8906087772545,2026-07,1,MORE RETAIL,1,0.1704024
MAMAEARTH,8906087771845,2026-07,3,APOLLO PHARMACY|HEALTH & GLOW|NYKAA E-RETAIL LIMITED,19,0.163569
MAMAEARTH,8904417303445,2026-07,2,LULU HYPER|SRI VIJAYA DURGA AGENCIES,2,0.15790556610169493
MAMAEARTH,8906087778479,2026-07,3,HEALTH & GLOW|LULU HYPER|SPENCER,12,0.1548353
MAMAEARTH,8906087770947,2026-07,2,DMART|HEALTH & GLOW,21,0.1508788
MAMAEARTH,8904417322675,2026-08,1,NYKAA E-RETAIL LIMITED,14,0.143801
