Article,Article Name,Month,Chain Name,Quantity,NSV_Lakhs
8906087774808,The Derma Co. - Face,May-26,HEALTH & GLOW,49,0.11
8906087775089,Mamaearth - Hair,May-26,HEALTH & GLOW,9,0.02
8906087775096,Mamaearth - Hair,May-26,HEALTH & GLOW,13,0.03
8906087775188,Mamaearth - Face,May-26,HEALTH & GLOW,6,0.02
8906087775607,The Derma Co. - Face,May-26,HEALTH & GLOW,172,0.75
8906087775645,The Derma Co. - Face,May-26,HEALTH & GLOW,45,0.09
8906087775690,The Derma Co. - Face,May-26,HEALTH & GLOW,21,0.04
8906087775706,The Derma Co. - Face,May-26,HEALTH & GLOW,12,0.04
8906087775713,The Derma Co. - Face,May-26,HEALTH & GLOW,155,0.5
8906087776017,The Derma Co. - Face,May-26,HEALTH & GLOW,61,0.22
8906087776024,The Derma Co. - Face,May-26,HEALTH & GLOW,71,0.16
8906087776093,The Derma Co. - Face,May-26,HEALTH & GLOW,50,0.11
8906087776215,Mamaearth - Baby,May-26,HEALTH & GLOW,6,0.01
8906087776413,Mamaearth - Face,May-26,HEALTH & GLOW,4,0.01
8906087776604,The Derma Co. - Face,May-26,HEALTH & GLOW,91,0.31
8906087776802,Aqualogica - Face,May-26,HEALTH & GLOW,6,0.01
8906087777090,Aqualogica - Face,May-26,HEALTH & GLOW,8,0.02
8906087777212,Mamaearth - Face,May-26,HEALTH & GLOW,4,0.01
8906087777229,Mamaearth - Face,May-26,HEALTH & GLOW,4,0.01
8906087778110,Aqualogica - Face,May-26,HEALTH & GLOW,25,0.04
8906087778189,Aqualogica - Face,May-26,HEALTH & GLOW,17,0.06
8906087778233,Mamaearth - Face,May-26,HEALTH & GLOW,50,0.05
8906087778240,Mamaearth - Face,May-26,HEALTH & GLOW,50,0.04
8906087778363,The Derma Co. - Face,May-26,HEALTH & GLOW,55,0.25
8906087778455,Mamaearth - Face,May-26,HEALTH & GLOW,14,0.02
8906087778462,Aqualogica - Face,May-26,HEALTH & GLOW,167,0.49
8906087778479,Mamaearth - Face,May-26,HEALTH & GLOW,15,0.03
8906087778486,Mamaearth - Hair,May-26,HEALTH & GLOW,126,0.2
8906087778608,The Derma Co. - Body,May-26,HEALTH & GLOW,39,0.09
8906087778677,The Derma Co. - Face,May-26,HEALTH & GLOW,22,0.07
8906087779032,Mamaearth - Face,May-26,HEALTH & GLOW,191,0.38
8906087779124,Mamaearth - Face,May-26,HEALTH & GLOW,54,0.12
8906087779216,Mamaearth - Face,May-26,HEALTH & GLOW,27,0.06
8906087779292,The Derma Co. - Face,May-26,HEALTH & GLOW,1,0.0
8906087779322,Mamaearth - Face,May-26,HEALTH & GLOW,31,0.12
8906087779339,Mamaearth - Face,May-26,HEALTH & GLOW,14,0.05
8906087779377,Aqualogica - Face,May-26,HEALTH & GLOW,12,0.02
8906087779391,Aqualogica - Face,May-26,HEALTH & GLOW,5,0.02
8906087779407,Aqualogica - Face,May-26,HEALTH & GLOW,104,0.31
8906087779490,Bblunt - Styling Products,May-26,HEALTH & GLOW,410,1.43
8906087779513,Bblunt - Styling Products,May-26,HEALTH & GLOW,206,0.86
8906087779872,Aqualogica - Face,May-26,HEALTH & GLOW,34,0.09
8906148700029,Dr. Sheth - Face,May-26,HEALTH & GLOW,44,0.15
8906148700302,Dr. Sheth - Face,May-26,HEALTH & GLOW,34,0.08
8906148700487,Dr. Sheth - Face,May-26,HEALTH & GLOW,9,0.02
8906148700821,Dr. Sheth - Face,May-26,HEALTH & GLOW,7,0.02
8906148700869,Dr. Sheth - Face,May-26,HEALTH & GLOW,22,0.05
8906148700883,Dr. Sheth - Face,May-26,HEALTH & GLOW,32,0.11
8906148700913,Dr. Sheth - Face,May-26,HEALTH & GLOW,6,0.02
8906148701019,Dr. Sheth - Face,May-26,HEALTH & GLOW,65,0.18
8904417300123,The Derma Co. - Body,May-26,RELIANCE RETAIL LIMITED,96,0.19
8904417300512,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,2520,4.92
8904417300659,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,97,0.15
8904417301762,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,125,0.22
8904417302301,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,63,0.11
8904417302318,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,23,0.04
8904417302608,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,87,0.24
8904417303131,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,96,0.31
8904417305050,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,47,0.12
8904417305258,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,1186,2.9
8904417305838,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,33,0.09
8904417306231,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,312,1.57
8904417306248,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,96,0.21
8904417306439,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,27,0.05
8904417306576,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,72,0.13
8904417307740,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,45,0.1
8904417308501,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,128,0.31
8904417309171,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,96,0.21
8904417309546,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,576,1.79
8904417310023,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,45,0.13
8904417310245,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,288,0.52
8904417310351,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,1458,3.51
8904417311440,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,157,0.44
8904417311501,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,487,1.7
8904417311549,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,84,0.17
8904417311570,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,252,0.44
8904417311587,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,456,0.79
8904417311655,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,131,0.18
8904417311662,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,90,0.43
8904417311907,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,216,0.94
8904417312171,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,93,0.16
8904417312294,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,1128,2.69
8904417312546,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,727,2.19
8904417312867,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,111,0.31
8904417313178,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,42,0.12
8904417313673,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,58,0.16
8904417314267,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,26,0.09
8904417314298,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,4704,8.19
8904417314755,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,45,0.09
8904417315141,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,1872,4.46
8904417315622,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,36,0.08
8904417315660,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,68,0.14
8904417316056,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,120,0.26
8904417316346,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,2088,1.83
8904417316407,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,89,0.08
8904417316896,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,725,2.79
8904417317053,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,120,0.15
8904417317183,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,72,0.17
8904417317244,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,24,0.05
8904417317275,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,70,0.16
8904417317589,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,24,0.06
8904417317701,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,24,0.1
8904417318074,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,324,0.74
8904417318081,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,88,0.28
8904417318357,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,7,0.02
8904417318364,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,576,1.14
8904417318746,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,217,0.61
8904417318876,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,50,0.1
8904417319200,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,384,0.64
8904417319873,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,80,0.28
8904417319880,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,69,0.15
8904417319910,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,75,0.26
8904417319927,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,14,0.03
8904417320183,Mamaearth - Body,May-26,RELIANCE RETAIL LIMITED,68,0.24
8904417320510,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,34,0.12
8904417320527,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,52,0.18
8904417322361,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,288,0.64
8904417322774,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,432,0.83
8904417322798,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,144,0.28
8904417323696,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,360,1.2
8906087770008,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,60,0.1
8906087770442,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,210,0.4
8906087770459,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,35,0.12
8906087770527,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,140,0.13
8906087770558,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,250,0.35
8906087770657,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,90,0.17
8906087770671,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,240,0.48
8906087771180,Mamaearth - Baby,May-26,RELIANCE RETAIL LIMITED,400,0.66
8906087771333,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,288,0.62
8906087771807,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,630,1.42
8906087771814,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,270,0.66
8906087772040,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,120,0.52
8906087772187,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,3330,7.74
8906087773474,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,75,0.05
8906087773511,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,78,0.05
8906087773535,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,67,0.04
8906087773849,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,80,0.29
8906087774259,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,192,0.54
8906087775089,Mamaearth - Hair,May-26,RELIANCE RETAIL LIMITED,48,0.11
8906087775522,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,38,0.08
8906087775607,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,120,0.57
8906087775713,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,600,2.19
8906087776604,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,120,0.44
8906087776758,Mamaearth - Color Care,May-26,RELIANCE RETAIL LIMITED,46,0.08
8906087777045,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,399,0.41
8906087777076,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,400,0.44
8906087778233,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,500,0.44
8906087778240,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,160,0.13
8906087778455,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,38,0.07
8906087778462,Aqualogica - Face,May-26,RELIANCE RETAIL LIMITED,200,0.66
8906087778677,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,120,0.44
8906087779032,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,143,0.29
8906087779216,Mamaearth - Face,May-26,RELIANCE RETAIL LIMITED,71,0.16
8906087779292,The Derma Co. - Face,May-26,RELIANCE RETAIL LIMITED,72,0.18
8904417300659,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,179,0.29
8904417306248,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,43,0.1
8904417306576,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,74,0.13
8904417307764,Mamaearth - Hair,Sep-26,APOLLO HEALTHCO,72,0.17
8904417316056,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,24,0.06
8906087770008,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,62,0.1
8906087770022,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,211,0.34
8906087770046,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,18,0.03
8906087770084,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,18,0.03
8906087770510,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,36,0.06
8906087770534,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,50,0.06
8906087770657,Mamaearth - Face,Sep-26,APOLLO HEALTHCO,11,0.02
8906087770664,Mamaearth - Face,Sep-26,APOLLO HEALTHCO,136,0.25
8906087770671,Mamaearth - Face,Sep-26,APOLLO HEALTHCO,31,0.06
8906087771180,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,139,0.22
8906087771807,Mamaearth - Hair,Sep-26,APOLLO HEALTHCO,45,0.1
8906087771883,Mamaearth - Hair,Sep-26,APOLLO HEALTHCO,11,0.03
8906087772040,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,15,0.06
8906087772859,Mamaearth - Face,Sep-26,APOLLO HEALTHCO,44,0.08
8906087773849,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,15,0.06
8906087775645,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,28,0.06
8906087776215,Mamaearth - Baby,Sep-26,APOLLO HEALTHCO,158,0.25
8906087776604,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,22,0.09
8906087778677,The Derma Co. - Face,Sep-26,APOLLO HEALTHCO,6,0.02
8906087779032,Mamaearth - Face,Sep-26,APOLLO HEALTHCO,69,0.13
8904417302066,Bblunt - Hair Colour,Sep-26,HEALTH & GLOW,3,0.01
8904417302301,Mamaearth - Face,Sep-26,HEALTH & GLOW,2,0.01
8904417302325,Mamaearth - Face,Sep-26,HEALTH & GLOW,1,0.0
8904417302578,The Derma Co. - Face,Sep-26,HEALTH & GLOW,17,0.04
8904417302608,Mamaearth - Face,Sep-26,HEALTH & GLOW,3,0.01
8904417302707,Bblunt - Hair Care,Sep-26,HEALTH & GLOW,1,0.0
8904417302745,Bblunt - Hair Care,Sep-26,HEALTH & GLOW,11,0.04
8904417303131,The Derma Co. - Face,Sep-26,HEALTH & GLOW,3,0.01
8904417303285,Bblunt - Hair Care,Sep-26,HEALTH & GLOW,1,0.0
8904417303308,Mamaearth - Face,Sep-26,HEALTH & GLOW,3,0.0
8904417303315,Mamaearth - Face,Sep-26,HEALTH & GLOW,3,0.0
8904417303322,Mamaearth - Face,Sep-26,HEALTH & GLOW,4,0.0
8904417303537,Mamaearth - Hair,Sep-26,HEALTH & GLOW,5,0.02
8904417305043,Mamaearth - Hair,Sep-26,HEALTH & GLOW,1,0.0
8904417305050,Mamaearth - Hair,Sep-26,HEALTH & GLOW,1,0.0
8904417305098,Bblunt - Hair Care,Sep-26,HEALTH & GLOW,5,0.02
8904417305104,Bblunt - Hair Care,Sep-26,HEALTH & GLOW,1,0.0
8904417305258,Mamaearth - Face,Sep-26,HEALTH & GLOW,4,0.01
8904417306231,The Derma Co. - Face,Sep-26,HEALTH & GLOW,1,0.0
8904417306248,The Derma Co. - Face,Sep-26,HEALTH & GLOW,1,0.0
8904417306255,Aqualogica - Face,Sep-26,HEALTH & GLOW,13,0.04
8904417306514,Aqualogica - Face,Sep-26,HEALTH & GLOW,4,0.01
8904417306521,The Derma Co. - Face,Sep-26,HEALTH & GLOW,5,0.02
8904417307283,Bblunt - Hair Care,Sep-26,HEALTH & GLOW,2,0.01
8904417307481,Aqualogica - Face,Sep-26,HEALTH & GLOW,11,0.03
8904417307740,Mamaearth - Hair,Sep-26,HEALTH & GLOW,2,0.0
8904417307757,Mamaearth - Hair,Sep-26,HEALTH & GLOW,2,0.01
8904417307764,Mamaearth - Hair,Sep-26,HEALTH & GLOW,11,0.03
8904417309188,The Derma Co. - Face,Sep-26,HEALTH & GLOW,1,0.0
8904417309799,The Derma Co. - Face,Sep-26,HEALTH & GLOW,9,0.02
8904417311327,The Derma Co. - Face,Sep-26,HEALTH & GLOW,4,0.01
8904417311389,Aqualogica - Face,Sep-26,HEALTH & GLOW,5,0.02
8904417311549,Mamaearth - Face,Sep-26,HEALTH & GLOW,3,0.01
8904417312133,Mamaearth - Face,Sep-26,HEALTH & GLOW,3,0.01
8904417312867,Mamaearth - Face,Sep-26,HEALTH & GLOW,2,0.01
8904417314007,Aqualogica - Face,Sep-26,HEALTH & GLOW,3,0.01
8904417314014,Aqualogica - Face,Sep-26,HEALTH & GLOW,3,0.01
8904417314021,Aqualogica - Face,Sep-26,HEALTH & GLOW,2,0.01
8904417314298,Mamaearth - Face,Sep-26,HEALTH & GLOW,24,0.05
8904417314755,The Derma Co. - Face,Sep-26,HEALTH & GLOW,60,0.14
8904417315073,Mamaearth - Hair,Sep-26,HEALTH & GLOW,1,0.0
8904417315127,Mamaearth - Hair,Sep-26,HEALTH & GLOW,3,0.01
8904417315141,The Derma Co. - Face,Sep-26,HEALTH & GLOW,89,0.22
8904417315622,Mamaearth - Body,Sep-26,HEALTH & GLOW,1,0.0
8904417317183,Mamaearth - Body,Sep-26,HEALTH & GLOW,8,0.02
8904417317244,Mamaearth - Body,Sep-26,HEALTH & GLOW,18,0.04
8904417317275,Mamaearth - Body,Sep-26,HEALTH & GLOW,1,0.0
8904417318074,Mamaearth - Face,Sep-26,HEALTH & GLOW,1,0.0
8904417322392,Bblunt - Hair Colour,Sep-26,HEALTH & GLOW,4,0.01
8904417322415,Bblunt - Hair Colour,Sep-26,HEALTH & GLOW,5,0.01
8904417322422,Bblunt - Hair Colour,Sep-26,HEALTH & GLOW,1,0.0
8904417322446,Bblunt - Hair Colour,Sep-26,HEALTH & GLOW,3,0.01
8906087770664,Mamaearth - Face,Sep-26,HEALTH & GLOW,5,0.01
8906087771333,Mamaearth - Face,Sep-26,HEALTH & GLOW,2,0.01
8906087771807,Mamaearth - Hair,Sep-26,HEALTH & GLOW,1,0.0
8906087771814,Mamaearth - Hair,Sep-26,HEALTH & GLOW,2,0.01
8906087771845,Mamaearth - Hair,Sep-26,HEALTH & GLOW,1,0.0
8906087772019,The Derma Co. - Face,Sep-26,HEALTH & GLOW,5,0.01
8906087772040,The Derma Co. - Face,Sep-26,HEALTH & GLOW,28,0.11
8906087772057,The Derma Co. - Face,Sep-26,HEALTH & GLOW,2,0.01
8906087772064,The Derma Co. - Face,Sep-26,HEALTH & GLOW,26,0.1
8906087772095,The Derma Co. - Face,Sep-26,HEALTH & GLOW,11,0.05
8906087772378,Mamaearth - Hair,Sep-26,HEALTH & GLOW,5,0.01
8906087772460,Mamaearth - Face,Sep-26,HEALTH & GLOW,9,0.02
8906087772859,Mamaearth - Face,Sep-26,HEALTH & GLOW,3,0.01
8906087772873,Mamaearth - Hair,Sep-26,HEALTH & GLOW,7,0.02
8906087773016,Mamaearth - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087773474,Mamaearth - Face,Sep-26,HEALTH & GLOW,2,0.0
8906087773535,Mamaearth - Face,Sep-26,HEALTH & GLOW,5,0.01
8906087773740,The Derma Co. - Face,Sep-26,HEALTH & GLOW,5,0.03
8906087773849,The Derma Co. - Face,Sep-26,HEALTH & GLOW,11,0.04
8906087773863,The Derma Co. - Face,Sep-26,HEALTH & GLOW,19,0.07
8906087774105,The Derma Co. - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087774808,The Derma Co. - Face,Sep-26,HEALTH & GLOW,6,0.01
8906087775089,Mamaearth - Hair,Sep-26,HEALTH & GLOW,1,0.0
8906087775096,Mamaearth - Hair,Sep-26,HEALTH & GLOW,1,0.0
8906087775607,The Derma Co. - Face,Sep-26,HEALTH & GLOW,21,0.1
8906087775645,The Derma Co. - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087775690,The Derma Co. - Face,Sep-26,HEALTH & GLOW,4,0.01
8906087775706,The Derma Co. - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087776017,The Derma Co. - Face,Sep-26,HEALTH & GLOW,8,0.03
8906087776024,The Derma Co. - Face,Sep-26,HEALTH & GLOW,11,0.02
8906087776093,The Derma Co. - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087776604,The Derma Co. - Face,Sep-26,HEALTH & GLOW,39,0.15
8906087776802,Aqualogica - Face,Sep-26,HEALTH & GLOW,2,0.0
8906087777090,Aqualogica - Face,Sep-26,HEALTH & GLOW,2,0.01
8906087777212,Mamaearth - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087778110,Aqualogica - Face,Sep-26,HEALTH & GLOW,2,0.0
8906087778363,The Derma Co. - Face,Sep-26,HEALTH & GLOW,30,0.14
8906087778455,Mamaearth - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087778462,Aqualogica - Face,Sep-26,HEALTH & GLOW,21,0.06
8906087778479,Mamaearth - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087778486,Mamaearth - Hair,Sep-26,HEALTH & GLOW,18,0.03
8906087778677,The Derma Co. - Face,Sep-26,HEALTH & GLOW,17,0.06
8906087779032,Mamaearth - Face,Sep-26,HEALTH & GLOW,2,0.0
8906087779124,Mamaearth - Face,Sep-26,HEALTH & GLOW,19,0.05
8906087779216,Mamaearth - Face,Sep-26,HEALTH & GLOW,10,0.02
8906087779339,Mamaearth - Face,Sep-26,HEALTH & GLOW,5,0.02
8906087779377,Aqualogica - Face,Sep-26,HEALTH & GLOW,1,0.0
8906087779407,Aqualogica - Face,Sep-26,HEALTH & GLOW,10,0.03
8906087779490,Bblunt - Styling Products,Sep-26,HEALTH & GLOW,29,0.1
8906087779513,Bblunt - Styling Products,Sep-26,HEALTH & GLOW,16,0.07
8906148700029,Dr. Sheth - Face,Sep-26,HEALTH & GLOW,5,0.02
8906148700302,Dr. Sheth - Face,Sep-26,HEALTH & GLOW,2,0.0
8906148700333,Dr. Sheth - Face,Sep-26,HEALTH & GLOW,2,0.01
8906148700487,Dr. Sheth - Face,Sep-26,HEALTH & GLOW,1,0.0
8906148700869,Dr. Sheth - Face,Sep-26,HEALTH & GLOW,1,0.0
8906148700883,Dr. Sheth - Face,Sep-26,HEALTH & GLOW,4,0.01
8906148701019,Dr. Sheth - Face,Sep-26,HEALTH & GLOW,23,0.06
8904417300123,The Derma Co. - Body,Sep-26,RELIANCE RETAIL LIMITED,96,0.21
8904417303131,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,144,0.47
8904417306217,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,35,0.13
8904417306231,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,144,0.73
8904417306248,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,48,0.12
8904417306576,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,144,0.26
8904417307139,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,11,0.02
8904417307146,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,8,0.01
8904417309171,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,72,0.17
8904417309188,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,48,0.1
8904417311662,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,167,0.79
8904417311907,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,108,0.47
8904417314014,Aqualogica - Face,Sep-26,RELIANCE RETAIL LIMITED,3,0.01
8904417314021,Aqualogica - Face,Sep-26,RELIANCE RETAIL LIMITED,4,0.01
8904417314755,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,288,0.7
8904417316056,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,30,0.07
8904417316346,Mamaearth - Face,Sep-26,RELIANCE RETAIL LIMITED,72,0.06
8904417316896,Mamaearth - Face,Sep-26,RELIANCE RETAIL LIMITED,43,0.21
8904417316933,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,144,0.47
8904417318890,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,48,0.1
8904417322361,Mamaearth - Hair,Sep-26,RELIANCE RETAIL LIMITED,120,0.3
8904417322774,Mamaearth - Face,Sep-26,RELIANCE RETAIL LIMITED,72,0.14
8904417322798,Mamaearth - Face,Sep-26,RELIANCE RETAIL LIMITED,108,0.21
8906087772040,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,60,0.26
8906087775690,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,12,0.03
8906087776024,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,7,0.02
8906087776604,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,48,0.21
8906087778677,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,60,0.22
8906087779292,The Derma Co. - Face,Sep-26,RELIANCE RETAIL LIMITED,96,0.24
8906087779407,Aqualogica - Face,Sep-26,RELIANCE RETAIL LIMITED,12,0.04
