Article,Article Name,Month,Chain Name,Quantity,NSV_Lakhs
8906087779339,Mamaearth - Face,Jun-26,HEALTH & GLOW,17,0.07
8906087779377,Aqualogica - Face,Jun-26,HEALTH & GLOW,30,0.05
8906087779407,Aqualogica - Face,Jun-26,HEALTH & GLOW,128,0.37
8906087779490,Bblunt - Styling Products,Jun-26,HEALTH & GLOW,326,1.14
8906087779513,Bblunt - Styling Products,Jun-26,HEALTH & GLOW,181,0.76
8906087779872,Aqualogica - Face,Jun-26,HEALTH & GLOW,19,0.05
8906148700029,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,20,0.07
8906148700302,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,8,0.02
8906148700333,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,5,0.02
8906148700487,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,11,0.03
8906148700821,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,4,0.01
8906148700869,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,19,0.05
8906148700883,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,3,0.01
8906148700913,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,19,0.07
8906148701019,Dr. Sheth - Face,Jun-26,HEALTH & GLOW,29,0.08
8904417300512,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,760,1.5
8904417300659,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,93,0.14
8904417301762,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,71,0.12
8904417302301,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,58,0.1
8904417302578,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,72,0.18
8904417302608,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,21,0.06
8904417303537,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,383,2.14
8904417305050,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,51,0.14
8904417305258,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,360,0.9
8904417305838,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,66,0.18
8904417306231,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,72,0.34
8904417306248,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,415,0.91
8904417306255,Aqualogica - Face,Jun-26,RELIANCE RETAIL LIMITED,216,0.71
8904417306439,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,68,0.14
8904417306576,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,54,0.1
8904417307757,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,1,0.0
8904417307764,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,2,0.01
8904417309546,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,432,1.34
8904417310023,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,45,0.13
8904417310245,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,612,1.15
8904417310351,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,4334,10.77
8904417311440,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,65,0.18
8904417311501,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,1,0.0
8904417311549,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,54,0.11
8904417311570,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,636,1.11
8904417311587,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,792,1.38
8904417311655,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,28,0.04
8904417311907,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,72,0.31
8904417312171,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,63,0.11
8904417312294,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,696,1.68
8904417312386,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,1,0.0
8904417312546,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,3,0.01
8904417312867,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,74,0.21
8904417312997,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,79,0.28
8904417313178,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,74,0.21
8904417313420,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,7,0.02
8904417313673,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,19,0.05
8904417313963,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,5,0.01
8904417314267,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,57,0.2
8904417314298,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,4573,8.05
8904417314755,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,48,0.09
8904417315141,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,576,1.14
8904417315622,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,62,0.13
8904417315660,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,24,0.05
8904417315738,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,48,0.06
8904417316056,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,2,0.0
8904417316346,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,2184,1.91
8904417316407,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,51,0.04
8904417316896,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,128,0.49
8904417317053,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,48,0.06
8904417317183,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,72,0.17
8904417317244,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,72,0.17
8904417317268,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,24,0.06
8904417317275,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,27,0.06
8904417317589,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,48,0.12
8904417318074,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,252,0.53
8904417318081,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,48,0.15
8904417318364,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,360,0.74
8904417318746,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,6,0.02
8904417318876,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,54,0.1
8904417319200,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,432,0.72
8904417319873,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,23,0.08
8904417319880,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,81,0.17
8904417319910,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,24,0.08
8904417319927,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,57,0.14
8904417320183,Mamaearth - Body,Jun-26,RELIANCE RETAIL LIMITED,16,0.06
8904417320510,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,84,0.29
8904417320527,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,53,0.19
8904417322361,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,600,1.33
8904417322774,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,36,0.07
8904417322798,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,72,0.14
8904417323696,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,156,0.52
8906087770008,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,260,0.45
8906087770022,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,4,0.01
8906087770442,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,240,0.45
8906087770459,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,46,0.16
8906087770510,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,53,0.1
8906087770527,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,69,0.06
8906087770558,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,300,0.42
8906087770640,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,41,0.07
8906087770657,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,66,0.12
8906087770664,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,61,0.12
8906087770671,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,360,0.72
8906087771180,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,650,1.13
8906087771333,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,144,0.31
8906087771340,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,1,0.0
8906087771807,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,540,1.17
8906087771814,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,180,0.5
8906087772040,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,62,0.27
8906087772064,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,4,0.01
8906087772170,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,3,0.01
8906087772187,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,3323,7.35
8906087772460,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,2,0.0
8906087773474,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,72,0.05
8906087773511,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,73,0.05
8906087773535,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,86,0.05
8906087774495,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,1,0.0
8906087775089,Mamaearth - Hair,Jun-26,RELIANCE RETAIL LIMITED,57,0.14
8906087775522,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,73,0.16
8906087775546,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,69,0.15
8906087775607,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,60,0.31
8906087775713,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,200,0.73
8906087776109,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,10,0.03
8906087776215,Mamaearth - Baby,Jun-26,RELIANCE RETAIL LIMITED,47,0.08
8906087776604,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,65,0.24
8906087776758,Mamaearth - Color Care,Jun-26,RELIANCE RETAIL LIMITED,60,0.1
8906087777045,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,1,0.0
8906087778233,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,400,0.35
8906087778240,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,69,0.06
8906087778455,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,39,0.07
8906087778462,Aqualogica - Face,Jun-26,RELIANCE RETAIL LIMITED,200,0.66
8906087778608,The Derma Co. - Body,Jun-26,RELIANCE RETAIL LIMITED,3,0.01
8906087778677,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,60,0.22
8906087779032,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,119,0.24
8906087779216,Mamaearth - Face,Jun-26,RELIANCE RETAIL LIMITED,48,0.11
8906087779292,The Derma Co. - Face,Jun-26,RELIANCE RETAIL LIMITED,72,0.18
8906087779513,Bblunt - Styling Products,Jun-26,RELIANCE RETAIL LIMITED,1,0.0
8904417303537,Mamaearth - Hair,Jun-26,VISHAL ENTERPRISES,177,0.57
8904417305258,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,15,0.03
8904417307740,Mamaearth - Hair,Jun-26,VISHAL ENTERPRISES,285,0.62
8904417314298,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,347,1.01
8904417315073,Mamaearth - Hair,Jun-26,VISHAL ENTERPRISES,171,0.61
8904417316346,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,381,0.31
8904417325478,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,48,0.14
8904417325584,Mamaearth - Combo,Jun-26,VISHAL ENTERPRISES,33,0.1
8906087770657,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,81,0.15
8906087770671,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,138,0.26
8906087771333,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,33,0.07
8906087771807,Mamaearth - Hair,Jun-26,VISHAL ENTERPRISES,258,0.52
8906087771814,Mamaearth - Hair,Jun-26,VISHAL ENTERPRISES,597,1.35
8906087772859,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,108,0.2
8906087778233,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,336,0.27
8906087778240,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,339,0.28
8906087779032,Mamaearth - Face,Jun-26,VISHAL ENTERPRISES,180,0.33
8904417300659,Mamaearth - Baby,May-26,APOLLO HEALTHCO,3175,4.49
8904417305043,Mamaearth - Hair,May-26,APOLLO HEALTHCO,106,0.23
8904417305258,Mamaearth - Face,May-26,APOLLO HEALTHCO,1202,2.7
8904417306231,The Derma Co. - Face,May-26,APOLLO HEALTHCO,47,0.21
8904417306248,The Derma Co. - Face,May-26,APOLLO HEALTHCO,1941,4.06
8904417306521,The Derma Co. - Face,May-26,APOLLO HEALTHCO,132,0.55
8904417306576,The Derma Co. - Face,May-26,APOLLO HEALTHCO,1255,2.19
8904417307740,Mamaearth - Hair,May-26,APOLLO HEALTHCO,200,0.4
8904417307764,Mamaearth - Hair,May-26,APOLLO HEALTHCO,406,0.98
8904417308501,The Derma Co. - Face,May-26,APOLLO HEALTHCO,173,0.4
8904417309171,The Derma Co. - Face,May-26,APOLLO HEALTHCO,164,0.34
8904417309188,The Derma Co. - Face,May-26,APOLLO HEALTHCO,151,0.32
8904417312379,Mamaearth - Face,May-26,APOLLO HEALTHCO,12,0.03
8904417313420,Mamaearth - Face,May-26,APOLLO HEALTHCO,129,0.37
8904417314755,The Derma Co. - Face,May-26,APOLLO HEALTHCO,96,0.29
8904417316056,The Derma Co. - Face,May-26,APOLLO HEALTHCO,1053,2.2
8904417317282,The Derma Co. - Hair,May-26,APOLLO HEALTHCO,84,0.24
8904417321722,Mamaearth - Baby,May-26,APOLLO HEALTHCO,832,1.81
8904417322552,Mamaearth - Baby,May-26,APOLLO HEALTHCO,945,3.47
8904417322569,Mamaearth - Baby,May-26,APOLLO HEALTHCO,916,3.4
8904417322989,The Derma Co. - Hair,May-26,APOLLO HEALTHCO,198,0.69
8906087770008,Mamaearth - Baby,May-26,APOLLO HEALTHCO,2277,3.63
8906087770022,Mamaearth - Baby,May-26,APOLLO HEALTHCO,4355,6.36
8906087770046,Mamaearth - Baby,May-26,APOLLO HEALTHCO,827,1.31
8906087770084,Mamaearth - Baby,May-26,APOLLO HEALTHCO,973,1.86
8906087770121,Mamaearth - Baby,May-26,APOLLO HEALTHCO,280,0.54
8906087770152,Mamaearth - Baby,May-26,APOLLO HEALTHCO,38,0.07
8906087770510,Mamaearth - Baby,May-26,APOLLO HEALTHCO,1450,2.47
8906087770527,Mamaearth - Baby,May-26,APOLLO HEALTHCO,1432,1.21
8906087770534,Mamaearth - Baby,May-26,APOLLO HEALTHCO,4010,5.11
8906087770640,Mamaearth - Baby,May-26,APOLLO HEALTHCO,156,0.25
8906087770657,Mamaearth - Face,May-26,APOLLO HEALTHCO,1221,2.16
8906087770664,Mamaearth - Face,May-26,APOLLO HEALTHCO,2274,4.06
8906087770671,Mamaearth - Face,May-26,APOLLO HEALTHCO,3756,6.85
8906087771180,Mamaearth - Baby,May-26,APOLLO HEALTHCO,5718,8.46
8906087771333,Mamaearth - Face,May-26,APOLLO HEALTHCO,24,0.08
8906087771807,Mamaearth - Hair,May-26,APOLLO HEALTHCO,977,1.94
8906087771814,Mamaearth - Hair,May-26,APOLLO HEALTHCO,104,0.23
8906087771845,Mamaearth - Hair,May-26,APOLLO HEALTHCO,1,0.0
8906087771883,Mamaearth - Hair,May-26,APOLLO HEALTHCO,1378,3.32
8906087771968,Mamaearth - Hair,May-26,APOLLO HEALTHCO,36,0.06
8906087771982,Mamaearth - Face,May-26,APOLLO HEALTHCO,14,0.04
8906087772040,The Derma Co. - Face,May-26,APOLLO HEALTHCO,1117,4.68
8906087772057,The Derma Co. - Face,May-26,APOLLO HEALTHCO,50,0.31
8906087772064,The Derma Co. - Face,May-26,APOLLO HEALTHCO,247,0.86
8906087772095,The Derma Co. - Face,May-26,APOLLO HEALTHCO,987,4.83
8906087772378,Mamaearth - Hair,May-26,APOLLO HEALTHCO,10,0.02
8906087772613,Mamaearth - Baby,May-26,APOLLO HEALTHCO,1152,2.57
8906087772859,Mamaearth - Face,May-26,APOLLO HEALTHCO,1414,2.55
8906087772897,Mamaearth - Hair,May-26,APOLLO HEALTHCO,206,0.41
8906087773849,The Derma Co. - Face,May-26,APOLLO HEALTHCO,991,3.46
8906087774020,Mamaearth - Baby,May-26,APOLLO HEALTHCO,15,0.04
8906087774105,The Derma Co. - Face,May-26,APOLLO HEALTHCO,25,0.11
8906087775089,Mamaearth - Hair,May-26,APOLLO HEALTHCO,117,0.23
8906087775607,The Derma Co. - Face,May-26,APOLLO HEALTHCO,808,3.78
8906087775645,The Derma Co. - Face,May-26,APOLLO HEALTHCO,1789,3.74
8906087775713,The Derma Co. - Face,May-26,APOLLO HEALTHCO,5334,18.63
8906087776109,Mamaearth - Baby,May-26,APOLLO HEALTHCO,907,2.58
8906087776215,Mamaearth - Baby,May-26,APOLLO HEALTHCO,6300,9.33
8906087776604,The Derma Co. - Face,May-26,APOLLO HEALTHCO,1229,4.55
8906087778042,The Derma Co. - Face,May-26,APOLLO HEALTHCO,82,0.34
8906087778363,The Derma Co. - Face,May-26,APOLLO HEALTHCO,167,0.82
8906087779032,Mamaearth - Face,May-26,APOLLO HEALTHCO,2288,4.17
8906087779292,The Derma Co. - Face,May-26,APOLLO HEALTHCO,360,0.88
706502246792,Dr. Sheth - Face,May-26,HEALTH & GLOW,4,0.01
8904417300598,The Derma Co. - Face,May-26,HEALTH & GLOW,12,0.09
8904417301762,Mamaearth - Face,May-26,HEALTH & GLOW,17,0.03
8904417302066,Bblunt - Hair Colour,May-26,HEALTH & GLOW,40,0.08
8904417302073,Bblunt - Hair Colour,May-26,HEALTH & GLOW,55,0.12
8904417302301,Mamaearth - Face,May-26,HEALTH & GLOW,20,0.05
8904417302318,Mamaearth - Face,May-26,HEALTH & GLOW,24,0.06
8904417302325,Mamaearth - Face,May-26,HEALTH & GLOW,8,0.01
8904417302578,The Derma Co. - Face,May-26,HEALTH & GLOW,150,0.34
8904417302608,Mamaearth - Face,May-26,HEALTH & GLOW,14,0.04
8904417302707,Bblunt - Hair Care,May-26,HEALTH & GLOW,34,0.09
8904417302738,Bblunt - Hair Care,May-26,HEALTH & GLOW,1,0.0
8904417302745,Bblunt - Hair Care,May-26,HEALTH & GLOW,10,0.03
8904417302776,Bblunt - Hair Care,May-26,HEALTH & GLOW,4,0.01
8904417303131,The Derma Co. - Face,May-26,HEALTH & GLOW,22,0.06
8904417303285,Bblunt - Hair Care,May-26,HEALTH & GLOW,37,0.09
8904417303292,Bblunt - Hair Care,May-26,HEALTH & GLOW,11,0.03
8904417303308,Mamaearth - Face,May-26,HEALTH & GLOW,29,0.05
8904417303315,Mamaearth - Face,May-26,HEALTH & GLOW,41,0.06
8904417303322,Mamaearth - Face,May-26,HEALTH & GLOW,92,0.11
8904417303407,Mamaearth - Face,May-26,HEALTH & GLOW,58,0.11
8904417303445,Mamaearth - Face,May-26,HEALTH & GLOW,92,0.18
8904417303537,Mamaearth - Hair,May-26,HEALTH & GLOW,25,0.09
8904417305043,Mamaearth - Hair,May-26,HEALTH & GLOW,11,0.02
8904417305098,Bblunt - Hair Care,May-26,HEALTH & GLOW,1,0.0
8904417305104,Bblunt - Hair Care,May-26,HEALTH & GLOW,2,0.01
8904417305258,Mamaearth - Face,May-26,HEALTH & GLOW,37,0.09
8904417305838,Mamaearth - Face,May-26,HEALTH & GLOW,10,0.03
8904417306231,The Derma Co. - Face,May-26,HEALTH & GLOW,26,0.11
8904417306248,The Derma Co. - Face,May-26,HEALTH & GLOW,25,0.05
8904417306255,Aqualogica - Face,May-26,HEALTH & GLOW,72,0.21
8904417306439,Mamaearth - Face,May-26,HEALTH & GLOW,11,0.02
8904417306514,Aqualogica - Face,May-26,HEALTH & GLOW,52,0.08
8904417306521,The Derma Co. - Face,May-26,HEALTH & GLOW,15,0.06
8904417306576,The Derma Co. - Face,May-26,HEALTH & GLOW,23,0.04
8904417307122,Bblunt - Hair Care,May-26,HEALTH & GLOW,15,0.04
8904417307283,Bblunt - Hair Care,May-26,HEALTH & GLOW,7,0.02
8904417307306,Bblunt - Hair Care,May-26,HEALTH & GLOW,1,0.0
8904417307481,Aqualogica - Face,May-26,HEALTH & GLOW,25,0.07
8904417307740,Mamaearth - Hair,May-26,HEALTH & GLOW,26,0.06
8904417307757,Mamaearth - Hair,May-26,HEALTH & GLOW,14,0.03
8904417307764,Mamaearth - Hair,May-26,HEALTH & GLOW,44,0.11
8904417308501,The Derma Co. - Face,May-26,HEALTH & GLOW,130,0.28
8904417309171,The Derma Co. - Face,May-26,HEALTH & GLOW,28,0.05
8904417309188,The Derma Co. - Face,May-26,HEALTH & GLOW,10,0.02
8904417309799,The Derma Co. - Face,May-26,HEALTH & GLOW,30,0.06
8904417311297,The Derma Co. - Face,May-26,HEALTH & GLOW,84,0.18
8904417311327,The Derma Co. - Face,May-26,HEALTH & GLOW,22,0.03
8904417311389,Aqualogica - Face,May-26,HEALTH & GLOW,1,0.0
8904417311495,The Derma Co. - Face,May-26,HEALTH & GLOW,19,0.09
8904417311549,Mamaearth - Face,May-26,HEALTH & GLOW,33,0.07
8904417312133,Mamaearth - Face,May-26,HEALTH & GLOW,20,0.05
8904417312386,Mamaearth - Hair,May-26,HEALTH & GLOW,5,0.01
8904417312430,Mamaearth - Hair,May-26,HEALTH & GLOW,10,0.02
8904417312867,Mamaearth - Face,May-26,HEALTH & GLOW,3,0.01
8904417312997,Mamaearth - Face,May-26,HEALTH & GLOW,4,0.01
8904417313178,Mamaearth - Face,May-26,HEALTH & GLOW,30,0.09
8904417313420,Mamaearth - Face,May-26,HEALTH & GLOW,11,0.03
8904417313765,Mamaearth - Hair,May-26,HEALTH & GLOW,15,0.05
8904417313963,Mamaearth - Hair,May-26,HEALTH & GLOW,21,0.04
8904417314007,Aqualogica - Face,May-26,HEALTH & GLOW,14,0.05
8904417314014,Aqualogica - Face,May-26,HEALTH & GLOW,15,0.05
8904417314021,Aqualogica - Face,May-26,HEALTH & GLOW,5,0.02
8904417314267,Mamaearth - Face,May-26,HEALTH & GLOW,4,0.01
8904417314298,Mamaearth - Face,May-26,HEALTH & GLOW,47,0.12
8904417314441,Mamaearth - Hair,May-26,HEALTH & GLOW,7,0.02
8904417314618,The Derma Co. - Face,May-26,HEALTH & GLOW,215,1.13
8904417314755,The Derma Co. - Face,May-26,HEALTH & GLOW,1030,2.08
8904417315073,Mamaearth - Hair,May-26,HEALTH & GLOW,36,0.14
8904417315127,Mamaearth - Hair,May-26,HEALTH & GLOW,7,0.01
8904417315141,The Derma Co. - Face,May-26,HEALTH & GLOW,1041,2.1
8904417315622,Mamaearth - Body,May-26,HEALTH & GLOW,11,0.02
8904417315660,Mamaearth - Body,May-26,HEALTH & GLOW,43,0.08
8904417315677,Mamaearth - Body,May-26,HEALTH & GLOW,19,0.04
8904417315738,Mamaearth - Body,May-26,HEALTH & GLOW,23,0.04
8904417317268,Mamaearth - Body,May-26,HEALTH & GLOW,8,0.02
8904417317275,Mamaearth - Body,May-26,HEALTH & GLOW,8,0.02
8904417318074,Mamaearth - Face,May-26,HEALTH & GLOW,6,0.02
8904417318081,Mamaearth - Face,May-26,HEALTH & GLOW,13,0.04
8904417319873,Mamaearth - Face,May-26,HEALTH & GLOW,1,0.0
8904417322392,Bblunt - Hair Colour,May-26,HEALTH & GLOW,50,0.14
8904417322415,Bblunt - Hair Colour,May-26,HEALTH & GLOW,44,0.12
8904417322422,Bblunt - Hair Colour,May-26,HEALTH & GLOW,57,0.16
8904417322439,Bblunt - Hair Colour,May-26,HEALTH & GLOW,18,0.05
8904417322446,Bblunt - Hair Colour,May-26,HEALTH & GLOW,4,0.01
8906087770435,Mamaearth - Baby,May-26,HEALTH & GLOW,21,0.07
8906087770442,Mamaearth - Baby,May-26,HEALTH & GLOW,10,0.03
8906087770534,Mamaearth - Baby,May-26,HEALTH & GLOW,20,0.03
8906087770558,Mamaearth - Baby,May-26,HEALTH & GLOW,10,0.01
8906087770657,Mamaearth - Face,May-26,HEALTH & GLOW,37,0.08
8906087770664,Mamaearth - Face,May-26,HEALTH & GLOW,45,0.09
8906087770671,Mamaearth - Face,May-26,HEALTH & GLOW,102,0.2
8906087771333,Mamaearth - Face,May-26,HEALTH & GLOW,33,0.11
8906087771340,Mamaearth - Face,May-26,HEALTH & GLOW,17,0.04
8906087771807,Mamaearth - Hair,May-26,HEALTH & GLOW,44,0.09
8906087771814,Mamaearth - Hair,May-26,HEALTH & GLOW,27,0.06
8906087771845,Mamaearth - Hair,May-26,HEALTH & GLOW,4,0.01
8906087771883,Mamaearth - Hair,May-26,HEALTH & GLOW,28,0.07
8906087772019,The Derma Co. - Face,May-26,HEALTH & GLOW,63,0.14
8906087772040,The Derma Co. - Face,May-26,HEALTH & GLOW,193,0.75
8906087772057,The Derma Co. - Face,May-26,HEALTH & GLOW,40,0.23
8906087772064,The Derma Co. - Face,May-26,HEALTH & GLOW,58,0.19
8906087772071,The Derma Co. - Face,May-26,HEALTH & GLOW,66,0.15
8906087772095,The Derma Co. - Face,May-26,HEALTH & GLOW,134,0.61
8906087772187,Mamaearth - Hair,May-26,HEALTH & GLOW,23,0.09
8906087772279,Mamaearth - Face,May-26,HEALTH & GLOW,8,0.03
8906087772378,Mamaearth - Hair,May-26,HEALTH & GLOW,12,0.02
8906087772460,Mamaearth - Face,May-26,HEALTH & GLOW,37,0.08
8906087772484,Mamaearth - Face,May-26,HEALTH & GLOW,34,0.09
8906087772859,Mamaearth - Face,May-26,HEALTH & GLOW,61,0.12
8906087772873,Mamaearth - Hair,May-26,HEALTH & GLOW,14,0.04
8906087772897,Mamaearth - Hair,May-26,HEALTH & GLOW,8,0.02
8906087773016,Mamaearth - Face,May-26,HEALTH & GLOW,9,0.04
8906087773115,Mamaearth - Face,May-26,HEALTH & GLOW,1,0.0
8906087773474,Mamaearth - Face,May-26,HEALTH & GLOW,48,0.04
8906087773511,Mamaearth - Face,May-26,HEALTH & GLOW,86,0.06
8906087773535,Mamaearth - Face,May-26,HEALTH & GLOW,29,0.03
8906087773740,The Derma Co. - Face,May-26,HEALTH & GLOW,9,0.05
8906087773849,The Derma Co. - Face,May-26,HEALTH & GLOW,135,0.44
8906087773863,The Derma Co. - Face,May-26,HEALTH & GLOW,65,0.25
8906087773924,Mamaearth - Face,May-26,HEALTH & GLOW,6,0.02
8906087774105,The Derma Co. - Face,May-26,HEALTH & GLOW,20,0.08
8906087774488,The Derma Co. - Face,May-26,HEALTH & GLOW,12,0.05
8906087774495,The Derma Co. - Face,May-26,HEALTH & GLOW,53,0.17
8906087774624,The Derma Co. - Face,May-26,HEALTH & GLOW,77,0.25
