Year-Month,Chain/Account,Distributor,EAN,Brand,Category,Sub_Category,Quantity,NSV
2026-05,Apollo,G.V Enterprises - MT,8906087770671,Mamaearth,Face,Face Cleanser,230,41951.999952
2026-05,Apollo,G.V Enterprises - MT,8906087772859,Mamaearth,Face,Face Cleanser,110,20063.999978
2026-05,Apollo,G.V Enterprises - MT,8906087779032,Mamaearth,Face,Face Cleanser,24,4377.599994
2026-05,Apollo,G.V Enterprises - MT,8904417305043,Mamaearth,Hair,Shampoo,90,20102.400046
2026-05,Apollo,G.V Enterprises - MT,8904417307740,Mamaearth,Hair,Shampoo,10,1984.0
2026-05,Apollo,G.V Enterprises - MT,8906087771807,Mamaearth,Hair,Shampoo,90,17856.000006
2026-05,Apollo,G.V Enterprises - MT,8906087771883,Mamaearth,Hair,Hair Oil,40,9523.199992
2026-05,Apollo,G.V Enterprises - MT,8906087775089,Mamaearth,Hair,Shampoo,72,14284.800004
2026-05,Apollo,G.V Enterprises - MT,8904417306248,The Derma Co.,Face,Face Cleanser,132,27627.599944
2026-05,Apollo,G.V Enterprises - MT,8906087772040,The Derma Co.,Face,Face Serum,108,45284.399992
2026-05,Apollo,G.V Enterprises - MT,8906087772057,The Derma Co.,Face,Face Serum,4,2517.200002
2026-05,Apollo,G.V Enterprises - MT,8906087772064,The Derma Co.,Face,Cream,44,15369.19999
2026-05,Apollo,G.V Enterprises - MT,8906087772095,The Derma Co.,Face,Sun Care,94,45994.200006
2026-05,Apollo,G.V Enterprises - MT,8906087773849,The Derma Co.,Face,Face Serum,66,23053.799988
2026-05,Apollo,G.V Enterprises - MT,8906087775607,The Derma Co.,Face,Face Serum,22,9994.6
2026-05,Apollo,G.V Enterprises - MT,8906087775645,The Derma Co.,Face,Face Cleanser,319,66766.699867
2026-05,Apollo,G.V Enterprises - MT,8906087775713,The Derma Co.,Face,Sun Care,414,144610.19992400002
2026-05,Apollo,G.V Enterprises - MT,8906087776604,The Derma Co.,Face,Face Serum,120,44435.999984
2026-05,Apollo,G.V Enterprises - MT,8906087778363,The Derma Co.,Face,Sun Care,20,9786.000002
2026-05,Apollo,G.V Enterprises - MT,8904417317282,The Derma Co.,Hair,Shampoo,6,1713.6
2026-05,Apollo,Mark Enterprise - MT,8904417300659,Mamaearth,Baby,Baby Soap,50,7072.000004
2026-05,Apollo,Mark Enterprise - MT,8904417321722,Mamaearth,Baby,Moisturisers,96,21533.718502
2026-05,Apollo,Mark Enterprise - MT,8904417322552,Mamaearth,Baby,Baby Body Wash,144,53899.748362
2026-05,Apollo,Mark Enterprise - MT,8904417322569,Mamaearth,Baby,Body Lotion,144,53899.748362
2026-05,Apollo,Mark Enterprise - MT,8906087770008,Mamaearth,Baby,Body Lotion,80,12748.799958
2026-05,Apollo,Mark Enterprise - MT,8906087770022,Mamaearth,Baby,Shampoo,160,22630.400016
2026-05,Apollo,Mark Enterprise - MT,8906087770046,Mamaearth,Baby,Baby Body Wash,120,19123.199936
2026-05,Apollo,Mark Enterprise - MT,8906087770084,Mamaearth,Baby,Massage Oil,42,8037.120024
2026-05,Apollo,Mark Enterprise - MT,8906087770510,Mamaearth,Baby,Hair Oil,60,10214.399981999999
2026-05,Apollo,Mark Enterprise - MT,8906087770534,Mamaearth,Baby,Moisturisers,72,9169.919966
2026-05,Apollo,Mark Enterprise - MT,8906087771180,Mamaearth,Baby,Baby Soap,100,14144.00001
2026-05,Apollo,Mark Enterprise - MT,8906087776109,Mamaearth,Baby,Shampoo,120,34099.199946
2026-05,Apollo,Mark Enterprise - MT,8906087776215,Mamaearth,Baby,Baby Soap,135,19237.760018
2026-05,Apollo,Mark Enterprise - MT,8906087770657,Mamaearth,Face,Face Cleanser,120,20659.199986
2026-05,Apollo,Mark Enterprise - MT,8906087770664,Mamaearth,Face,Face Cleanser,120,20659.199984
2026-05,Apollo,Mark Enterprise - MT,8906087770671,Mamaearth,Face,Face Cleanser,300,54719.999934
2026-05,Apollo,Mark Enterprise - MT,8906087772859,Mamaearth,Face,Face Cleanser,150,25823.999984000002
2026-05,Apollo,Mark Enterprise - MT,8904417307740,Mamaearth,Hair,Shampoo,45,8928.000003
2026-05,Apollo,Mark Enterprise - MT,8904417307764,Mamaearth,Hair,Hair Oil,24,6435.839996
2026-05,Apollo,Mark Enterprise - MT,8906087771807,Mamaearth,Hair,Shampoo,30,5952.000002
2026-05,Apollo,Mark Enterprise - MT,8906087771814,Mamaearth,Hair,Conditioner,75,16752.000036
2026-05,Apollo,Mark Enterprise - MT,8906087771883,Mamaearth,Hair,Hair Oil,96,22855.679984
2026-05,Apollo,Mark Enterprise - MT,8906087772897,Mamaearth,Hair,Shampoo,45,8928.000003
2026-05,Apollo,Mark Enterprise - MT,8904417306248,The Derma Co.,Face,Face Cleanser,48,10046.39998
2026-05,Apollo,Mark Enterprise - MT,8904417306521,The Derma Co.,Face,Face Serum,16,6708.8
2026-05,Apollo,Mark Enterprise - MT,8904417306576,The Derma Co.,Face,Face Cleanser,120,20915.99994
2026-05,Apollo,Mark Enterprise - MT,8904417309171,The Derma Co.,Face,Face Cleanser,72,15069.59997
2026-05,Apollo,Mark Enterprise - MT,8904417309188,The Derma Co.,Face,Face Cleanser,96,20092.79996
2026-05,Apollo,Mark Enterprise - MT,8904417314755,The Derma Co.,Face,Face Cleanser,96,29387.96238
2026-05,Apollo,Mark Enterprise - MT,8904417316056,The Derma Co.,Face,Face Cleanser,168,35162.39993
2026-05,Apollo,Mark Enterprise - MT,8906087772040,The Derma Co.,Face,Face Serum,36,15094.799998
2026-05,Apollo,Mark Enterprise - MT,8906087772095,The Derma Co.,Face,Sun Care,96,46972.800004
2026-05,Apollo,Mark Enterprise - MT,8906087773849,The Derma Co.,Face,Face Serum,80,27943.999986
2026-05,Apollo,Mark Enterprise - MT,8906087775607,The Derma Co.,Face,Face Serum,50,22715.0
2026-05,Apollo,Mark Enterprise - MT,8906087775645,The Derma Co.,Face,Face Cleanser,192,40185.59992
2026-05,Apollo,Mark Enterprise - MT,8906087775713,The Derma Co.,Face,Sun Care,125,43662.499977
2026-05,Apollo,Mark Enterprise - MT,8906087776604,The Derma Co.,Face,Face Serum,76,26546.799985999998
2026-05,Apollo,Mark Enterprise - MT,8906087778042,The Derma Co.,Face,Face Serum,30,12578.999998
2026-05,Apollo,Mark Enterprise - MT,8906087779292,The Derma Co.,Face,Moisturisers,96,23452.799966
2026-05,Apollo,Pragati Sales - Apollo,8906087770008,Mamaearth,Baby,Body Lotion,20,3187.1999899999996
2026-05,Apollo,Pragati Sales - Apollo,8906087770022,Mamaearth,Baby,Shampoo,34,4808.9600040000005
2026-05,Apollo,Pragati Sales - Apollo,8906087770046,Mamaearth,Baby,Baby Body Wash,15,2006.399995
2026-05,Apollo,Pragati Sales - Apollo,8906087770084,Mamaearth,Baby,Massage Oil,1,191.36
2026-05,Apollo,Pragati Sales - Apollo,8906087770510,Mamaearth,Baby,Hair Oil,1,170.239999
2026-05,Apollo,Pragati Sales - Apollo,8906087770534,Mamaearth,Baby,Moisturisers,90,11462.399958
2026-05,Apollo,Pragati Sales - Apollo,8906087776109,Mamaearth,Baby,Shampoo,3,852.479999
2026-05,Apollo,Pragati Sales - Apollo,8906087776215,Mamaearth,Baby,Baby Soap,59,9402.240029
2026-05,Apollo,Pragati Sales - Apollo,8906087770657,Mamaearth,Face,Face Cleanser,11,2006.399999
2026-05,Apollo,Pragati Sales - Apollo,8906087771883,Mamaearth,Hair,Hair Oil,36,8570.879993999999
2026-05,Apollo,Pragati Sales - Apollo,8906087772897,Mamaearth,Hair,Shampoo,3,595.200001
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417300659,Mamaearth,Baby,Baby Soap,1380,195187.20013800001
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417321722,Mamaearth,Baby,Moisturisers,192,42599.951702
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417322552,Mamaearth,Baby,Baby Body Wash,192,71086.24168
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417322569,Mamaearth,Baby,Body Lotion,192,71086.24168
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770008,Mamaearth,Baby,Body Lotion,969,154419.839477
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770022,Mamaearth,Baby,Shampoo,1488,210462.720148
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770046,Mamaearth,Baby,Baby Body Wash,212,33784.319886
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770084,Mamaearth,Baby,Massage Oil,290,55494.40016
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770510,Mamaearth,Baby,Hair Oil,203,34558.719929
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770534,Mamaearth,Baby,Moisturisers,1035,131817.599523
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770640,Mamaearth,Baby,Mosquito Protection,29,4621.439983
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087771180,Mamaearth,Baby,Baby Soap,2250,328992.000436
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087776109,Mamaearth,Baby,Shampoo,384,109117.439828
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087776215,Mamaearth,Baby,Baby Soap,2566,379009.280571
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417305258,Mamaearth,Face,Sun Care,513,114583.680246
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417313420,Mamaearth,Face,Sun Care,54,15517.440018000001
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770657,Mamaearth,Face,Face Cleanser,202,34776.31998
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770664,Mamaearth,Face,Face Cleanser,334,60921.599925999995
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087770671,Mamaearth,Face,Face Cleanser,567,103420.799875
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087772859,Mamaearth,Face,Face Cleanser,341,62198.399927
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087779032,Mamaearth,Face,Face Cleanser,760,138623.999834
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417307740,Mamaearth,Hair,Shampoo,45,8928.000003
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417307764,Mamaearth,Hair,Hair Oil,132,31426.559979999998
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087771807,Mamaearth,Hair,Shampoo,161,31942.400008999997
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087771883,Mamaearth,Hair,Hair Oil,129,30712.319981
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087772897,Mamaearth,Hair,Shampoo,23,4563.200001
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417306248,The Derma Co.,Face,Face Cleanser,180,37673.999924
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417306576,The Derma Co.,Face,Face Cleanser,295,51418.499857999996
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8904417316056,The Derma Co.,Face,Face Cleanser,103,21557.899957
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087772040,The Derma Co.,Face,Face Serum,38,15933.400000000001
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087772095,The Derma Co.,Face,Sun Care,99,48440.700007
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087773849,The Derma Co.,Face,Face Serum,45,15718.499989
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087775607,The Derma Co.,Face,Face Serum,36,16354.8
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087775645,The Derma Co.,Face,Face Cleanser,121,25325.299949
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087775713,The Derma Co.,Face,Sun Care,400,139719.999926
2026-05,Apollo,Sri Vijaya Durga Agencies - MT,8906087776604,The Derma Co.,Face,Face Serum,57,19910.099989
2026-05,Apollo,Venkateswara Agencies,8904417300659,Mamaearth,Baby,Baby Soap,1048,148229.1201
2026-05,Apollo,Venkateswara Agencies,8904417321722,Mamaearth,Baby,Moisturisers,280,58956.80001
2026-05,Apollo,Venkateswara Agencies,8904417322552,Mamaearth,Baby,Baby Body Wash,292,109021.38626
2026-05,Apollo,Venkateswara Agencies,8904417322569,Mamaearth,Baby,Body Lotion,292,109021.38626
2026-05,Apollo,Venkateswara Agencies,8906087770008,Mamaearth,Baby,Body Lotion,360,57369.599808
2026-05,Apollo,Venkateswara Agencies,8906087770022,Mamaearth,Baby,Shampoo,1041,157847.680312
2026-05,Apollo,Venkateswara Agencies,8906087770046,Mamaearth,Baby,Baby Body Wash,120,19123.199936
2026-05,Apollo,Venkateswara Agencies,8906087770084,Mamaearth,Baby,Massage Oil,480,91852.80026799999
2026-05,Apollo,Venkateswara Agencies,8906087770152,Mamaearth,Baby,OTC,30,5376.00001
2026-05,Apollo,Venkateswara Agencies,8906087770510,Mamaearth,Baby,Hair Oil,720,122572.79975
2026-05,Apollo,Venkateswara Agencies,8906087770534,Mamaearth,Baby,Moisturisers,540,68774.399748
2026-05,Apollo,Venkateswara Agencies,8906087770640,Mamaearth,Baby,Mosquito Protection,12,1912.319994
2026-05,Apollo,Venkateswara Agencies,8906087771180,Mamaearth,Baby,Baby Soap,2000,297216.000476
2026-05,Apollo,Venkateswara Agencies,8906087776109,Mamaearth,Baby,Shampoo,176,50012.159922
2026-05,Apollo,Venkateswara Agencies,8906087776215,Mamaearth,Baby,Baby Soap,2050,298912.00038
2026-05,Apollo,Venkateswara Agencies,8904417312379,Mamaearth,Face,Face Cleanser,12,2680.320006
2026-05,Apollo,Venkateswara Agencies,8906087770657,Mamaearth,Face,Face Cleanser,120,21273.59998
2026-05,Apollo,Venkateswara Agencies,8906087770664,Mamaearth,Face,Face Cleanser,535,96457.599895
2026-05,Apollo,Venkateswara Agencies,8906087770671,Mamaearth,Face,Face Cleanser,960,175103.999792
2026-05,Apollo,Venkateswara Agencies,8906087771982,Mamaearth,Face,Under Eye Care,12,3064.320004
2026-05,Apollo,Venkateswara Agencies,8906087772859,Mamaearth,Face,Face Cleanser,360,65663.99992199999
2026-05,Apollo,Venkateswara Agencies,8906087779032,Mamaearth,Face,Face Cleanser,754,137529.599836
2026-05,Apollo,Venkateswara Agencies,8904417307740,Mamaearth,Hair,Shampoo,24,4761.600002
2026-05,Apollo,Venkateswara Agencies,8904417307764,Mamaearth,Hair,Hair Oil,64,15237.11999
2026-05,Apollo,Venkateswara Agencies,8906087771807,Mamaearth,Hair,Shampoo,270,53568.000014000005
2026-05,Apollo,Venkateswara Agencies,8906087771814,Mamaearth,Hair,Conditioner,25,5584.00001
2026-05,Apollo,Venkateswara Agencies,8906087771883,Mamaearth,Hair,Hair Oil,285,72184.319951
2026-05,Apollo,Venkateswara Agencies,8906087771968,Mamaearth,Hair,Hair Oil,36,6128.639988
2026-05,Apollo,Venkateswara Agencies,8906087772378,Mamaearth,Hair,Hair Serum,9,1722.240006
2026-05,Apollo,Venkateswara Agencies,8906087772897,Mamaearth,Hair,Shampoo,42,8332.800000000001
2026-05,Apollo,Venkateswara Agencies,8904417306248,The Derma Co.,Face,Face Cleanser,733,153416.899693
2026-05,Apollo,Venkateswara Agencies,8904417306521,The Derma Co.,Face,Face Serum,83,34801.899995
2026-05,Apollo,Venkateswara Agencies,8904417306576,The Derma Co.,Face,Face Cleanser,552,96213.599734
2026-05,Apollo,Venkateswara Agencies,8904417308501,The Derma Co.,Face,Lip Balm,60,13818.000034
2026-05,Apollo,Venkateswara Agencies,8904417309171,The Derma Co.,Face,Face Cleanser,57,11930.099973
2026-05,Apollo,Venkateswara Agencies,8904417309188,The Derma Co.,Face,Face Cleanser,44,9209.199978
2026-05,Apollo,Venkateswara Agencies,8904417316056,The Derma Co.,Face,Face Cleanser,420,87905.999824
2026-05,Apollo,Venkateswara Agencies,8906087772040,The Derma Co.,Face,Face Serum,251,105244.29998499999
2026-05,Apollo,Venkateswara Agencies,8906087772057,The Derma Co.,Face,Face Serum,31,19508.300011
2026-05,Apollo,Venkateswara Agencies,8906087772064,The Derma Co.,Face,Cream,82,28642.599985999997
2026-05,Apollo,Venkateswara Agencies,8906087772095,The Derma Co.,Face,Sun Care,226,110581.800016
2026-05,Apollo,Venkateswara Agencies,8906087773849,The Derma Co.,Face,Face Serum,157,54840.099970999996
2026-05,Apollo,Venkateswara Agencies,8906087775607,The Derma Co.,Face,Face Serum,132,64587.600008
2026-05,Apollo,Venkateswara Agencies,8906087775645,The Derma Co.,Face,Face Cleanser,384,80371.19984
2026-05,Apollo,Venkateswara Agencies,8906087775713,The Derma Co.,Face,Sun Care,1509,527093.699727
2026-05,Apollo,Venkateswara Agencies,8906087776604,The Derma Co.,Face,Face Serum,300,113189.999962
2026-05,Apollo,Venkateswara Agencies,8906087778042,The Derma Co.,Face,Face Serum,46,19287.799998000002
2026-05,Apollo,Venkateswara Agencies,8906087778363,The Derma Co.,Face,Sun Care,11,5382.300001
2026-05,Apollo,Venkateswara Agencies,8906087779292,The Derma Co.,Face,Moisturisers,101,24674.299964
2026-05,Avenue Supermarts,Chhabra Traders,8904417317268,Mamaearth,Body,Body Lotion,48,10179.599984
2026-05,Avenue Supermarts,Chhabra Traders,8904417300512,Mamaearth,Face,Face Cleanser,40,7542.00002
2026-05,Avenue Supermarts,Chhabra Traders,8904417314298,Mamaearth,Face,Face Cleanser,144,26832.240008
2026-05,Avenue Supermarts,Chhabra Traders,8906087771333,Mamaearth,Face,Sun Care,144,32335.199972
2026-05,Avenue Supermarts,Chhabra Traders,8906087779032,Mamaearth,Face,Face Cleanser,120,18468.000026
2026-05,Avenue Supermarts,Chhabra Traders,8904417303537,Mamaearth,Hair,Shampoo,24,8149.800002
2026-05,Avenue Supermarts,Chhabra Traders,8904417315073,Mamaearth,Hair,Shampoo,12,3979.019998
2026-05,Avenue Supermarts,Chhabra Traders,8906087771807,Mamaearth,Hair,Shampoo,90,16961.399972
2026-05,Avenue Supermarts,Chhabra Traders,8904417315141,The Derma Co.,Face,Face Cleanser,48,8944.080002
2026-05,Avenue Supermarts,Chhabra Traders,8906087775645,The Derma Co.,Face,Face Cleanser,144,17868.240058
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087778462,Aqualogica,Face,Sun Care,7000,1427819.99982
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087779407,Aqualogica,Face,Sun Care,6720,1352387.999736
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087770442,Mamaearth,Baby,Shampoo,840,175256.999886
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087771180,Mamaearth,Baby,Baby Soap,1750,228768.75
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417317183,Mamaearth,Body,Body Lotion,432,91616.399862
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417317244,Mamaearth,Body,Body Lotion,1079,244128.925018
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417317268,Mamaearth,Body,Body Lotion,576,122155.19981600001
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417317275,Mamaearth,Body,Body Lotion,1728,403185.600312
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417300512,Mamaearth,Face,Face Cleanser,1600,312480.00080000004
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417305258,Mamaearth,Face,Sun Care,1440,263844.00046
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417306439,Mamaearth,Face,Face Cleanser,8400,1128600.000984
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417311501,Mamaearth,Face,Sun Care,720,149101.200244
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417311549,Mamaearth,Face,Face Cleanser,960,129959.999692
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417314298,Mamaearth,Face,Face Cleanser,5040,924188.399534
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417316896,Mamaearth,Face,Sun Care,600,136700.999664
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417318074,Mamaearth,Face,Moisturisers,1440,268322.400088
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087770671,Mamaearth,Face,Face Cleanser,3600,538649.9980560001
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087771333,Mamaearth,Face,Sun Care,2160,485027.999568
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087772859,Mamaearth,Face,Face Cleanser,1200,179549.999352
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087778455,Mamaearth,Face,Face Cleanser,1200,171000.000192
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087779032,Mamaearth,Face,Face Cleanser,8400,1256849.9954640002
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417303537,Mamaearth,Hair,Shampoo,1872,696884.399468
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417310245,Mamaearth,Hair,Hair Oil,864,163036.80026
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417315073,Mamaearth,Hair,Shampoo,2040,761093.4008160001
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087771807,Mamaearth,Hair,Shampoo,4365,663671.2492470001
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417306248,The Derma Co.,Face,Face Cleanser,1440,258335.999482
2026-05,Avenue Supermarts,G.V Enterprises - MT,8904417315141,The Derma Co.,Face,Face Cleanser,2064,384595.44012399996
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087772040,The Derma Co.,Face,Face Serum,1500,449249.99943
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087773849,The Derma Co.,Face,Face Serum,1200,299400.000048
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087775645,The Derma Co.,Face,Face Cleanser,21600,2680236.0086399997
2026-05,Avenue Supermarts,G.V Enterprises - MT,8906087775713,The Derma Co.,Face,Sun Care,15681,3286423.9709050003
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8906087771180,Mamaearth,Baby,Baby Soap,750,70443.750038
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417300512,Mamaearth,Face,Face Cleanser,3200,603360.001536
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417305258,Mamaearth,Face,Sun Care,2592,423085.160562
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417311501,Mamaearth,Face,Sun Care,120,24850.20004
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417312546,Mamaearth,Face,Face Cleanser,576,100157.759666
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417314298,Mamaearth,Face,Face Cleanser,6000,1043309.99652
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417316896,Mamaearth,Face,Sun Care,300,68350.499832
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8906087770671,Mamaearth,Face,Face Cleanser,1200,169290.00036
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8906087772859,Mamaearth,Face,Face Cleanser,600,84645.00018
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8906087779032,Mamaearth,Face,Face Cleanser,1920,287279.998964
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417303537,Mamaearth,Hair,Shampoo,720,244494.000072
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417310245,Mamaearth,Hair,Hair Oil,360,67932.000108
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417315073,Mamaearth,Hair,Shampoo,324,107433.539968
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8906087771807,Mamaearth,Hair,Shampoo,1080,159029.99973
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417306248,The Derma Co.,Face,Face Cleanser,2496,447782.399102
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8904417315141,The Derma Co.,Face,Face Cleanser,3120,581365.200188
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8906087775645,The Derma Co.,Face,Face Cleanser,6000,744510.0024
2026-05,Avenue Supermarts,Kiran Trading Co_Shipto (Solapur) - MT,8906087775713,The Derma Co.,Face,Sun Care,6600,1383227.996172
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8906087778462,Aqualogica,Face,Sun Care,1000,269400.0003
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8906087779407,Aqualogica,Face,Sun Care,1200,323280.00036
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8906087771180,Mamaearth,Baby,Baby Soap,1400,131495.000072
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417317183,Mamaearth,Body,Body Lotion,432,98246.400018
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417317244,Mamaearth,Body,Body Lotion,744,173593.800134
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417317268,Mamaearth,Body,Body Lotion,504,117595.80009
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417317275,Mamaearth,Body,Body Lotion,960,223992.000174
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417300512,Mamaearth,Face,Face Cleanser,4800,905040.002304
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417306439,Mamaearth,Face,Face Cleanser,480,66689.999962
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417311501,Mamaearth,Face,Sun Care,2304,477123.840784
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417311549,Mamaearth,Face,Face Cleanser,480,64979.999846
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417312546,Mamaearth,Face,Face Cleanser,768,133543.679554
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417314298,Mamaearth,Face,Face Cleanser,10416,1849432.555926
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417316896,Mamaearth,Face,Sun Care,1800,410102.998992
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417318074,Mamaearth,Face,Moisturisers,1080,201241.800066
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417318081,Mamaearth,Face,Moisturisers,360,67080.600022
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8906087770671,Mamaearth,Face,Face Cleanser,480,67716.000144
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8906087772859,Mamaearth,Face,Face Cleanser,1200,169290.00036
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8906087778455,Mamaearth,Face,Face Cleanser,360,50340.00006
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8906087779032,Mamaearth,Face,Face Cleanser,5520,825929.9970200001
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417303537,Mamaearth,Hair,Shampoo,1008,342291.6001
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417307740,Mamaearth,Hair,Shampoo,720,111021.74978000001
2026-05,Avenue Supermarts,Kiran Trading Company_Ship to - MT -Dmart,8904417310245,Mamaearth,Hair,Hair Oil,360,67932.000108
