Bill to customer,Direct/Distributor,NSV,MRP value,Month,FY,Zone,State,Brand,Chain Name,Channel
Nykaa E-Retail Limited.-UP-LKW EB2B,Direct,0.0309028,0.04491,Aug'26,FY_26-27,North,Lucknow-UPE,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-LKW EB2B,Direct,0.0256429,0.04188,Aug'26,FY_26-27,North,Lucknow-UPE,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-LKW EB2B,Direct,0.0243611,0.04392,Aug'26,FY_26-27,North,Lucknow-UPE,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-LKW EB2B,Direct,0.0103009,0.01497,Aug'26,FY_26-27,North,Lucknow-UPE,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.1612412,0.2907,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0097066,0.0175,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0136848,0.02235,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0091475,0.01494,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0474237,0.0855,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0116147,0.02094,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0326317,0.05235,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0168301,0.027,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.1460652,0.26334,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0100845,0.01647,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.028454200000000002,0.0513,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0442621,0.0798,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.028454200000000002,0.0513,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0082475,0.01347,Aug'26,FY_26-27,North,UPW,Aqualogica,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0329535,0.05382,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0094847,0.0171,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0110656,0.01995,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0093126,0.01494,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0048533,0.00875,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0074426,0.01194,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0106163,0.01914,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0022131,0.00399,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.007437999999999999,0.01341,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.058737,0.09423,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0156707,0.02514,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.028454200000000002,0.0513,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0064107,0.01047,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0885244,0.1596,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0064107,0.01047,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0182953,0.02988,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.022869,0.03735,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0978944,0.15705,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0049586000000000005,0.00894,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0065263,0.01047,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.01186,0.01937,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0091231,0.0149,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.1896935,0.342,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0101027,0.0165,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0758775,0.1368,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.030216399999999997,0.04935,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0365903,0.05976,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0379388,0.0684,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0045738,0.00747,Aug'26,FY_26-27,North,Haryana,Aqualogica,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.027937800000000002,0.04482,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0132453,0.02388,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0091475,0.01494,Aug'26,FY_26-27,North,Haryana,Aqualogica,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0149758,0.027,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.060432700000000006,0.0987,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0132786,0.02394,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.10442069999999999,0.16752,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.1859,0.33516,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0106162,0.01914,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.022130900000000002,0.0399,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0398691,0.07188,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0094847,0.0171,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0099839,0.018,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.1011701,0.1824,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.052210299999999994,0.08376,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.027937800000000002,0.04482,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0164767,0.02691,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0156706,0.02514,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0031615,0.0057,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0015808,0.00285,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0617059,0.11125,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0027622000000000002,0.00498,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.022327800000000002,0.03582,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0916596,0.1497,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0111826,0.01794,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0040288,0.00658,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0055244000000000005,0.00996,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0016529,0.00298,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0057851,0.01043,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0158078,0.0285,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0624472,0.10199,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0099174,0.01788,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0064107,0.01047,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0006933,0.00125,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.031615700000000004,0.057,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0878755,0.14352,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0072985,0.01192,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0329533,0.05382,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0123967,0.02235,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0155093,0.02533,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0126225,0.02025,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.029770500000000002,0.04776,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0045738,0.00747,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.025292600000000002,0.0456,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.014227,0.02565,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.022413899999999997,0.04041,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0224027,0.03594,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0106162,0.01914,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0042799,0.00699,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0009123,0.00149,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.006280900000000001,0.01647,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.1208661,0.1974,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0353598,0.06375,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0213996,0.03495,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.023229299999999998,0.04188,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.043938000000000005,0.07176,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.007437999999999999,0.01341,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0101027,0.0165,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0237119,0.04275,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.1896952,0.342,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0132786,0.02394,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0379389,0.0684,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.1454326,0.2622,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.10977139999999999,0.17928,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0062399000000000005,0.01125,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0391579,0.06282,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0998393,0.18,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0049586000000000005,0.00894,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.1233015,0.2223,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0853626,0.1539,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0187199,0.03375,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0083199,0.015,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0186253,0.02988,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0582396,0.105,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0132786,0.02394,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0336888,0.04896,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0152765,0.02495,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0256424,0.04188,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0256424,0.04188,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0110027,0.01797,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0412028,0.05988,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0256424,0.04188,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0073351,0.01198,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0060901,0.01098,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.0213993,0.03495,Aug'26,FY_26-27,North,Haryana,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,0.054811099999999995,0.09882,Aug'26,FY_26-27,North,Haryana,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0168448,0.02448,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0152768,0.02495,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0213998,0.03495,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0170953,0.02792,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.041203500000000004,0.05988,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0256429,0.04188,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0365416,0.06588,Aug'26,FY_26-27,North,UPW,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0256429,0.04188,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0168448,0.02448,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0183383,0.02995,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-UP-Hapur EB2B,Direct,0.0085476,0.01396,Aug'26,FY_26-27,North,UPW,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.024034899999999998,0.03493,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0171678,0.02495,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0256423,0.04188,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0170949,0.02792,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0183379,0.02995,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0336887,0.04896,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0256423,0.04188,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0152764,0.02495,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0243605,0.04392,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0085474,0.01396,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0365409,0.06588,Aug'26,FY_26-27,North,Punjab,Mamaearth,EB2B,MT
Nykaa E-Retail Limited.-PB EB2B,Direct,0.0213993,0.03495,Aug'26,FY_26-27,North,Punjab,The Derma Co,EB2B,MT
G.V Enterprises,Direct,0.0977199,0.17928,Aug'26,FY_26-27,South-1,Tamil Nadu,The Derma Co,MT,MT
G.V Enterprises,Direct,7.0383976,12.91248,Aug'26,FY_26-27,South-1,Tamil Nadu,The Derma Co,MT,MT
G.V Enterprises,Direct,7.325679300000001,13.43952,Aug'26,FY_26-27,South-1,Tamil Nadu,The Derma Co,MT,MT
Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,0.1129561,0.26356,Aug'26,FY_26-27,North,Delhi,Mamaearth,MT,MT
Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,0.0025670999999999997,0.00599,Aug'26,FY_26-27,North,Delhi,Mamaearth,MT,MT
Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,0.1714418,0.44955,Aug'26,FY_26-27,North,Delhi,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0195408,0.03294,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0032199,0.00894,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0195408,0.03294,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0106424,0.01794,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0101441,0.0171,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0142018,0.02394,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0142018,0.02394,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0213204,0.03594,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0213204,0.03594,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0032199,0.00894,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0044492,0.0075,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0032199,0.00894,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0106542,0.01796,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.013172999999999999,0.03594,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.00996,0.01494,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.01396,0.02094,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0177611,0.02994,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0118407,0.01996,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0101441,0.0171,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0213204,0.03594,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0142018,0.02394,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0113542,0.01914,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.031963,0.05388,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0195408,0.03294,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0113542,0.01914,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
Reliance Retail Limited_2996,Direct,0.0082932,0.01398,Aug'26,FY_26-27,North,Punjab,Mamaearth,MT,MT
