Month,MonthStart,FY Year,Ship To Name,Direct/Distributor,Chain,Zone,State,Brand,Primary NSV,MRP Value,Cont%
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited_Bhiwandi,Direct,Apollo Healthco,West,Mumbai,Aqualogica,40000.0,60000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited_Bhiwandi,Direct,Apollo Healthco,West,Mumbai,Mamaearth,220000.0,410000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited_Bhiwandi,Direct,Apollo Healthco,West,Mumbai,The Derma Co,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited_Faridabad,Direct,Apollo Healthco,North,Haryana,Aqualogica,140000.0,240000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited_Faridabad,Direct,Apollo Healthco,North,Haryana,Mamaearth,840000.0,1540000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited_Faridabad,Direct,Apollo Healthco,North,Haryana,The Derma Co,380000.0,630000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited_Rajasthan,Direct,Apollo Healthco,North,Rajasthan,Mamaearth,180000.0,340000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Limited-Bangalore,Direct,Apollo Healthco,South-1,Karnataka,Mamaearth,-10000.0,-10000.0,100.0
Apr'24,2024-04-01,FY_24-25,Apollo Healthco Ltd_Raipur,Direct,Apollo Healthco,West,Chattishgarh,Mamaearth,140000.0,260000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited(Belapur),Direct,D-Mart,West,Mumbai,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited(Ck Palya),Direct,D-Mart,South-1,Karnataka,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited(Kanjur),Direct,D-Mart,West,Mumbai,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited(Kiwale),Direct,D-Mart,West,Pune,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited(Kushaiguda),Direct,D-Mart,South-2,Telangana,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited(Mira Road) N2,Direct,D-Mart,West,Pune,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited(Nahur),Direct,D-Mart,West,Mumbai,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited_3826,Direct,D-Mart,West,Gujarat,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited_GachibowlI,Direct,D-Mart,South-2,Telangana,Aqualogica,50000.0,100000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Limited_Panvel-2,Direct,D-Mart,West,Pune,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd._Hennur Fc-Ka,Direct,D-Mart,South-1,Karnataka,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_3919-Sardarnagar,Direct,D-Mart,West,Gujarat,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_3925-Jahangirabad.,Direct,D-Mart,West,Gujarat,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_4047-Vasai Waliv,Direct,D-Mart,West,Mumbai,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_CadburyFC.,Direct,D-Mart,West,Mumbai,Aqualogica,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_Goregaon,Direct,D-Mart,West,Mumbai,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_Hoodi FC,Direct,D-Mart,South-1,Karnataka,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_Manpada,Direct,D-Mart,West,Mumbai,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_PeddaAmberpetFC,Direct,D-Mart,South-2,Telangana,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_SanandFC,Direct,D-Mart,West,Gujarat,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue E Commerce Ltd_Wagholi,Direct,D-Mart,West,Pune,Aqualogica,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd.-4905,Direct,D-Mart,West,Chattishgarh,Mamaearth,90000.0,240000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd.-DC-1032,Direct,D-Mart,South-1,Karnataka,Mamaearth,9240000.0,23110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd.-DC-1039,Direct,D-Mart,West,Mumbai,BBlunt,210000.0,410000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd.-DC-1039,Direct,D-Mart,West,Mumbai,Mamaearth,23780000.0,60220000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd.-DC-1049,Direct,D-Mart,North,Madhya Pradesh,Mamaearth,4410000.0,11550000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd.-DC-1050,Direct,D-Mart,North,Punjab,Mamaearth,5920000.0,15500000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd.-DC-1068,Direct,D-Mart,North,Rajasthan,Mamaearth,2260000.0,5700000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd_4901,Direct,D-Mart,West,Chattishgarh,Mamaearth,250000.0,620000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd_4902,Direct,D-Mart,West,Chattishgarh,Mamaearth,350000.0,910000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd_4903,Direct,D-Mart,West,Chattishgarh,Mamaearth,220000.0,590000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd_4904,Direct,D-Mart,West,Chattishgarh,Mamaearth,100000.0,280000.0,100.0
Apr'24,2024-04-01,FY_24-25,Avenue Supermarts Ltd_4906,Direct,D-Mart,West,Chattishgarh,Mamaearth,120000.0,340000.0,100.0
Apr'24,2024-04-01,FY_24-25,Guardian Healthcare Services Pvt Ltd(DL),Direct,Guardian,North,Delhi,Aqualogica,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,Guardian Healthcare Services Pvt Ltd(DL),Direct,Guardian,North,Delhi,Mamaearth,90000.0,180000.0,100.0
Apr'24,2024-04-01,FY_24-25,Guardian Healthcare Services Pvt Ltd(DL),Direct,Guardian,North,Delhi,The Derma Co,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-BLR,Direct,B&N,South-1,Karnataka,Aqualogica,10000.0,30000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-BLR,Direct,B&N,South-1,Karnataka,BBlunt,90000.0,140000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-BLR,Direct,B&N,South-1,Karnataka,Mamaearth,390000.0,670000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-BLR,Direct,B&N,South-1,Karnataka,The Derma Co,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-HYD,Direct,B&N,South-2,Telangana,Aqualogica,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-HYD,Direct,B&N,South-2,Telangana,BBlunt,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-HYD,Direct,B&N,South-2,Telangana,Mamaearth,220000.0,370000.0,100.0
Apr'24,2024-04-01,FY_24-25,H&B STORES LIMITED-HYD,Direct,B&N,South-2,Telangana,The Derma Co,10000.0,10000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd -(DC27)-T0SJ,Direct,Metro-CNC-RRL,South-1,Karnataka,BBlunt,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd -(DC27)-T0SJ,Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,510000.0,980000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd -(DC34)-T0SR,Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,130000.0,230000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,Direct,Metro-CNC-RRL,South-1,Karnataka,BBlunt,-10000.0,-10000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,360000.0,790000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,Direct,Metro-CNC-RRL,South-1,Karnataka,BBlunt,0.0,10000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,210000.0,470000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Direct,Metro-CNC-RRL,South-2,Telangana,Aqualogica,130000.0,200000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Direct,Metro-CNC-RRL,South-2,Telangana,BBlunt,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Direct,Metro-CNC-RRL,South-2,Telangana,Mamaearth,90000.0,160000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Direct,Metro-CNC-RRL,South-2,Telangana,The Derma Co,230000.0,360000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC18)-T0SN,Direct,Metro-CNC-RRL,South-1,Karnataka,BBlunt,20000.0,30000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC18)-T0SN,Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,210000.0,400000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC20)-T0RK,Direct,Metro-CNC-RRL,West,Mumbai,Mamaearth,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Direct,Metro-CNC-RRL,West,Mumbai,Aqualogica,180000.0,290000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Direct,Metro-CNC-RRL,West,Mumbai,The Derma Co,370000.0,580000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC24)-T0RJ,Direct,Metro-CNC-RRL,North,Madhya Pradesh,Mamaearth,-10000.0,-10000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,Direct,Metro-CNC-RRL,South-1,Karnataka,BBlunt,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,300000.0,590000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Direct,Metro-CNC-RRL,South-2,Telangana,Aqualogica,160000.0,240000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Direct,Metro-CNC-RRL,South-2,Telangana,BBlunt,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Direct,Metro-CNC-RRL,South-2,Telangana,Mamaearth,150000.0,300000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Direct,Metro-CNC-RRL,South-2,Telangana,The Derma Co,470000.0,750000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC32)-T0QU,Direct,Metro-CNC-RRL,North,UPW,Mamaearth,50000.0,130000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC36)-T0RH,Direct,Metro-CNC-RRL,South-2,Andhra Pradesh,Mamaearth,90000.0,180000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,Direct,Metro-CNC-RRL,North,Punjab,Mamaearth,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,North,Delhi,Aqualogica,160000.0,250000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,North,Delhi,BBlunt,20000.0,30000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,North,Delhi,Mamaearth,30000.0,70000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,North,Delhi,The Derma Co,200000.0,320000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI,Direct,Metro-CNC-RRL,North,Punjab,Mamaearth,-20000.0,-40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK,Direct,Metro-CNC-RRL,North,Punjab,Mamaearth,10000.0,10000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,Metro-CNC-RRL,North,Delhi,Mamaearth,110000.0,220000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV,Direct,Metro-CNC-RRL,North,UPW,Mamaearth,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,East,West Bengal,Aqualogica,160000.0,250000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,East,West Bengal,BBlunt,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,East,West Bengal,Mamaearth,60000.0,130000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,East,West Bengal,The Derma Co,290000.0,450000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_DC33(T0SQ),Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,230000.0,410000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_T0SO,Direct,Metro-CNC-RRL,South-1,Karnataka,Mamaearth,100000.0,200000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_T2LW,Direct,Metro-CNC-RRL,North,Madhya Pradesh,Mamaearth,-270000.0,-490000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_T2ND,Direct,Metro-CNC-RRL,East,Jharkhand,Mamaearth,-20000.0,-30000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_T2OX,Direct,Metro-CNC-RRL,North,Rajasthan,Mamaearth,-190000.0,-350000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_T2QA,Direct,Metro-CNC-RRL,North,Madhya Pradesh,Mamaearth,-140000.0,-250000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_T2TG,Direct,Metro-CNC-RRL,North,Rajasthan,Mamaearth,-10000.0,-20000.0,100.0
Apr'24,2024-04-01,FY_24-25,Metro Cash & Carry India Pvt Ltd_T3DM,Direct,Metro-CNC-RRL,North,Haryana,Mamaearth,-120000.0,-210000.0,100.0
Apr'24,2024-04-01,FY_24-25,Octopolis Technologies Pvt Ltd,Direct,Apna Klub,North,UPW,Mamaearth,450000.0,730000.0,100.0
Apr'24,2024-04-01,FY_24-25,Relaince Retail _Madhavaram- TNB8,Direct,Reliance Retail,South-1,Tamil Nadu,Mamaearth,70000.0,120000.0,100.0
Apr'24,2024-04-01,FY_24-25,Relaince Retail _Mysore_2994,Direct,Reliance Retail,South-1,Karnataka,Mamaearth,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Relaince Retail _RAJAJI NAGAR- FR49,Direct,Reliance Retail,South-1,Karnataka,Mamaearth,30000.0,60000.0,100.0
Apr'24,2024-04-01,FY_24-25,Relaince Retail_Davanagere- TNC0,Direct,Reliance Retail,South-1,Karnataka,Mamaearth,70000.0,120000.0,100.0
Apr'24,2024-04-01,FY_24-25,Relaince Retail_Hubballi_2997,Direct,Reliance Retail,South-1,Karnataka,Mamaearth,70000.0,130000.0,100.0
Apr'24,2024-04-01,FY_24-25,Relaince Retail_Nagercoil- 3338,Direct,Reliance Retail,South-1,Tamil Nadu,Mamaearth,100000.0,170000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Ce08,Direct,Reliance Retail,East,Jharkhand,Aqualogica,60000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Ce08,Direct,Reliance Retail,East,Jharkhand,Mamaearth,2040000.0,4900000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Cf08,Direct,Reliance Retail,West,Mumbai,Aqualogica,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Cf08,Direct,Reliance Retail,West,Mumbai,Mamaearth,1580000.0,3890000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Cm08,Direct,Reliance Retail,West,Pune,Mamaearth,860000.0,1830000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Ct08,Direct,Reliance Retail,North,Rajasthan,Aqualogica,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Ct08,Direct,Reliance Retail,North,Rajasthan,Mamaearth,930000.0,2110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Ea08,Direct,Reliance Retail,North,Haryana,Aqualogica,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Ea08,Direct,Reliance Retail,North,Haryana,Mamaearth,1860000.0,4540000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Fb08,Direct,Reliance Retail,North,Punjab,Aqualogica,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Fb08,Direct,Reliance Retail,North,Punjab,Mamaearth,1220000.0,2980000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Fd08,Direct,Reliance Retail,South-1,Karnataka,Mamaearth,40000.0,60000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited R301,Direct,Reliance Retail,South-2,Telangana,Mamaearth,50000.0,100000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited R426,Direct,Reliance Retail,East,West Bengal,Mamaearth,110000.0,190000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited R468,Direct,Reliance Retail,South-2,Andhra Pradesh,Mamaearth,150000.0,290000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited R701,Direct,Reliance Retail,West,Gujarat,Aqualogica,60000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited R701,Direct,Reliance Retail,West,Gujarat,Mamaearth,2580000.0,6570000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited R801,Direct,Reliance Retail,East,Orissa,Aqualogica,40000.0,70000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited R801,Direct,Reliance Retail,East,Orissa,Mamaearth,3520000.0,8620000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Sc79,Direct,Reliance Retail,West,Mumbai,Aqualogica,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Sc79,Direct,Reliance Retail,West,Mumbai,Mamaearth,630000.0,1570000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited Sc86,Direct,Reliance Retail,South-1,Karnataka,Mamaearth,200000.0,490000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_2364,Direct,Reliance Retail,North,Haryana,Mamaearth,90000.0,180000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_2995,Direct,Reliance Retail,North,Haryana,Mamaearth,60000.0,100000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_2996,Direct,Reliance Retail,North,Punjab,Mamaearth,60000.0,100000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_3210,Direct,Reliance Retail,North,Madhya Pradesh,Mamaearth,10000.0,20000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_6221,Direct,Reliance Retail,West,Mumbai,Mamaearth,40000.0,70000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_6722,Direct,Reliance Retail,North,Delhi,Mamaearth,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_6727,Direct,Reliance Retail,North,Haryana,Mamaearth,50000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_Cy08-Kerala,Direct,Reliance Retail,South-1,Kerala,Mamaearth,1000000.0,2450000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FR00,Direct,Reliance Retail,West,Mumbai,Mamaearth,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FR02,Direct,Reliance Retail,West,Mumbai,Mamaearth,50000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FR03,Direct,Reliance Retail,West,Mumbai,Mamaearth,60000.0,100000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FR10,Direct,Reliance Retail,West,Mumbai,Mamaearth,60000.0,110000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FR27,Direct,Reliance Retail,North,Madhya Pradesh,Mamaearth,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FR30,Direct,Reliance Retail,North,Madhya Pradesh,Mamaearth,30000.0,50000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FR31,Direct,Reliance Retail,North,Madhya Pradesh,Mamaearth,40000.0,70000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_Fr87,Direct,Reliance Retail,North,Haryana,Aqualogica,60000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_Fr87,Direct,Reliance Retail,North,Haryana,Mamaearth,2250000.0,5580000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_Fr89,Direct,Reliance Retail,North,UPW,Aqualogica,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_Fr89,Direct,Reliance Retail,North,UPW,Mamaearth,370000.0,780000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_Fraz,Direct,Reliance Retail,North,Punjab,Aqualogica,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_Fraz,Direct,Reliance Retail,North,Punjab,Mamaearth,1110000.0,2590000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRBD,Direct,Reliance Retail,North,Punjab,Mamaearth,80000.0,140000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRCQ,Direct,Reliance Retail,North,Haryana,Mamaearth,30000.0,50000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRCS,Direct,Reliance Retail,North,Delhi,Mamaearth,30000.0,60000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRDA,Direct,Reliance Retail,North,Rajasthan,Mamaearth,60000.0,100000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRDB,Direct,Reliance Retail,North,Delhi,Mamaearth,60000.0,100000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRDI,Direct,Reliance Retail,North,UPW,Mamaearth,30000.0,50000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRDK,Direct,Reliance Retail,North,UPW,Mamaearth,50000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRDL,Direct,Reliance Retail,North,UPW,Mamaearth,20000.0,40000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRDP,Direct,Reliance Retail,North,Rajasthan,Mamaearth,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRDT,Direct,Reliance Retail,North,Rajasthan,Mamaearth,50000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FREM,Direct,Reliance Retail,North,Rajasthan,Mamaearth,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRER,Direct,Reliance Retail,North,Rajasthan,Mamaearth,40000.0,70000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FREX,Direct,Reliance Retail,North,UPE,Mamaearth,50000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRFA,Direct,Reliance Retail,North,UPE,Mamaearth,40000.0,80000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRFK,Direct,Reliance Retail,North,UPE,Mamaearth,50000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRFR,Direct,Reliance Retail,North,Uttarakhand,Mamaearth,50000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRGC,Direct,Reliance Retail,North,UPE,Mamaearth,50000.0,90000.0,100.0
Apr'24,2024-04-01,FY_24-25,Reliance Retail Limited_FRGF,Direct,Reliance Retail,North,UPE,Mamaearth,50000.0,80000.0,100.0
