Month,MonthStart,FY Year,Ship To Name,Direct/Distributor,Chain,Zone,State,Brand,Primary NSV,MRP Value,Cont%
Jun'26,2026-06-01,FY_26-27,Apollo Healthco Limited-Bangalore,Direct,Apollo,South-1,Karnataka,Mamaearth,2701170,8382294,1.0
Jun'26,2026-06-01,FY_26-27,Az Enterprises(Apollo/More)Mt,Dist.,Apollo,South-1,Karnataka,Aqualogica,40314,67280,9.67
