Bill to customer,Direct/Distributor,NSV,MRP value,Month,FY,Zone,State,Brand,Chain Name,Channel
Avenue Supermarts Ltd.-DC-1039,Direct,6758458.82,18416016.0,Jan'26,FY_25-26,West,Mumbai,The Derma Co.,D-Mart,MT
Avenue Supermarts Ltd.-DC-1049,Direct,5577540.05,14199708.0,Jan'26,FY_25-26,Central,Madhya Pradesh,Mamaearth,D-Mart,MT
Avenue Supermarts Ltd.-DC-1049,Direct,3873699.71,10723740.0,Jan'26,FY_25-26,Central,Madhya Pradesh,The Derma Co.,D-Mart,MT
Avenue Supermarts Ltd.-DC-1050,Direct,2124627.99,5176348.0,Jan'26,FY_25-26,North,Punjab,Mamaearth,D-Mart,MT
Avenue Supermarts Ltd.-DC-1050,Direct,1338271.25,3693980.0,Jan'26,FY_25-26,North,Punjab,The Derma Co.,D-Mart,MT
Avenue Supermarts Ltd.-DC-1054,Direct,6682877.55,16862092.0,Jan'26,FY_25-26,South-2,Telangana,Mamaearth,D-Mart,MT
Avenue Supermarts Ltd.-DC-1054,Direct,403802.1,1148160.0,Jan'26,FY_25-26,South-2,Telangana,The Derma Co.,D-Mart,MT
Avenue Supermarts Ltd.-DC-1068,Direct,6178319.85,15346148.0,Jan'26,FY_25-26,North,Rajasthan,Mamaearth,D-Mart,MT
Avenue Supermarts Ltd.-DC-1068,Direct,3953160.98,11123400.0,Jan'26,FY_25-26,North,Rajasthan,The Derma Co.,D-Mart,MT
Avenue Supermarts Ltd.-DC-1091,Direct,2074125.04,5279800.0,Jan'26,FY_25-26,North,Haryana,Mamaearth,D-Mart,MT
Avenue Supermarts Ltd.-DC-1091,Direct,1766634.22,5023200.0,Jan'26,FY_25-26,North,Haryana,The Derma Co.,D-Mart,MT
Az Enterprises,Dist.,988.04,1599.29,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Trilife,MT
Az Enterprises,Dist.,11615.56,18801.6,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Lulu,MT
Az Enterprises,Dist.,41345.31,66923.82,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Health & Glow,MT
Az Enterprises,Dist.,1539.36,2491.69,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,B&N,MT
Az Enterprises,Dist.,29616.3,47938.6,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,More Retail,MT
Az Enterprises,Dist.,4373.82,7755.89,Jan'26,FY_25-26,South-1,Karnataka,BBlunt,Trilife,MT
Az Enterprises,Dist.,321570.78,570225.57,Jan'26,FY_25-26,South-1,Karnataka,BBlunt,Health & Glow,MT
Az Enterprises,Dist.,1796157.98,3303028.81,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Apollo,MT
Az Enterprises,Dist.,1445785.36,2392485.32,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Apollo,MT
Az Enterprises(Apollo/More)Mt,Dist.,24159.33,42840.54,Jan'26,FY_25-26,South-1,Karnataka,BBlunt,B&N,MT
Az Enterprises,Dist.,382245.78,702927.5,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Lulu,MT
Az Enterprises,Dist.,81470.76,149819.94,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Vishal Mega Mart,MT
Az Enterprises,Dist.,53082.61,97615.8,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Frank Ross,MT
Az Enterprises,Dist.,294782.24,542087.19,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Health & Glow,MT
Az Enterprises,Dist.,9347.82,17190.09,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,B&N,MT
Az Enterprises,Dist.,761252.94,1399899.36,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Health & Glow,MT
Az Enterprises,Dist.,445090.55,818495.33,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Lulu,MT
Az Enterprises,Dist.,158479.8,291435.03,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,More Retail,MT
Az Enterprises(Apollo/More)Mt,Dist.,595299.61,1094720.95,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,More Retail,MT
Az Enterprises,Dist.,9239.27,15289.14,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Trilife,MT
Az Enterprises,Dist.,75126.34,124319.05,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Lulu,MT
Az Enterprises,Dist.,698139.04,1155280.35,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Health & Glow,MT
Az Enterprises,Dist.,21403.34,35418.24,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,B&N,MT
Az Enterprises,Dist.,1256881.74,2079887.65,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Health & Glow,MT
Az Enterprises,Dist.,47506.62,78613.95,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Lulu,MT
Az Enterprises,Dist.,34046.46,56340.07,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,More Retail,MT
Az Enterprises(Apollo/More)Mt,Dist.,543890.71,900030.24,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,More Retail,MT
BALAJI ASSOCIATES Distributor MT,Dist.,45028.31,82608.0,Jan'26,FY_25-26,East,Northeast-Assam,Aqualogica,Reliance Retail,MT
BALAJI ASSOCIATES Distributor MT,Dist.,64135.81,113312.0,Jan'26,FY_25-26,East,Northeast-Assam,BBlunt,Reliance Retail,MT
BALAJI ASSOCIATES Distributor MT,Dist.,4203840.7,7983868.59,Jan'26,FY_25-26,East,Northeast-Assam,Mamaearth,Reliance Retail,MT
BALAJI ASSOCIATES Distributor MT,Dist.,801060.4,1521361.41,Jan'26,FY_25-26,East,Northeast-Assam,Mamaearth,Vishal Mega Mart,MT
BALAJI ASSOCIATES Distributor MT,Dist.,168820.27,309714.0,Jan'26,FY_25-26,East,Northeast-Assam,The Derma Co.,Reliance Retail,MT
Chhabra Traders,Dist.,-19691.42,-35775.0,Jan'26,FY_25-26,North,Lucknow-UPE,BBlunt,Spencers,MT
Chhabra Traders,Dist.,214469.99,368266.0,Jan'26,FY_25-26,North,Lucknow-UPE,Mamaearth,Spencers,MT
Chhabra Traders,Dist.,-18794.22,-34145.0,Jan'26,FY_25-26,North,Lucknow-UPE,The Derma Co.,Lulu,MT
CHHABRA TRADERS_Ship To,Dist.,2913858.71,5003381.0,Jan'26,FY_25-26,North,Lucknow-UPE,Mamaearth,Lulu,MT
CHHABRA TRADERS_Ship To,Dist.,757798.13,1376754.0,Jan'26,FY_25-26,North,Lucknow-UPE,The Derma Co.,Lulu,MT
D.L. Sales - MT,Dist.,13096.38,23400.57,Jan'26,FY_25-26,East,West Bengal,Aqualogica,Health & Glow,MT
D.L. Sales - MT,Dist.,73437.7,131218.25,Jan'26,FY_25-26,East,West Bengal,Aqualogica,More Retail,MT
D.L. Sales - MT,Dist.,4949.18,8843.17,Jan'26,FY_25-26,East,West Bengal,Aqualogica,Frank Ross,MT
D.L. Sales - MT,Dist.,53260.9,95166.0,Jan'26,FY_25-26,East,West Bengal,BBlunt,Health & Glow,MT
D.L. Sales - MT,Dist.,162220.46,282074.28,Jan'26,FY_25-26,East,West Bengal,Mamaearth,Arambagh,MT
D.L. Sales - MT,Dist.,835799.3,1453315.35,Jan'26,FY_25-26,East,West Bengal,Mamaearth,Apollo,MT
D.L. Sales - MT,Dist.,59112.43,102786.65,Jan'26,FY_25-26,East,West Bengal,Mamaearth,Health & Glow,MT
D.L. Sales - MT,Dist.,694988.22,1208468.42,Jan'26,FY_25-26,East,West Bengal,Mamaearth,More Retail,MT
D.L. Sales - MT,Dist.,492143.32,855755.02,Jan'26,FY_25-26,East,West Bengal,Mamaearth,Spencers,MT
D.L. Sales - MT,Dist.,22952.54,39910.64,Jan'26,FY_25-26,East,West Bengal,Mamaearth,Vishal Mega Mart,MT
D.L. Sales - MT,Dist.,114371.64,198873.18,Jan'26,FY_25-26,East,West Bengal,Mamaearth,V-Mart,MT
D.L. Sales - MT,Dist.,26322.63,45770.65,Jan'26,FY_25-26,East,West Bengal,Mamaearth,SastaSundar,MT
D.L. Sales - MT,Dist.,116579.24,202711.83,Jan'26,FY_25-26,East,West Bengal,Mamaearth,Frank Ross,MT
D.L. Sales - MT,Dist.,5267.15,9411.33,Jan'26,FY_25-26,East,West Bengal,The Derma Co.,Arambagh,MT
D.L. Sales - MT,Dist.,214607.02,383459.11,Jan'26,FY_25-26,East,West Bengal,The Derma Co.,Apollo,MT
D.L. Sales - MT,Dist.,93116.95,166381.06,Jan'26,FY_25-26,East,West Bengal,The Derma Co.,Health & Glow,MT
D.L. Sales - MT,Dist.,257220.29,459600.35,Jan'26,FY_25-26,East,West Bengal,The Derma Co.,More Retail,MT
D.L. Sales - MT,Dist.,14225.46,25418.0,Jan'26,FY_25-26,East,West Bengal,The Derma Co.,Spencers,MT
D.L. Sales - MT,Dist.,121848.87,217719.15,Jan'26,FY_25-26,East,West Bengal,The Derma Co.,Frank Ross,MT
Eremedium Private Limited_Shipto,Direct,605742.39,1123155.0,Jan'26,FY_25-26,North,UPW,The Derma Co.,Eremedium,MT
Fsn Distribution Ltd_Bhiwandi,Direct,-18834.07,-32518.0,Jan'26,FY_25-26,West,Mumbai,Mamaearth,Nykaa SS(fsn),MT
G.V Enterprises,Dist.,51425.59,94344.0,Jan'26,FY_25-26,South-1,Tamil Nadu,Aqualogica,Lulu,MT
G.V Enterprises,Dist.,600996.78,1063135.23,Jan'26,FY_25-26,South-1,Tamil Nadu,Mamaearth,Apollo,MT
G.V Enterprises,Dist.,7375806.2,13047456.69,Jan'26,FY_25-26,South-1,Tamil Nadu,Mamaearth,D-Mart,MT
G.V Enterprises,Dist.,3840466.43,6793605.75,Jan'26,FY_25-26,South-1,Tamil Nadu,Mamaearth,D-Mart,MT
G.V Enterprises,Dist.,362338.27,640959.48,Jan'26,FY_25-26,South-1,Tamil Nadu,Mamaearth,Lulu,MT
G.V Enterprises,Dist.,814676.59,1441124.84,Jan'26,FY_25-26,South-1,Tamil Nadu,Mamaearth,Lulu,MT
G.V Enterprises,Dist.,466815.52,855590.97,Jan'26,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Apollo,MT
G.V Enterprises,Dist.,2833094.6,5192565.5,Jan'26,FY_25-26,South-1,Tamil Nadu,The Derma Co.,D-Mart,MT
G.V Enterprises,Dist.,2155462.28,3950584.31,Jan'26,FY_25-26,South-1,Tamil Nadu,The Derma Co.,D-Mart,MT
G.V Enterprises,Dist.,230485.62,422439.72,Jan'26,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Lulu,MT
G.V Enterprises,Dist.,465827.72,853780.5,Jan'26,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Lulu,MT
Guardian Healthcare Services Pvt Ltd(DL),Direct,41381.78,81384.0,Jan'26,FY_25-26,North,Delhi,Aqualogica,Guardian,MT
Guardian Healthcare Services Pvt Ltd(DL),Direct,100099.08,191818.0,Jan'26,FY_25-26,North,Delhi,Mamaearth,Guardian,MT
Guardian Healthcare Services Pvt Ltd(DL),Direct,265525.94,522200.0,Jan'26,FY_25-26,North,Delhi,The Derma Co.,Guardian,MT
JUST MARK-Dmart,Dist.,965719.53,2870400.0,Jan'26,FY_25-26,West,Gujarat,The Derma Co.,D-Mart,MT
JUST MARK-Dmart_ship to,Dist.,4370426.92,11017342.0,Jan'26,FY_25-26,West,Gujarat,Mamaearth,D-Mart,MT
JUST MARK-Dmart_ship to,Dist.,2471436.51,7345832.0,Jan'26,FY_25-26,West,Gujarat,The Derma Co.,D-Mart,MT
Kiran Trading Co_Shipto (Solapur),Dist.,4972419.32,12845714.0,Jan'26,FY_25-26,West,Pune,Mamaearth,D-Mart,MT
Kiran Trading Co_Shipto (Solapur),Dist.,2695196.7,8051472.0,Jan'26,FY_25-26,West,Pune,The Derma Co.,D-Mart,MT
Kiran Trading Company_Ship to,Dist.,3638687.67,9563546.0,Jan'26,FY_25-26,West,Pune,Mamaearth,D-Mart,MT
Kiran Trading Company_Ship to,Dist.,3862634.18,11539008.0,Jan'26,FY_25-26,West,Pune,The Derma Co.,D-Mart,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,377892.01,693272.0,Jan'26,FY_25-26,South-1,Kerala,Aqualogica,Lulu,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,1318704.2,2385104.6,Jan'26,FY_25-26,South-1,Kerala,Mamaearth,Lulu,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,707180.59,1279058.4,Jan'26,FY_25-26,South-1,Kerala,Mamaearth,Lulu,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,829886.11,1522490.0,Jan'26,FY_25-26,South-1,Kerala,The Derma Co.,Lulu,MT
MARK ENTERPRISE,Dist.,177632.16,297965.0,Jan'26,FY_25-26,West,Gujarat,Mamaearth,Apollo,MT
MARK ENTERPRISE,Dist.,258099.32,473503.0,Jan'26,FY_25-26,West,Gujarat,The Derma Co.,Apollo,MT
Metro Cash & Carry India Pvt Ltd -(DC27)-T0SJ,Direct,-7596.71,-11952.0,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd -(DC27)-T0SJ,Direct,136273.69,290910.0,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd -(DC27)-T0SJ,Direct,48521.39,76340.0,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,Direct,71544.92,112564.0,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,Direct,12171.42,17040.0,Jan'26,FY_25-26,South-1,Karnataka,BBlunt,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,Direct,403646.23,922681.0,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,Direct,106037.43,166832.0,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,Direct,41880.41,65892.0,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,Direct,6085.69,8520.0,Jan'26,FY_25-26,South-1,Karnataka,BBlunt,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,Direct,474528.26,1111095.0,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,Direct,65048.17,102342.0,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Direct,6085.71,8520.0,Jan'26,FY_25-26,South-2,Telangana,BBlunt,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Direct,259657.79,608000.0,Jan'26,FY_25-26,South-2,Telangana,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Direct,109072.71,171608.0,Jan'26,FY_25-26,South-2,Telangana,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC15)-T0QY,Direct,68516.93,128638.0,Jan'26,FY_25-26,South-2,Telangana,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC16)-T0QZ,Direct,262626.87,530339.0,Jan'26,FY_25-26,South-2,Telangana,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC17)-T0QT,Direct,45993.33,89048.0,Jan'26,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC18)-T0SN,Direct,61272.5,144430.0,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC18)-T0SN,Direct,57088.98,89820.0,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC20)-T0RK,Direct,147827.96,340377.0,Jan'26,FY_25-26,West,Mumbai,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Direct,7134.58,11225.0,Jan'26,FY_25-26,West,Mumbai,Aqualogica,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Direct,6085.75,8520.0,Jan'26,FY_25-26,West,Mumbai,BBlunt,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Direct,103650.27,273444.0,Jan'26,FY_25-26,West,Mumbai,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Direct,46731.34,73524.0,Jan'26,FY_25-26,West,Mumbai,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC24)-T0RJ,Direct,67617.62,142333.0,Jan'26,FY_25-26,Central,Madhya Pradesh,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC25)-T0RB,Direct,31840.09,86799.0,Jan'26,FY_25-26,West,Gujarat,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,Direct,21302.67,33516.0,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,Direct,104475.73,259568.0,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,Direct,145618.5,229106.0,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC28)-T0RF,Direct,22772.24,46976.0,Jan'26,FY_25-26,West,Gujarat,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Direct,6085.57,8520.0,Jan'26,FY_25-26,South-2,Telangana,BBlunt,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Direct,197398.02,396242.0,Jan'26,FY_25-26,South-2,Telangana,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Direct,18264.41,28736.0,Jan'26,FY_25-26,South-2,Telangana,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC30)-T0RM,Direct,48293.2,108792.0,Jan'26,FY_25-26,West,Pune,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC30)-T0RM,Direct,62027.94,97591.0,Jan'26,FY_25-26,West,Pune,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC32)-T0QU,Direct,37308.74,84390.0,Jan'26,FY_25-26,North,UPW,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC36)-T0RH,Direct,60254.51,130126.0,Jan'26,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC37)-T0RD,Direct,60680.99,132062.0,Jan'26,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,Direct,-33864.49,-97881.0,Jan'26,FY_25-26,North,Punjab,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,Direct,66119.49,104028.0,Jan'26,FY_25-26,North,Punjab,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC45)-T0RE,Direct,51134.6,118169.0,Jan'26,FY_25-26,North,Rajasthan,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,6840.0,9576.0,Jan'26,FY_25-26,North,Delhi,BBlunt,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,224973.86,516854.0,Jan'26,FY_25-26,North,Delhi,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,22805.08,35880.0,Jan'26,FY_25-26,North,Delhi,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI,Direct,69597.26,148491.0,Jan'26,FY_25-26,North,Punjab,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK,Direct,-22005.64,-22847.0,Jan'26,FY_25-26,North,Punjab,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,55042.62,134348.0,Jan'26,FY_25-26,North,Delhi,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV,Direct,110554.2,238406.0,Jan'26,FY_25-26,North,Lucknow-UPE,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC54)-T0QW,Direct,58698.59,125724.0,Jan'26,FY_25-26,North,UPW,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,6085.51,8520.0,Jan'26,FY_25-26,East,West Bengal,BBlunt,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,286282.04,651445.0,Jan'26,FY_25-26,East,West Bengal,Mamaearth,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,24058.15,37851.0,Jan'26,FY_25-26,East,West Bengal,The Derma Co.,Metro CNC,MT
Metro Cash & Carry India Pvt Ltd_DC33(T0SQ),Direct,52877.74,99828.0,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Metro CNC,MT
Nykaa E-Retail Limited.-AP EB2B,Direct,9072.23,14817.0,Jan'26,FY_25-26,South-2,Andhra Pradesh,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-AP EB2B,Direct,537196.09,937506.0,Jan'26,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-AP EB2B,Direct,27027.6,44142.0,Jan'26,FY_25-26,South-2,Andhra Pradesh,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-AS EB2B,Direct,50017.77,81690.0,Jan'26,FY_25-26,East,Northeast-Assam,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-AS EB2B,Direct,42952.54,70151.0,Jan'26,FY_25-26,East,Northeast-Assam,Dr. Sheth's,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-AS EB2B,Direct,1850091.9,3333588.0,Jan'26,FY_25-26,East,Northeast-Assam,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-AS EB2B,Direct,291222.02,475629.0,Jan'26,FY_25-26,East,Northeast-Assam,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-BR EB2B,Direct,5038.5,8229.0,Jan'26,FY_25-26,East,Bihar,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-BR EB2B,Direct,1304700.05,2354070.0,Jan'26,FY_25-26,East,Bihar,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-BR EB2B,Direct,109071.16,178137.0,Jan'26,FY_25-26,East,Bihar,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-GJ EB2B,Direct,2474.25,4041.0,Jan'26,FY_25-26,West,Gujarat,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-GJ EB2B,Direct,7973.84,13023.0,Jan'26,FY_25-26,West,Gujarat,Dr. Sheth's,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-GJ EB2B,Direct,616159.54,1089744.0,Jan'26,FY_25-26,West,Gujarat,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-GJ EB2B,Direct,168499.17,275196.0,Jan'26,FY_25-26,West,Gujarat,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,34902.43,57003.0,Jan'26,FY_25-26,North,Haryana,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,1653.42,2700.0,Jan'26,FY_25-26,North,Haryana,Dr. Sheth's,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,529166.43,963635.0,Jan'26,FY_25-26,North,Haryana,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-HR-Gurhi EB2B,Direct,228371.38,372979.0,Jan'26,FY_25-26,North,Haryana,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-KA EB2B,Direct,33814.83,55227.0,Jan'26,FY_25-26,South-1,Karnataka,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-KA EB2B,Direct,1032030.02,1833731.0,Jan'26,FY_25-26,South-1,Karnataka,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-KA EB2B,Direct,377821.95,617066.0,Jan'26,FY_25-26,South-1,Karnataka,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-KL EB2B,Direct,1004230.93,1640127.0,Jan'26,FY_25-26,South-1,Kerala,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-KL EB2B,Direct,156603.35,255768.0,Jan'26,FY_25-26,South-1,Kerala,Dr. Sheth's,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-KL EB2B,Direct,968552.69,1775297.0,Jan'26,FY_25-26,South-1,Kerala,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-KL EB2B,Direct,1041928.52,1701696.0,Jan'26,FY_25-26,South-1,Kerala,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-MP EB2B,Direct,19149.27,31275.0,Jan'26,FY_25-26,Central,Madhya Pradesh,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-MP EB2B,Direct,15638.44,25541.0,Jan'26,FY_25-26,Central,Madhya Pradesh,Dr. Sheth's,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-MP EB2B,Direct,817743.62,1470432.0,Jan'26,FY_25-26,Central,Madhya Pradesh,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-MP EB2B,Direct,236536.99,386316.0,Jan'26,FY_25-26,Central,Madhya Pradesh,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-Mum EB2B,Direct,36911.81,60285.0,Jan'26,FY_25-26,West,Mumbai,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-Mum EB2B,Direct,1678.04,2740.0,Jan'26,FY_25-26,West,Mumbai,Dr. Sheth's,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-Mum EB2B,Direct,1172638.84,2085056.0,Jan'26,FY_25-26,West,Mumbai,Mamaearth,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-Mum EB2B,Direct,434703.07,709965.0,Jan'26,FY_25-26,West,Mumbai,The Derma Co.,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-OR EB2B,Direct,8247.51,13470.0,Jan'26,FY_25-26,East,Orissa,Aqualogica,Nykaa SS(fsn),MT
Nykaa E-Retail Limited.-OR EB2B,Direct,13291.52,21708.0,Jan'26,FY_25-26,East,Orissa,Dr. Sheth's,Nykaa SS(fsn),MT
