Bill to customer,Direct/Distributor,NSV,MRP value,Month,FY,Zone,State,Brand,Chain Name,Channel
RELIANCE RETAIL LIMITED-SLII,Direct,-30870.34,-49900.0,Apr'25,FY_25-26,North,Lucknow_UPE,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-SLMP,Direct,26524.52,45227.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-Slmr,Direct,529835.44,1050371.0,Apr'25,FY_25-26,East,Orissa,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-Slmr,Direct,32105.23,51896.0,Apr'25,FY_25-26,East,Orissa,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-SLS1,Direct,291381.96,471001.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-SLS1,Direct,2163974.67,5472890.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-SLS1,Direct,61740.89,99800.0,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-SLS2,Direct,381721.02,1059840.0,Apr'25,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-SN1U,Direct,19999.5,32328.0,Apr'25,FY_25-26,East,West Bengal,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-SN1U,Direct,906163.86,2143126.0,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-SN1U,Direct,39205.42,63373.0,Apr'25,FY_25-26,East,West Bengal,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-SP9K,Direct,1370387.4,3672511.0,Apr'25,FY_25-26,West,Pune,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-SP9K,Direct,61740.5,99800.0,Apr'25,FY_25-26,West,Pune,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-T0Z9,Direct,23250.87,45035.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-T1CT,Direct,53357.66,104754.0,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-T1NC,Direct,10457.02,16903.0,Apr'25,FY_25-26,South-1,Kerala,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-T1NC,Direct,6651.69,10752.0,Apr'25,FY_25-26,South-1,Kerala,BBlunt,Reliance Retail,MT
Reliance Retail Limited-T1NC,Direct,36345.6,58750.0,Apr'25,FY_25-26,South-1,Kerala,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-T1X4,Direct,37928.83,72841.0,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-T2DI,Direct,5958.12,9631.0,Apr'25,FY_25-26,South-1,Karnataka,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-T2DI,Direct,4646.0,7510.0,Apr'25,FY_25-26,South-1,Karnataka,BBlunt,Reliance Retail,MT
Reliance Retail Limited-T2DI,Direct,28974.62,46836.0,Apr'25,FY_25-26,South-1,Karnataka,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-T37T,Direct,65419.53,135875.0,Apr'25,FY_25-26,North,Lucknow_UPE,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-T48P,Direct,39311.84,79368.0,Apr'25,FY_25-26,North,Haryana,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-T63A,Direct,144395.62,373937.0,Apr'25,FY_25-26,East,Orissa,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-T84I,Direct,13084.29,21150.0,Apr'25,FY_25-26,North,Haryana,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-T84I,Direct,34880.35,56382.0,Apr'25,FY_25-26,North,Haryana,BBlunt,Reliance Retail,MT
Reliance Retail Limited-T84I,Direct,27021.72,43679.0,Apr'25,FY_25-26,North,Haryana,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-T84L,Direct,32759.37,59908.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-T915,Direct,23120.39,45117.0,Apr'25,FY_25-26,North,UPW,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TA35,Direct,22743.23,49489.0,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TA36,Direct,5400.15,8729.0,Apr'25,FY_25-26,South-1,Tamil Nadu,BBlunt,Reliance Retail,MT
Reliance Retail Limited-TA36,Direct,47304.89,90252.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TA36,Direct,41075.49,66396.0,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-TA9N,Direct,71688.92,151176.0,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TAFW,Direct,36443.28,70827.0,Apr'25,FY_25-26,West,Mumbai,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TAH3,Direct,24256.79,53326.0,Apr'25,FY_25-26,North,Lucknow_UPE,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TAIE,Direct,2964.56,4792.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-TAIE,Direct,3841.81,6210.0,Apr'25,FY_25-26,South-1,Tamil Nadu,BBlunt,Reliance Retail,MT
Reliance Retail Limited-TAIE,Direct,52475.06,84822.0,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-TAUX,Direct,32748.25,63679.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TC74,Direct,41734.68,92162.0,Apr'25,FY_25-26,North,Haryana,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TCD6,Direct,31809.39,61947.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TD04,Direct,15488.96,26367.0,Apr'25,FY_25-26,East,Jharkhand,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TE39,Direct,26047.39,48768.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TFY6,Direct,34857.64,66701.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TG2K,Direct,36833.86,64938.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TGL6,Direct,56667.86,116523.0,Apr'25,FY_25-26,Central,Madhya Pradesh,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TH93,Direct,48431.36,103345.0,Apr'25,FY_25-26,East,Orissa,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TIU6,Direct,28056.0,48642.0,Apr'25,FY_25-26,East,Jharkhand,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TL30,Direct,370.57,599.0,Apr'25,FY_25-26,North,Delhi,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-TL30,Direct,17790.89,28758.0,Apr'25,FY_25-26,North,Delhi,BBlunt,Reliance Retail,MT
Reliance Retail Limited-TL30,Direct,32444.62,72543.0,Apr'25,FY_25-26,North,Delhi,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TL30,Direct,18515.93,29930.0,Apr'25,FY_25-26,North,Delhi,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-TM18,Direct,65161.86,114168.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TM27,Direct,42963.59,76125.0,Apr'25,FY_25-26,East,Orissa,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TMI6,Direct,47287.26,89279.0,Apr'25,FY_25-26,East,Orissa,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TN54,Direct,45005.1,95963.0,Apr'25,FY_25-26,Central,Chattishgarh,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-Tna8,Direct,43825.38,74391.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TNB5,Direct,25496.62,43857.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TNC2,Direct,2618.77,4233.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-TNC2,Direct,4012.6,6486.0,Apr'25,FY_25-26,South-1,Tamil Nadu,BBlunt,Reliance Retail,MT
Reliance Retail Limited-TNC2,Direct,12449.18,20123.0,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-TNC5,Direct,46831.32,104500.0,Apr'25,FY_25-26,North,Rajasthan,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TNC7,Direct,4105.33,6636.0,Apr'25,FY_25-26,North,Punjab,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-TNC7,Direct,19166.21,30981.0,Apr'25,FY_25-26,North,Punjab,BBlunt,Reliance Retail,MT
Reliance Retail Limited-TNC7,Direct,60457.94,127983.0,Apr'25,FY_25-26,North,Punjab,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TNC7,Direct,42312.92,68396.0,Apr'25,FY_25-26,North,Punjab,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-TND1,Direct,41952.6,76584.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TND2,Direct,14718.17,23791.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-TND2,Direct,14137.86,22853.0,Apr'25,FY_25-26,South-1,Tamil Nadu,BBlunt,Reliance Retail,MT
Reliance Retail Limited-TND2,Direct,39157.54,72173.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TND2,Direct,58636.48,94782.0,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-TND4,Direct,39452.64,79110.0,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-Tnd5,Direct,57499.99,101658.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TND6,Direct,49877.17,97048.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TND7,Direct,39089.0,74733.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TNE1,Direct,36967.8,69507.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TO19,Direct,16733.93,40109.0,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TOG3,Direct,76044.9,156483.0,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TOM0,Direct,14371.26,24482.0,Apr'25,FY_25-26,West,Mumbai,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TP06,Direct,33554.25,77068.0,Apr'25,FY_25-26,North,Delhi,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TP23,Direct,36260.2,69536.0,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TQ61,Direct,48210.2,96701.0,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TR28,Direct,31288.08,60833.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TW11,Direct,45858.5,95006.0,Apr'25,FY_25-26,North,Delhi,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TZ8R,Direct,48710.17,105121.0,Apr'25,FY_25-26,North,Uttarakhand,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TZL5,Direct,21141.01,34173.0,Apr'25,FY_25-26,East,Bihar,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-TZL5,Direct,20167.23,32599.0,Apr'25,FY_25-26,East,Bihar,BBlunt,Reliance Retail,MT
Reliance Retail Limited-TZL5,Direct,44999.82,86471.0,Apr'25,FY_25-26,East,Bihar,Mamaearth,Reliance Retail,MT
Reliance Retail Limited-TZL5,Direct,47818.29,77295.0,Apr'25,FY_25-26,East,Bihar,The Derma Co.,Reliance Retail,MT
Reliance Retail Limited-ZZI0-B,Direct,55554.23,89800.0,Apr'25,FY_25-26,South-1,Kerala,Aqualogica,Reliance Retail,MT
Reliance Retail Limited-ZZI0-B,Direct,80732.22,155856.0,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Reliance Retail,MT
Reliance Retail Ltd _Madhavaram- TNB8,Direct,49403.34,94625.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
Reliance Retail Ltd _Mysore_2994,Direct,19947.42,37457.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Reliance Retail,MT
Reliance Retail Ltd _RAJAJI NAGAR- FR49,Direct,7411.4,11980.0,Apr'25,FY_25-26,South-1,Karnataka,Aqualogica,Reliance Retail,MT
Reliance Retail Ltd _RAJAJI NAGAR- FR49,Direct,6436.36,10404.0,Apr'25,FY_25-26,South-1,Karnataka,BBlunt,Reliance Retail,MT
Reliance Retail Ltd _RAJAJI NAGAR- FR49,Direct,28495.59,58244.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Reliance Retail,MT
Reliance Retail Ltd _RAJAJI NAGAR- FR49,Direct,31842.23,51471.0,Apr'25,FY_25-26,South-1,Karnataka,The Derma Co.,Reliance Retail,MT
Reliance Retail Ltd_Davanagere- TNC0,Direct,36026.32,66680.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Reliance Retail,MT
Reliance Retail Ltd_Hubballi_2997,Direct,27661.06,51615.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Reliance Retail,MT
Reliance Retail Ltd_Nagercoil- 3338,Direct,113460.24,217735.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Reliance Retail,MT
RELIANCE RETAIL Ltd-SLEW,Direct,42221.27,68248.0,Apr'25,FY_25-26,Central,Chattishgarh,Aqualogica,Reliance Retail,MT
RELIANCE RETAIL Ltd-SLEW,Direct,1036373.5,2516079.0,Apr'25,FY_25-26,Central,Chattishgarh,Mamaearth,Reliance Retail,MT
RELIANCE RETAIL Ltd-SLEW,Direct,30870.52,49900.0,Apr'25,FY_25-26,Central,Chattishgarh,The Derma Co.,Reliance Retail,MT
Trent Hypermarket Private Limited_Blr,Direct,117931.32,201195.0,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Trent,MT
Trent Hypermarket Private Limited_Mah,Direct,98617.74,166242.0,Apr'25,FY_25-26,West,Mumbai,Mamaearth,Trent,MT
Trent Hypermarket Private Limited-P,Direct,164873.88,292902.0,Apr'25,FY_25-26,West,Pune,Mamaearth,Trent,MT
Wal-Mart India Private Limited 4706,Direct,140720.47,278214.0,Apr'25,FY_25-26,North,Punjab,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4712,Direct,24353.39,46350.0,Apr'25,FY_25-26,Central,Madhya Pradesh,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4713,Direct,48610.27,118497.0,Apr'25,FY_25-26,North,Rajasthan,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4716,Direct,37755.13,71856.0,Apr'25,FY_25-26,Central,Chattishgarh,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4719,Direct,181337.38,345125.0,Apr'25,FY_25-26,North,Jammu,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4720,Direct,42173.84,80265.0,Apr'25,FY_25-26,North,UPW,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4723,Direct,74878.75,142512.0,Apr'25,FY_25-26,North,Lucknow_UPE,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4724,Direct,762174.66,1450590.0,Apr'25,FY_25-26,West,Pune,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4725,Direct,23394.89,44526.0,Apr'25,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4727,Direct,73068.75,139065.0,Apr'25,FY_25-26,North,Lucknow_UPE,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4729,Direct,50023.87,95205.0,Apr'25,FY_25-26,Central,Madhya Pradesh,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4734,Direct,37755.13,71856.0,Apr'25,FY_25-26,South-2,Telangana,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4742,Direct,25212.76,47985.0,Apr'25,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4760,Direct,62552.51,119052.0,Apr'25,FY_25-26,Central,Madhya Pradesh,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4797,Direct,50302.65,95736.0,Apr'25,FY_25-26,North,Lucknow_UPE,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4801,Direct,25212.76,47985.0,Apr'25,FY_25-26,North,Punjab,Mamaearth,Walmart CNC,MT
Wal-Mart India Private Limited 4805,Direct,28957.62,55113.0,Apr'25,FY_25-26,South-2,Andhra Pradesh,Mamaearth,Walmart CNC,MT
Wellness Forever Medicare Ltd,Direct,1018058.4,1716156.0,Apr'25,FY_25-26,West,Mumbai,Aqualogica,Wellness Forever,MT
Wellness Forever Medicare Ltd,Direct,3943843.44,6643580.0,Apr'25,FY_25-26,West,Mumbai,Mamaearth,Wellness Forever,MT
Wellness Forever Medicare Ltd,Direct,5768063.62,9723306.0,Apr'25,FY_25-26,West,Mumbai,The Derma Co.,Wellness Forever,MT
Arc Foods And Beverages_Mt_H&G,Dist.,128537.43,235811.86,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Health & Glow,MT
Arc Foods And Beverages_Mt_H&G,Dist.,59820.94,109746.14,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Apollo,MT
Arc Foods And Beverages_Mt_H&G,Dist.,88728.58,143621.0,Apr'25,FY_25-26,South-1,Tamil Nadu,BBlunt,Health & Glow,MT
Arc Foods And Beverages_Mt_H&G,Dist.,574744.16,1078680.2,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Apollo,MT
Arc Foods And Beverages_Mt_H&G,Dist.,321193.3,602815.8,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Health & Glow,MT
Arc Foods And Beverages_Mt_H&G,Dist.,1780441.53,3266356.75,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Health & Glow,MT
Arc Foods And Beverages_Mt_H&G,Dist.,835759.64,1533265.25,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Apollo,MT
Az Enterprises(Apollo/More)Mt,Dist.,104661.4,169410.75,Apr'25,FY_25-26,South-1,Karnataka,Aqualogica,Apollo,MT
Az Enterprises(Apollo/More)Mt,Dist.,2257.0,3653.31,Apr'25,FY_25-26,South-1,Karnataka,Aqualogica,Trilife,MT
Az Enterprises(Apollo/More)Mt,Dist.,69649.2,112738.07,Apr'25,FY_25-26,South-1,Karnataka,Aqualogica,Lulu,MT
Az Enterprises(Apollo/More)Mt,Dist.,156839.96,253869.87,Apr'25,FY_25-26,South-1,Karnataka,Aqualogica,Health & Glow,MT
Az Enterprises(Apollo/More)Mt,Dist.,38.92,69.54,Apr'25,FY_25-26,South-1,Karnataka,BBlunt,Trilife,MT
Az Enterprises(Apollo/More)Mt,Dist.,40844.34,72980.46,Apr'25,FY_25-26,South-1,Karnataka,BBlunt,Health & Glow,MT
Az Enterprises(Apollo/More)Mt,Dist.,2227914.49,4647569.99,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Apollo,MT
Az Enterprises(Apollo/More)Mt,Dist.,784.12,1635.73,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Trilife,MT
Az Enterprises(Apollo/More)Mt,Dist.,456501.74,952291.39,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Lulu,MT
Az Enterprises(Apollo/More)Mt,Dist.,19670.23,41033.34,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Frank Ross,MT
Az Enterprises(Apollo/More)Mt,Dist.,711041.06,1483276.44,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,Health & Glow,MT
Az Enterprises(Apollo/More)Mt,Dist.,889892.17,1856371.12,Apr'25,FY_25-26,South-1,Karnataka,Mamaearth,More Retail,MT
Az Enterprises(Apollo/More)Mt,Dist.,904342.05,1508301.4,Apr'25,FY_25-26,South-1,Karnataka,The Derma Co.,Apollo,MT
Az Enterprises(Apollo/More)Mt,Dist.,614.1,1024.22,Apr'25,FY_25-26,South-1,Karnataka,The Derma Co.,Trilife,MT
Az Enterprises(Apollo/More)Mt,Dist.,177560.56,296143.3,Apr'25,FY_25-26,South-1,Karnataka,The Derma Co.,Lulu,MT
Az Enterprises(Apollo/More)Mt,Dist.,2190013.71,3652601.08,Apr'25,FY_25-26,South-1,Karnataka,The Derma Co.,Health & Glow,MT
BALAJI ASSOCIATES Distributor MT,Dist.,148180.12,271848.0,Apr'25,FY_25-26,East,Northeast-Assam,Aqualogica,Reliance Retail,MT
BALAJI ASSOCIATES Distributor MT,Dist.,117782.96,216082.0,Apr'25,FY_25-26,East,Northeast-Assam,BBlunt,Reliance Retail,MT
BALAJI ASSOCIATES Distributor MT,Dist.,4224032.57,8640066.94,Apr'25,FY_25-26,East,Northeast-Assam,Mamaearth,Reliance Retail,MT
BALAJI ASSOCIATES Distributor MT,Dist.,399363.08,816879.06,Apr'25,FY_25-26,East,Northeast-Assam,Mamaearth,Vishal Mega Mart,MT
BALAJI ASSOCIATES Distributor MT,Dist.,167977.68,308168.0,Apr'25,FY_25-26,East,Northeast-Assam,The Derma Co.,Reliance Retail,MT
CHHABRA TRADERS_Ship To,Dist.,574918.75,1184148.49,Apr'25,FY_25-26,North,Lucknow_UPE,Mamaearth,Lulu,MT
CHHABRA TRADERS_Ship To,Dist.,24249.65,49946.51,Apr'25,FY_25-26,North,Lucknow_UPE,Mamaearth,Vishal Mega Mart,MT
CHHABRA TRADERS_Ship To,Dist.,137446.94,249711.0,Apr'25,FY_25-26,North,Lucknow_UPE,The Derma Co.,Lulu,MT
D.L. Sales - MT,Dist.,70449.35,125878.56,Apr'25,FY_25-26,East,West Bengal,Aqualogica,Apollo,MT
D.L. Sales - MT,Dist.,22273.14,39797.54,Apr'25,FY_25-26,East,West Bengal,Aqualogica,Health & Glow,MT
D.L. Sales - MT,Dist.,141107.89,252130.9,Apr'25,FY_25-26,East,West Bengal,Aqualogica,Spencers,MT
D.L. Sales - MT,Dist.,10608.03,18954.37,Apr'25,FY_25-26,East,West Bengal,BBlunt,Health & Glow,MT
D.L. Sales - MT,Dist.,18592.85,33221.63,Apr'25,FY_25-26,East,West Bengal,BBlunt,Spencers,MT
D.L. Sales - MT,Dist.,1083548.99,2071227.05,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Apollo,MT
D.L. Sales - MT,Dist.,115640.85,221049.97,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Health & Glow,MT
D.L. Sales - MT,Dist.,1008192.02,1927180.6,Apr'25,FY_25-26,East,West Bengal,Mamaearth,More Retail,MT
D.L. Sales - MT,Dist.,1393292.46,2663308.32,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Spencers,MT
D.L. Sales - MT,Dist.,70372.38,134518.31,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Arambagh,MT
D.L. Sales - MT,Dist.,58405.05,111642.5,Apr'25,FY_25-26,East,West Bengal,Mamaearth,V-Mart,MT
D.L. Sales - MT,Dist.,74057.84,141563.15,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Frank Ross,MT
D.L. Sales - MT,Dist.,113006.85,216015.02,Apr'25,FY_25-26,East,West Bengal,Mamaearth,Vishal Mega Mart,MT
D.L. Sales - MT,Dist.,51673.02,98774.08,Apr'25,FY_25-26,East,West Bengal,Mamaearth,SastaSundar,MT
D.L. Sales - MT,Dist.,74598.76,133292.68,Apr'25,FY_25-26,East,West Bengal,The Derma Co.,Apollo,MT
D.L. Sales - MT,Dist.,89832.79,160512.78,Apr'25,FY_25-26,East,West Bengal,The Derma Co.,Health & Glow,MT
D.L. Sales - MT,Dist.,120697.99,215662.55,Apr'25,FY_25-26,East,West Bengal,The Derma Co.,Spencers,MT
G.V Enterprises,Dist.,25241.58,46307.61,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Apollo,MT
G.V Enterprises,Dist.,117122.05,214869.39,Apr'25,FY_25-26,South-1,Tamil Nadu,Aqualogica,Lulu,MT
G.V Enterprises,Dist.,612989.37,1282928.04,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Apollo,MT
G.V Enterprises,Dist.,6000600.67,12558682.5,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,D-Mart,MT
G.V Enterprises,Dist.,474037.94,992116.0,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Lulu,MT
G.V Enterprises,Dist.,190136.49,397937.46,Apr'25,FY_25-26,South-1,Tamil Nadu,Mamaearth,Pothys,MT
G.V Enterprises,Dist.,352837.47,647307.92,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Apollo,MT
G.V Enterprises,Dist.,206234.56,378353.42,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Lulu,MT
G.V Enterprises,Dist.,1873.27,3436.65,Apr'25,FY_25-26,South-1,Tamil Nadu,The Derma Co.,Pothys,MT
JUST MARK-Dmart,Dist.,-2117367.02,-6144325.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,D-Mart,MT
JUST MARK-Dmart_ship to,Dist.,17307696.74,47355903.0,Apr'25,FY_25-26,West,Gujarat,Mamaearth,D-Mart,MT
Kiran Trading Co- Dmart,Dist.,5006905.12,12069154.0,Apr'25,FY_25-26,West,Pune,Mamaearth,D-Mart,MT
Kiran Trading Company_Ship to,Dist.,8223137.65,22168782.0,Apr'25,FY_25-26,West,Pune,Mamaearth,D-Mart,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,-408.55,-749.51,Apr'25,FY_25-26,South-1,Kerala,Aqualogica,Health & Glow,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,-11741.93,-21541.49,Apr'25,FY_25-26,South-1,Kerala,Aqualogica,Lulu,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,-412.0,-755.84,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Health & Glow,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,-167871.58,-307973.37,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Lulu,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,-10769.67,-19757.79,Apr'25,FY_25-26,South-1,Kerala,Mamaearth,Apollo,MT
M/S KOTTARAM BUSINESS CORPORATION-MT,Dist.,-1116.89,-2049.02,Apr'25,FY_25-26,South-1,Kerala,The Derma Co.,Apollo,MT
