Format,Ship To Direct/Distributor,Chain Name,State,Zone,Brand,Category,Sub_category,Range,Net Weight,Month,FY,Channel,NSV,MRP value,Offtake mix share %,Article source
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,March'25,FY_24-25,MT,0.032453,0.06085,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,March'25,FY_24-25,MT,0.020832,0.039061,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,March'25,FY_24-25,MT,0.014367,0.026938,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,March'25,FY_24-25,MT,0.116671,0.218758,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,March'25,FY_24-25,MT,0.237543,0.445393,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,March'25,FY_24-25,MT,0.028764,0.053932,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,March'25,FY_24-25,MT,0.016483,0.030905,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,March'25,FY_24-25,MT,0.167734,0.314502,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,May'24,FY_24-25,MT,0.034681,0.061655,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,May'24,FY_24-25,MT,0.025406,0.045166,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,May'24,FY_24-25,MT,0.004033,0.007169,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,May'24,FY_24-25,MT,0.003024,0.005377,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,May'24,FY_24-25,MT,0.02218,0.03943,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,May'24,FY_24-25,MT,0.009698,0.017241,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,May'24,FY_24-25,MT,0.032326,0.057468,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,May'24,FY_24-25,MT,0.037479,0.06663,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,May'24,FY_24-25,MT,0.016971,0.030171,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,May'24,FY_24-25,MT,0.03651,0.064907,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,May'24,FY_24-25,MT,0.023436,0.041665,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,May'24,FY_24-25,MT,0.016163,0.028734,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,May'24,FY_24-25,MT,0.131255,0.233341,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,May'24,FY_24-25,MT,0.267236,0.475086,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,May'24,FY_24-25,MT,0.032359,0.057527,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,May'24,FY_24-25,MT,0.018543,0.032965,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,May'24,FY_24-25,MT,0.188701,0.335469,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,Nov'24,FY_24-25,MT,0.01156,0.050094,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,Nov'24,FY_24-25,MT,0.008469,0.036697,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Nov'24,FY_24-25,MT,0.001344,0.005825,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Nov'24,FY_24-25,MT,0.001008,0.004369,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Nov'24,FY_24-25,MT,0.007393,0.032037,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,Nov'24,FY_24-25,MT,0.003233,0.014008,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,Nov'24,FY_24-25,MT,0.010775,0.046693,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,Nov'24,FY_24-25,MT,0.012493,0.054137,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,Nov'24,FY_24-25,MT,0.005657,0.024514,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Nov'24,FY_24-25,MT,0.01217,0.052737,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,Nov'24,FY_24-25,MT,0.007812,0.033852,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,Nov'24,FY_24-25,MT,0.005388,0.023347,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,Nov'24,FY_24-25,MT,0.043752,0.18959,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,Nov'24,FY_24-25,MT,0.089079,0.386007,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,Nov'24,FY_24-25,MT,0.010786,0.046741,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,Nov'24,FY_24-25,MT,0.006181,0.026784,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,Nov'24,FY_24-25,MT,0.0629,0.272568,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,Oct'24,FY_24-25,MT,0.023121,0.042388,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,Oct'24,FY_24-25,MT,0.016937,0.031051,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Oct'24,FY_24-25,MT,0.002688,0.004929,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Oct'24,FY_24-25,MT,0.002016,0.003697,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Oct'24,FY_24-25,MT,0.014786,0.027108,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,Oct'24,FY_24-25,MT,0.006465,0.011853,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,Oct'24,FY_24-25,MT,0.021551,0.039509,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,Oct'24,FY_24-25,MT,0.024986,0.045808,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,Oct'24,FY_24-25,MT,0.011314,0.020742,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Oct'24,FY_24-25,MT,0.02434,0.044623,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,Oct'24,FY_24-25,MT,0.015624,0.028644,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,Oct'24,FY_24-25,MT,0.010775,0.019755,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,Oct'24,FY_24-25,MT,0.087503,0.160422,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,Oct'24,FY_24-25,MT,0.178157,0.326621,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,Oct'24,FY_24-25,MT,0.021573,0.03955,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,Oct'24,FY_24-25,MT,0.012362,0.022664,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,Oct'24,FY_24-25,MT,0.125801,0.230635,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Detan+,100.0,Sept'24,FY_24-25,MT,0.100189,0.181111,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Glow+,100.0,Sept'24,FY_24-25,MT,0.073394,0.132674,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Sept'24,FY_24-25,MT,0.01165,0.021059,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Sept'24,FY_24-25,MT,0.008737,0.015795,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Sept'24,FY_24-25,MT,0.064074,0.115827,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Barrier+,200.0,Sept'24,FY_24-25,MT,0.028016,0.050644,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,50.0,Sept'24,FY_24-25,MT,0.093386,0.168813,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,100.0,Sept'24,FY_24-25,MT,0.108274,0.195725,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Glow+,200.0,Sept'24,FY_24-25,MT,0.049028,0.088627,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Sept'24,FY_24-25,MT,0.105473,0.190663,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Illuminate+,200.0,Sept'24,FY_24-25,MT,0.067705,0.12239,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Moisturisers,Radiance+,50.0,Sept'24,FY_24-25,MT,0.046693,0.084407,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Detan+,50.0,Sept'24,FY_24-25,MT,0.37918,0.68544,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Glow+,50.0,Sept'24,FY_24-25,MT,0.772014,1.395564,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Hydrate+,50.0,Sept'24,FY_24-25,MT,0.093482,0.168987,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Illuminate+,50.0,Sept'24,FY_24-25,MT,0.053568,0.096835,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,Telangana,South-2,Aqualogica,Face,Sun Care,Radiance+,50.0,Sept'24,FY_24-25,MT,0.545137,0.985439,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Detan+,100.0,April'24,FY_24-25,MT,0.181111,0.31598,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Glow+,100.0,April'24,FY_24-25,MT,0.132674,0.231474,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,April'24,FY_24-25,MT,0.021059,0.036742,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,April'24,FY_24-25,MT,0.015795,0.027556,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Radiance+,100.0,April'24,FY_24-25,MT,0.115827,0.20208,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Barrier+,200.0,April'24,FY_24-25,MT,0.050644,0.088358,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Glow+,50.0,April'24,FY_24-25,MT,0.168813,0.294525,3.592,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Glow+,100.0,April'24,FY_24-25,MT,0.195725,0.341478,4.164,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Glow+,200.0,April'24,FY_24-25,MT,0.088627,0.154626,1.886,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Illuminate+,100.0,April'24,FY_24-25,MT,0.190663,0.332647,4.057,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Illuminate+,200.0,April'24,FY_24-25,MT,0.12239,0.213531,2.604,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Radiance+,50.0,April'24,FY_24-25,MT,0.084407,0.147263,1.796,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Sun Care,Detan+,50.0,April'24,FY_24-25,MT,0.68544,1.195875,14.584,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Sun Care,Glow+,50.0,April'24,FY_24-25,MT,1.395564,2.434814,29.693,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Sun Care,Hydrate+,50.0,April'24,FY_24-25,MT,0.168987,0.294828,3.595,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Sun Care,Illuminate+,50.0,April'24,FY_24-25,MT,0.096835,0.168946,2.06,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Sun Care,Radiance+,50.0,April'24,FY_24-25,MT,0.985439,1.719277,20.967,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Detan+,100.0,Aug'24,FY_24-25,MT,0.0,0.003853,3.853,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Glow+,100.0,Aug'24,FY_24-25,MT,0.0,0.002823,2.823,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Hydrate+,100.0,Aug'24,FY_24-25,MT,0.0,0.000448,0.448,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Illuminate+,100.0,Aug'24,FY_24-25,MT,0.0,0.000336,0.336,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Aug'24,FY_24-25,MT,0.0,0.002464,2.464,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
Health & Beauty,Dist.,H&G,West Bengal,East,Aqualogica,Face,Moisturisers,Barrier+,200.0,Aug'24,FY_24-25,MT,0.0,0.001078,1.078,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
