Chain Name,Ship-To Name,Bill-To / Account (inferred),Direct/Distributor,Brand,Month Logic,Months Covered,Month Range,Avg Cont%,Min Cont%,Max Cont%,Mapping Confidence,Remarks,Pri: Low Confidence,Pri: Medium Confidence,Pri: Multi-Chain Distributor,Pri: Negative NSV/Cont,Pri: Name Variant (Merge Candidate),Validation Status,Validated Chain,Validated Account / Bill-To,Mapping Action,Validation Remarks,Validated By,Validated Date
Health & Glow,Arc Foods And Beverages_Mt_H&G,Arc Foods And Beverages_Mt_H&G,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Mar'26,63.63,21.7,100.0,High,Multi-chain distributor; chain name in ship-to (3 chains),,,Y,,,Validated (Cross-Ref),Arc Foods And Beverages,Arc Foods And Beverages,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101156),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises,Az Enterprises,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),8,Oct'25–May'26,41.42,17.01,72.37,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-H&G,Az Enterprises-H&G,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100298),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises,Az Enterprises,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),7,Nov'25–May'26,93.3,76.07,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-H&G,Az Enterprises-H&G,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100298),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises,Az Enterprises,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),8,Sep'25–May'26,22.53,0.98,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-H&G,Az Enterprises-H&G,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100298),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises,Az Enterprises,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),7,Sep'25–May'26,30.68,2.08,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-H&G,Az Enterprises-H&G,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100298),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),6,Apr'25–Sep'25,50.68,31.46,62.32,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),7,Apr'25–Oct'25,94.11,74.3,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,Dr. Sheth's,Monthly dynamic Cont% (secondary-driven),3,Oct'25–Apr'26,99.89,99.68,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Feb'26,16.57,3.37,48.1,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Az Enterprises(Apollo/More)Mt,Az Enterprises,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Mar'26,47.99,8.86,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains); account has 2 ship-to variants/branches — confirm roll-up,,Y,Y,,Y,Validated (Cross-Ref),Az Enterprises-MT,Az Enterprises-MT,Merge,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101158),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,D.L. Sales - MT,D.L. Sales,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),13,Apr'25–Apr'26,16.01,5.47,43.89,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,D.L. Sales - MT,D.L. Sales,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),13,Apr'25–Apr'26,81.93,32.74,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,D.L. Sales - MT,D.L. Sales,Dist.,Dr. Sheth's,Monthly dynamic Cont% (secondary-driven),2,Oct'25–Feb'26,100.0,100.0,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,D.L. Sales - MT,D.L. Sales,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),13,Apr'25–Apr'26,3.0,0.08,7.28,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,D.L. Sales - MT,D.L. Sales,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),13,Apr'25–Apr'26,20.15,0.54,54.39,Medium,Multi-chain distributor; split by secondary Cont% — validate (13 chains),,Y,Y,,,Validated (Cross-Ref),D.L. Sales - MT,D.L. Sales - MT,Keep,fuzzy match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102945),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-WB,Health & Glow Private limited-HG-RO,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),1,Apr'26–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-WB,Health & Glow Private limited-HG-RO,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-WB,Health & Glow Private limited-HG-RO,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-WB,Health & Glow Private limited-HG-RO,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-BLR,Health & Glow Private limited-HG-RO-BLR,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-BLR,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-CHE,Health & Glow Private limited-HG-RO-CHE,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-CHE,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-CHE,Health & Glow Private limited-HG-RO-CHE,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-CHE,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-CHE,Health & Glow Private limited-HG-RO-CHE,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-CHE,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-CHE,Health & Glow Private limited-HG-RO-CHE,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-CHE,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-HYD,Health & Glow Private limited-HG-RO-HYD,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),2,Apr'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-HYD,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-MUM,Health & Glow Private limited-HG-RO-MUM,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-MUM,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-MUM,Health & Glow Private limited-HG-RO-MUM,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-MUM,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-MUM,Health & Glow Private limited-HG-RO-MUM,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-MUM,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Health & Glow Private limited-HG-RO-MUM,Health & Glow Private limited-HG-RO-MUM,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),4,Feb'26–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Health & Glow,Health & Glow Private limited-HG-RO-MUM,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,M/S KOTTARAM BUSINESS CORPORATION-MT,M/S KOTTARAM BUSINESS CORPORATION,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),3,Apr'25–Sep'25,3.0,2.51,3.36,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),M/S KOTTARAM BUSINESS,M/S KOTTARAM BUSINESS,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101841),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,M/S KOTTARAM BUSINESS CORPORATION-MT,M/S KOTTARAM BUSINESS CORPORATION,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),3,Aug'25–Nov'25,100.0,100.0,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),M/S KOTTARAM BUSINESS,M/S KOTTARAM BUSINESS,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101841),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,M/S KOTTARAM BUSINESS CORPORATION-MT,M/S KOTTARAM BUSINESS CORPORATION,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),4,Apr'25–Sep'25,0.75,0.23,1.81,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),M/S KOTTARAM BUSINESS,M/S KOTTARAM BUSINESS,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101841),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,M/S KOTTARAM BUSINESS CORPORATION-MT,M/S KOTTARAM BUSINESS CORPORATION,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),4,Apr'25–Sep'25,3.28,1.28,4.53,Medium,Multi-chain distributor; split by secondary Cont% — validate (3 chains),,Y,Y,,,Validated (Cross-Ref),M/S KOTTARAM BUSINESS,M/S KOTTARAM BUSINESS,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101841),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,R.C. Trade Link H&G,R.C. Trade Link H&G,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),6,Jun'25–Feb'26,100.0,100.0,100.0,High,Distributor serving a single chain,,,,,,Validated (Cross-Ref),R.C. Trade Link H&G,R.C. Trade Link H&G,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102125),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,R.C. Trade Link H&G,R.C. Trade Link H&G,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),7,Jun'25–Feb'26,100.0,100.0,100.0,High,Distributor serving a single chain,,,,,,Validated (Cross-Ref),R.C. Trade Link H&G,R.C. Trade Link H&G,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102125),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,R.C. Trade Link H&G,R.C. Trade Link H&G,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Feb'26,100.0,100.0,100.0,High,Distributor serving a single chain,,,,,,Validated (Cross-Ref),R.C. Trade Link H&G,R.C. Trade Link H&G,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102125),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,R.C. Trade Link H&G,R.C. Trade Link H&G,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),7,Jun'25–Feb'26,100.0,100.0,100.0,High,Distributor serving a single chain,,,,,,Validated (Cross-Ref),R.C. Trade Link H&G,R.C. Trade Link H&G,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1102125),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Sri Vijaya Durga Agencies_Mt,Sri Vijaya Durga Agencies,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,28.52,0.14,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (7 chains),,Y,Y,,,Validated (Cross-Ref),Sri Vijaya Durga Agencies,Sri Vijaya Durga Agencies,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101181),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Sri Vijaya Durga Agencies_Mt,Sri Vijaya Durga Agencies,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),13,Apr'25–May'26,92.86,29.87,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (7 chains),,Y,Y,,,Validated (Cross-Ref),Sri Vijaya Durga Agencies,Sri Vijaya Durga Agencies,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101181),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Sri Vijaya Durga Agencies_Mt,Sri Vijaya Durga Agencies,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,0.21,0.02,0.58,Medium,Multi-chain distributor; split by secondary Cont% — validate (7 chains),,Y,Y,,,Validated (Cross-Ref),Sri Vijaya Durga Agencies,Sri Vijaya Durga Agencies,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101181),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Sri Vijaya Durga Agencies_Mt,Sri Vijaya Durga Agencies,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),14,Apr'25–May'26,24.59,0.28,92.69,Medium,Multi-chain distributor; split by secondary Cont% — validate (7 chains),,Y,Y,,,Validated (Cross-Ref),Sri Vijaya Durga Agencies,Sri Vijaya Durga Agencies,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1101181),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),7,Nov'25–May'26,49.83,28.53,85.55,Medium,Multi-chain distributor; split by secondary Cont% — validate (8 chains),,Y,Y,,,Validated (Cross-Ref),VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES-TG,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1104539),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),7,Nov'25–May'26,86.05,60.67,104.51,Medium,Multi-chain distributor; split by secondary Cont% — validate (8 chains),,Y,Y,,,Validated (Cross-Ref),VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES-TG,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1104539),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES,Dist.,Dr. Sheth's,Monthly dynamic Cont% (secondary-driven),5,Dec'25–Apr'26,100.0,100.0,100.0,Medium,Multi-chain distributor; split by secondary Cont% — validate (8 chains),,Y,Y,,,Validated (Cross-Ref),VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES-TG,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1104539),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),7,Nov'25–May'26,6.02,0.32,17.4,Medium,Multi-chain distributor; split by secondary Cont% — validate (8 chains),,Y,Y,,,Validated (Cross-Ref),VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES-TG,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1104539),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),6,Nov'25–May'26,16.03,6.06,40.3,Medium,Multi-chain distributor; split by secondary Cont% — validate (8 chains),,Y,Y,,,Validated (Cross-Ref),VENKATESHWARA AGENCIES-TG,VENKATESHWARA AGENCIES-TG,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1104539),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Vanaja Agencies_Mt,Vanaja Agencies,Dist.,Aqualogica,Monthly dynamic Cont% (secondary-driven),5,Apr'25–Aug'25,35.95,18.18,49.37,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains),,Y,Y,,,Validated (Cross-Ref),Vanaja Agencies-MT,Vanaja Agencies-MT,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100998),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Vanaja Agencies_Mt,Vanaja Agencies,Dist.,BBlunt,Monthly dynamic Cont% (secondary-driven),5,Apr'25–Aug'25,82.85,57.58,95.77,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains),,Y,Y,,,Validated (Cross-Ref),Vanaja Agencies-MT,Vanaja Agencies-MT,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100998),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Vanaja Agencies_Mt,Vanaja Agencies,Dist.,Mamaearth,Monthly dynamic Cont% (secondary-driven),5,Apr'25–Aug'25,7.09,4.27,8.98,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains),,Y,Y,,,Validated (Cross-Ref),Vanaja Agencies-MT,Vanaja Agencies-MT,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100998),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Health & Glow,Vanaja Agencies_Mt,Vanaja Agencies,Dist.,The Derma Co.,Monthly dynamic Cont% (secondary-driven),5,Apr'25–Aug'25,56.45,51.64,67.56,Medium,Multi-chain distributor; split by secondary Cont% — validate (9 chains),,Y,Y,,,Validated (Cross-Ref),Vanaja Agencies-MT,Vanaja Agencies-MT,Keep,exact match on Ship-To Name against Confirmed row in CustomerCode_Zone_State_Mapping.csv (Customer Code 1100998),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
