Chain Name,Ship-To Name,Bill-To / Account (inferred),Direct/Distributor,Brand,Month Logic,Months Covered,Month Range,Avg Cont%,Min Cont%,Max Cont%,Mapping Confidence,Remarks,Pri: Low Confidence,Pri: Medium Confidence,Pri: Multi-Chain Distributor,Pri: Negative NSV/Cont,Pri: Name Variant (Merge Candidate),Validation Status,Validated Chain,Validated Account / Bill-To,Mapping Action,Validation Remarks,Validated By,Validated Date
Reliance Retail,Reliance Retail Limited-Tna8,Reliance Retail Limited-Tna8,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),13,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited-Tna8,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited-Tnd5,Reliance Retail Limited-Tnd5,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),12,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited-Tnd5,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited-ZZI0-B,Reliance Retail Limited-ZZI0-B,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),11,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited-ZZI0-B,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited-ZZI0-B,Reliance Retail Limited-ZZI0-B,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),13,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited-ZZI0-B,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_2302,Reliance Retail Limited_2302,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_2302,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_2364,Reliance Retail Limited_2364,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,May'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_2364,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_2995,Reliance Retail Limited_2995,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_2995,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_2996,Reliance Retail Limited_2996,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_2996,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_3210,Reliance Retail Limited_3210,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_3210,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_3210,Reliance Retail Limited_3210,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),4,Oct'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_3210,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_6209,Reliance Retail Limited_6209,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_6209,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_6221,Reliance Retail Limited_6221,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_6221,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_6717,Reliance Retail Limited_6717,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_6717,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_6719,Reliance Retail Limited_6719,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_6719,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_6722,Reliance Retail Limited_6722,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_6722,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_6722,Reliance Retail Limited_6722,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Oct'25–Oct'25,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_6722,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_6727,Reliance Retail Limited_6727,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_6727,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR00,Reliance Retail Limited_FR00,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR00,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR00,Reliance Retail Limited_FR00,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Oct'25–Oct'25,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR00,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR03,Reliance Retail Limited_FR03,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR03,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR03,Reliance Retail Limited_FR03,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Oct'25–Oct'25,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR03,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR10,Reliance Retail Limited_FR10,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR10,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR27,Reliance Retail Limited_FR27,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),13,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR27,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR30,Reliance Retail Limited_FR30,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR30,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR30,Reliance Retail Limited_FR30,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Oct'25–Oct'25,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR30,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR60,Reliance Retail Limited_FR60,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR60,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR60,Reliance Retail Limited_FR60,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),1,Oct'25–Oct'25,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR60,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR62,Reliance Retail Limited_FR62,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR62,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR62,Reliance Retail Limited_FR62,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR62,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR62,Reliance Retail Limited_FR62,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR62,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR62,Reliance Retail Limited_FR62,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR62,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR64,Reliance Retail Limited_FR64,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR64,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR76,Reliance Retail Limited_FR76,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR76,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR76,Reliance Retail Limited_FR76,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR76,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR76,Reliance Retail Limited_FR76,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR76,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FR76,Reliance Retail Limited_FR76,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FR76,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRAQ,Reliance Retail Limited_FRAQ,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRAQ,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRAT,Reliance Retail Limited_FRAT,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRAT,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRAT,Reliance Retail Limited_FRAT,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRAT,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRAT,Reliance Retail Limited_FRAT,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRAT,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRAT,Reliance Retail Limited_FRAT,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRAT,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBD,Reliance Retail Limited_FRBD,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBD,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBR,Reliance Retail Limited_FRBR,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBR,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBS,Reliance Retail Limited_FRBS,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBS,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBS,Reliance Retail Limited_FRBS,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBS,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBS,Reliance Retail Limited_FRBS,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBS,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBS,Reliance Retail Limited_FRBS,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBS,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBU,Reliance Retail Limited_FRBU,Direct,Aqualogica,Monthly dynamic Cont% (secondary-driven),8,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBU,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBU,Reliance Retail Limited_FRBU,Direct,BBlunt,Monthly dynamic Cont% (secondary-driven),9,Apr'25–Mar'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBU,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBU,Reliance Retail Limited_FRBU,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBU,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBU,Reliance Retail Limited_FRBU,Direct,The Derma Co.,Monthly dynamic Cont% (secondary-driven),10,Apr'25–Apr'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBU,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRBW,Reliance Retail Limited_FRBW,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRBW,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRCG,Reliance Retail Limited_FRCG,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),11,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRCG,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
Reliance Retail,Reliance Retail Limited_FRCH,Reliance Retail Limited_FRCH,Direct,Mamaearth,Monthly dynamic Cont% (secondary-driven),10,Apr'25–May'26,100.0,100.0,100.0,High,Direct ship-to → single chain (1:1),,,,,,Validated (High-Confidence Auto),Reliance Retail,Reliance Retail Limited_FRCH,Keep,no Confirmed cross-reference found; auto-accepted as a direct 1:1 ship-to->chain mapping (High confidence per the file's own methodology),mtagent pbi audit (cross-ref CustomerCode_Zone_State_Mapping.csv),2026-07-14
