Ship To Name,Direct/Distributor,Chain Name,State,Zone,NSV,MRP value,Brand,Revised month,Month,FY,Channel,Unique,Calulation for unique,Cont%
Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,Direct,Metro-CNC-RRL,Punjab,North,0.2,0.4,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF45383NorthPunjabMamaearthFY_24-25MTDirectApril'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,Delhi,North,1.6,2.5,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC45383NorthDelhiAqualogicaFY_24-25MTDirectApril'241.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,Delhi,North,0.2,0.3,BBlunt,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC45383NorthDelhiBBluntFY_24-25MTDirectApril'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,Delhi,North,0.3,0.7,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC45383NorthDelhiMamaearthFY_24-25MTDirectApril'240.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Direct,Metro-CNC-RRL,Delhi,North,2.0,3.2,The Derma Co,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC45383NorthDelhiThe Derma CoFY_24-25MTDirectApril'242.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI,Direct,Metro-CNC-RRL,Punjab,North,-0.2,-0.4,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI45383NorthPunjabMamaearthFY_24-25MTDirectApril'24-0.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK,Direct,Metro-CNC-RRL,Punjab,North,0.1,0.1,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK45383NorthPunjabMamaearthFY_24-25MTDirectApril'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Direct,Metro-CNC-RRL,Delhi,North,1.1,2.2,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI45383NorthDelhiMamaearthFY_24-25MTDirectApril'241.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV,Direct,Metro-CNC-RRL,UPW,North,0.6,1.1,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV45383NorthUPWMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,West Bengal,East,1.6,2.5,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS45383EastWest BengalAqualogicaFY_24-25MTDirectApril'241.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,West Bengal,East,0.1,0.2,BBlunt,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS45383EastWest BengalBBluntFY_24-25MTDirectApril'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,West Bengal,East,0.6,1.3,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS45383EastWest BengalMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,Direct,Metro-CNC-RRL,West Bengal,East,2.9,4.5,The Derma Co,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS45383EastWest BengalThe Derma CoFY_24-25MTDirectApril'242.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_DC33(T0SQ),Direct,Metro-CNC-RRL,Karnataka,South-1,2.3,4.1,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_DC33(T0SQ)45383South-1KarnatakaMamaearthFY_24-25MTDirectApril'242.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T0SO,Direct,Metro-CNC-RRL,Karnataka,South-1,1.0,2.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T0SO45383South-1KarnatakaMamaearthFY_24-25MTDirectApril'241.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2LW,Direct,Metro-CNC-RRL,Madhya Pradesh,North,-2.7,-4.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2LW45383NorthMadhya PradeshMamaearthFY_24-25MTDirectApril'24-2.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2ND,Direct,Metro-CNC-RRL,Jharkhand,East,-0.2,-0.3,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2ND45383EastJharkhandMamaearthFY_24-25MTDirectApril'24-0.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2OX,Direct,Metro-CNC-RRL,Rajasthan,North,-1.9,-3.5,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2OX45383NorthRajasthanMamaearthFY_24-25MTDirectApril'24-1.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2QA,Direct,Metro-CNC-RRL,Madhya Pradesh,North,-1.4,-2.5,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2QA45383NorthMadhya PradeshMamaearthFY_24-25MTDirectApril'24-1.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T2TG,Direct,Metro-CNC-RRL,Rajasthan,North,-0.1,-0.2,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T2TG45383NorthRajasthanMamaearthFY_24-25MTDirectApril'24-0.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Metro Cash & Carry India Pvt Ltd_T3DM,Direct,Metro-CNC-RRL,Haryana,North,-1.2,-2.1,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Metro Cash & Carry India Pvt Ltd_T3DM45383NorthHaryanaMamaearthFY_24-25MTDirectApril'24-1.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Octopolis Technologies Pvt Ltd,Direct,Apna Klub,UPW,North,4.5,7.3,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Octopolis Technologies Pvt Ltd45383NorthUPWMamaearthFY_24-25MTDirectApril'244.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Relaince Retail _Madhavaram- TNB8,Direct,Reliance Retail,Tamil Nadu,South-1,0.7,1.2,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Relaince Retail _Madhavaram- TNB845383South-1Tamil NaduMamaearthFY_24-25MTDirectApril'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Relaince Retail _Mysore_2994,Direct,Reliance Retail,Karnataka,South-1,0.5,0.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Relaince Retail _Mysore_299445383South-1KarnatakaMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Relaince Retail _RAJAJI NAGAR- FR49,Direct,Reliance Retail,Karnataka,South-1,0.3,0.6,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Relaince Retail _RAJAJI NAGAR- FR4945383South-1KarnatakaMamaearthFY_24-25MTDirectApril'240.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Relaince Retail_Davanagere- TNC0,Direct,Reliance Retail,Karnataka,South-1,0.7,1.2,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Relaince Retail_Davanagere- TNC045383South-1KarnatakaMamaearthFY_24-25MTDirectApril'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Relaince Retail_Hubballi_2997,Direct,Reliance Retail,Karnataka,South-1,0.7,1.3,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Relaince Retail_Hubballi_299745383South-1KarnatakaMamaearthFY_24-25MTDirectApril'240.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Relaince Retail_Nagercoil- 3338,Direct,Reliance Retail,Tamil Nadu,South-1,1.0,1.7,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Relaince Retail_Nagercoil- 333845383South-1Tamil NaduMamaearthFY_24-25MTDirectApril'241.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ce08,Direct,Reliance Retail,Jharkhand,East,0.6,0.9,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Ce0845383EastJharkhandAqualogicaFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ce08,Direct,Reliance Retail,Jharkhand,East,20.4,49.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Ce0845383EastJharkhandMamaearthFY_24-25MTDirectApril'2420.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cf08,Direct,Reliance Retail,Mumbai,West,0.5,0.8,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Cf0845383WestMumbaiAqualogicaFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cf08,Direct,Reliance Retail,Mumbai,West,15.8,38.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Cf0845383WestMumbaiMamaearthFY_24-25MTDirectApril'2415.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Cm08,Direct,Reliance Retail,Pune,West,8.6,18.3,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Cm0845383WestPuneMamaearthFY_24-25MTDirectApril'248.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ct08,Direct,Reliance Retail,Rajasthan,North,0.5,0.8,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Ct0845383NorthRajasthanAqualogicaFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ct08,Direct,Reliance Retail,Rajasthan,North,9.3,21.1,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Ct0845383NorthRajasthanMamaearthFY_24-25MTDirectApril'249.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ea08,Direct,Reliance Retail,Haryana,North,0.2,0.4,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Ea0845383NorthHaryanaAqualogicaFY_24-25MTDirectApril'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Ea08,Direct,Reliance Retail,Haryana,North,18.6,45.4,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Ea0845383NorthHaryanaMamaearthFY_24-25MTDirectApril'2418.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Fb08,Direct,Reliance Retail,Punjab,North,0.5,0.8,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Fb0845383NorthPunjabAqualogicaFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Fb08,Direct,Reliance Retail,Punjab,North,12.2,29.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Fb0845383NorthPunjabMamaearthFY_24-25MTDirectApril'2412.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Fd08,Direct,Reliance Retail,Karnataka,South-1,0.4,0.6,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Fd0845383South-1KarnatakaMamaearthFY_24-25MTDirectApril'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited R301,Direct,Reliance Retail,Telangana,South-2,0.5,1.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited R30145383South-2TelanganaMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited R426,Direct,Reliance Retail,West Bengal,East,1.1,1.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited R42645383EastWest BengalMamaearthFY_24-25MTDirectApril'241.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited R468,Direct,Reliance Retail,Andhra Pradesh,South-2,1.5,2.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited R46845383South-2Andhra PradeshMamaearthFY_24-25MTDirectApril'241.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited R701,Direct,Reliance Retail,Gujarat,West,0.6,0.9,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited R70145383WestGujaratAqualogicaFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited R701,Direct,Reliance Retail,Gujarat,West,25.8,65.7,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited R70145383WestGujaratMamaearthFY_24-25MTDirectApril'2425.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited R801,Direct,Reliance Retail,Orissa,East,0.4,0.7,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited R80145383EastOrissaAqualogicaFY_24-25MTDirectApril'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited R801,Direct,Reliance Retail,Orissa,East,35.2,86.2,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited R80145383EastOrissaMamaearthFY_24-25MTDirectApril'2435.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Sc79,Direct,Reliance Retail,Mumbai,West,0.5,0.8,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Sc7945383WestMumbaiAqualogicaFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Sc79,Direct,Reliance Retail,Mumbai,West,6.3,15.7,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Sc7945383WestMumbaiMamaearthFY_24-25MTDirectApril'246.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited Sc86,Direct,Reliance Retail,Karnataka,South-1,2.0,4.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited Sc8645383South-1KarnatakaMamaearthFY_24-25MTDirectApril'242.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_2364,Direct,Reliance Retail,Haryana,North,0.9,1.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_236445383NorthHaryanaMamaearthFY_24-25MTDirectApril'240.9,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_2995,Direct,Reliance Retail,Haryana,North,0.6,1.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_299545383NorthHaryanaMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_2996,Direct,Reliance Retail,Punjab,North,0.6,1.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_299645383NorthPunjabMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_3210,Direct,Reliance Retail,Madhya Pradesh,North,0.1,0.2,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_321045383NorthMadhya PradeshMamaearthFY_24-25MTDirectApril'240.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_6221,Direct,Reliance Retail,Mumbai,West,0.4,0.7,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_622145383WestMumbaiMamaearthFY_24-25MTDirectApril'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_6722,Direct,Reliance Retail,Delhi,North,0.5,0.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_672245383NorthDelhiMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_6727,Direct,Reliance Retail,Haryana,North,0.5,0.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_672745383NorthHaryanaMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Cy08-Kerala,Direct,Reliance Retail,Kerala,South-1,10.0,24.5,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_Cy08-Kerala45383South-1KeralaMamaearthFY_24-25MTDirectApril'2410.0,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FR00,Direct,Reliance Retail,Mumbai,West,0.6,1.1,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FR0045383WestMumbaiMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FR02,Direct,Reliance Retail,Mumbai,West,0.5,0.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FR0245383WestMumbaiMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FR03,Direct,Reliance Retail,Mumbai,West,0.6,1.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FR0345383WestMumbaiMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FR10,Direct,Reliance Retail,Mumbai,West,0.6,1.1,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FR1045383WestMumbaiMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FR27,Direct,Reliance Retail,Madhya Pradesh,North,0.2,0.4,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FR2745383NorthMadhya PradeshMamaearthFY_24-25MTDirectApril'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FR30,Direct,Reliance Retail,Madhya Pradesh,North,0.3,0.5,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FR3045383NorthMadhya PradeshMamaearthFY_24-25MTDirectApril'240.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FR31,Direct,Reliance Retail,Madhya Pradesh,North,0.4,0.7,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FR3145383NorthMadhya PradeshMamaearthFY_24-25MTDirectApril'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Fr87,Direct,Reliance Retail,Haryana,North,0.6,0.9,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_Fr8745383NorthHaryanaAqualogicaFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Fr87,Direct,Reliance Retail,Haryana,North,22.5,55.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_Fr8745383NorthHaryanaMamaearthFY_24-25MTDirectApril'2422.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Fr89,Direct,Reliance Retail,UPW,North,0.5,0.8,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_Fr8945383NorthUPWAqualogicaFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Fr89,Direct,Reliance Retail,UPW,North,3.7,7.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_Fr8945383NorthUPWMamaearthFY_24-25MTDirectApril'243.7,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Fraz,Direct,Reliance Retail,Punjab,North,0.5,0.8,Aqualogica,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_Fraz45383NorthPunjabAqualogicaFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_Fraz,Direct,Reliance Retail,Punjab,North,11.1,25.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_Fraz45383NorthPunjabMamaearthFY_24-25MTDirectApril'2411.1,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRBD,Direct,Reliance Retail,Punjab,North,0.8,1.4,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRBD45383NorthPunjabMamaearthFY_24-25MTDirectApril'240.8,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRCQ,Direct,Reliance Retail,Haryana,North,0.3,0.5,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRCQ45383NorthHaryanaMamaearthFY_24-25MTDirectApril'240.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRCS,Direct,Reliance Retail,Delhi,North,0.3,0.6,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRCS45383NorthDelhiMamaearthFY_24-25MTDirectApril'240.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDA,Direct,Reliance Retail,Rajasthan,North,0.6,1.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRDA45383NorthRajasthanMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDB,Direct,Reliance Retail,Delhi,North,0.6,1.0,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRDB45383NorthDelhiMamaearthFY_24-25MTDirectApril'240.6,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDI,Direct,Reliance Retail,UPW,North,0.3,0.5,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRDI45383NorthUPWMamaearthFY_24-25MTDirectApril'240.3,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDK,Direct,Reliance Retail,UPW,North,0.5,0.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRDK45383NorthUPWMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDL,Direct,Reliance Retail,UPW,North,0.2,0.4,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRDL45383NorthUPWMamaearthFY_24-25MTDirectApril'240.2,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDP,Direct,Reliance Retail,Rajasthan,North,0.4,0.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRDP45383NorthRajasthanMamaearthFY_24-25MTDirectApril'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRDT,Direct,Reliance Retail,Rajasthan,North,0.5,0.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRDT45383NorthRajasthanMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FREM,Direct,Reliance Retail,Rajasthan,North,0.5,0.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FREM45383NorthRajasthanMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRER,Direct,Reliance Retail,Rajasthan,North,0.4,0.7,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRER45383NorthRajasthanMamaearthFY_24-25MTDirectApril'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FREX,Direct,Reliance Retail,UPE,North,0.5,0.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FREX45383NorthUPEMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFA,Direct,Reliance Retail,UPE,North,0.4,0.8,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRFA45383NorthUPEMamaearthFY_24-25MTDirectApril'240.4,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFK,Direct,Reliance Retail,UPE,North,0.5,0.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRFK45383NorthUPEMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRFR,Direct,Reliance Retail,Uttarakhand,North,0.5,0.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRFR45383NorthUttarakhandMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
Reliance Retail Limited_FRGC,Direct,Reliance Retail,UPE,North,0.5,0.9,Mamaearth,2024-04-01,April'24,FY_24-25,MT,Reliance Retail Limited_FRGC45383NorthUPEMamaearthFY_24-25MTDirectApril'240.5,C3&K3&G3&F3&J3&M3&N3&D3&L3&H3,
