Month,Bill to customer,Brand,Chain Name,NSV
Aug'24,Apollo Healthco Limited_Faridabad,Mamaearth,Apollo Healthco,9.278375299999995
Aug'24,Apollo Healthco Limited_Faridabad,The Derma Co,Apollo Healthco,2.941687900000001
Aug'24,Apollo Healthco Limited_Rajasthan,Mamaearth,Apollo Healthco,1.2890012000000004
Aug'24,Apollo Healthco Limited-Bangalore,Mamaearth,Apollo Healthco,1.0095254
Aug'24,Apollo Healthco Limited-Chennai,Mamaearth,Apollo Healthco,0.25116099999999997
Aug'24,APOLLO HEALTHCO LIMITED-Chittor,Mamaearth,Apollo Healthco,0.5325686000000001
Aug'24,Apollo Healthco Limited-Goa,Mamaearth,Apollo Healthco,-0.09892369999999999
Aug'24,Apollo Healthco Limited-Hubbli,Mamaearth,Apollo Healthco,2.2403996
Aug'24,APOLLO HEALTHCO LIMITED-HYD,Mamaearth,Apollo Healthco,0.39058479999999995
Aug'24,Apollo Healthco Limited-Kochi,Mamaearth,Apollo Healthco,0.0892811
Aug'24,APOLLO HEALTHCO LIMITED-Madurai,Mamaearth,Apollo Healthco,0.5453046
Aug'24,Apollo Healthco Limited-Sanath Nagar,Mamaearth,Apollo Healthco,0.25372880000000003
Aug'24,APOLLO HEALTHCO LIMITED-WB,Mamaearth,Apollo Healthco,0.3994654
Aug'24,APOLLO HEALTHCO LIMITED-WB-2,Mamaearth,Apollo Healthco,0.7037973999999999
Aug'24,Apollo Healthco Ltd_Raipur,Mamaearth,Apollo Healthco,1.4875929
Aug'24,Avenue E Commerce Limited(Kiwale),Aqualogica,D-Mart,0.11635219999999998
Aug'24,Avenue E Commerce Limited(Kiwale),The Derma Co,D-Mart,0.2841558
Aug'24,Avenue E Commerce Limited(Kushaiguda),Aqualogica,D-Mart,0.06998639999999999
Aug'24,Avenue E Commerce Limited(Kushaiguda),The Derma Co,D-Mart,0.2283863
Aug'24,Avenue E Commerce Limited(Nahur),Aqualogica,D-Mart,0.0729769
Aug'24,Avenue E Commerce Limited(Nahur),The Derma Co,D-Mart,0.17652350000000003
Aug'24,Avenue E Commerce Limited_GachibowlI,Aqualogica,D-Mart,0.042589499999999995
Aug'24,Avenue E Commerce Limited_GachibowlI,The Derma Co,D-Mart,0.2283846
Aug'24,Avenue E Commerce Limited_Panvel-2,Aqualogica,D-Mart,0.045575599999999994
Aug'24,Avenue E Commerce Ltd -Handewadi FC,Aqualogica,D-Mart,0.1125775
Aug'24,Avenue E Commerce Ltd -Handewadi FC,The Derma Co,D-Mart,0.22838889999999995
Aug'24,Avenue E Commerce Ltd -Nagpur-FC,Aqualogica,D-Mart,0.1277674
Aug'24,Avenue E Commerce Ltd -Nagpur-FC,The Derma Co,D-Mart,0.08529959999999999
Aug'24,Avenue E Commerce Ltd -Nashik AAR0-FC,Aqualogica,D-Mart,0.1125775
Aug'24,Avenue E Commerce Ltd -Nashik AAR0-FC,The Derma Co,D-Mart,0.2283889
Aug'24,Avenue E Commerce Ltd_CadburyFC.,Aqualogica,D-Mart,0.11257369999999998
Aug'24,Avenue E Commerce Ltd_CadburyFC.,The Derma Co,D-Mart,0.0669341
Aug'24,Avenue E Commerce Ltd_Manpada,Aqualogica,D-Mart,0.015193199999999999
Aug'24,Avenue E Commerce Ltd_Manpada,The Derma Co,D-Mart,0.097383
Aug'24,Avenue E Commerce Ltd_PeddaAmberpetFC,Aqualogica,D-Mart,0.06998639999999999
Aug'24,Avenue E Commerce Ltd_PeddaAmberpetFC,The Derma Co,D-Mart,0.22838620000000004
Aug'24,Avenue Supermarts Ltd.-4905,Mamaearth,D-Mart,0.5161866
Aug'24,Avenue Supermarts Ltd.-DC-1031,Mamaearth,D-Mart,-6.132270500000001
Aug'24,Avenue Supermarts Ltd.-DC-1032,Mamaearth,D-Mart,84.01897419999997
Aug'24,Avenue Supermarts Ltd.-DC-1039,BBlunt,D-Mart,0.8031356
Aug'24,Avenue Supermarts Ltd.-DC-1039,Mamaearth,D-Mart,60.8720248
Aug'24,Avenue Supermarts Ltd.-DC-1049,Mamaearth,D-Mart,20.641737799999998
Aug'24,Avenue Supermarts Ltd.-DC-1050,Mamaearth,D-Mart,24.3053141
Aug'24,Avenue Supermarts Ltd.-DC-1068,Mamaearth,D-Mart,32.237322
Aug'24,Avenue Supermarts Ltd_2003-Eros Ghaziabad,Mamaearth,D-Mart,-0.3209235
Aug'24,Avenue Supermarts Ltd_4901,Mamaearth,D-Mart,0.9653044000000001
Aug'24,Avenue Supermarts Ltd_4902,Mamaearth,D-Mart,1.4564489999999999
Aug'24,Avenue Supermarts Ltd_4904,Mamaearth,D-Mart,0.6963391
Aug'24,Avenue Supermarts Ltd_4906,Mamaearth,D-Mart,0.6045756
Aug'24,Avenue Supermarts Ltd-1501,Mamaearth,D-Mart,-0.435322
Aug'24,Guardian Healthcare Services Pvt Ltd(DL),Aqualogica,Guardian,0.0243458
Aug'24,Guardian Healthcare Services Pvt Ltd(DL),Mamaearth,Guardian,0.3577749
Aug'24,Guardian Healthcare Services Pvt Ltd(DL),The Derma Co,Guardian,0.036608100000000005
Aug'24,Metro Cash & Carry India Pvt Ltd -(DC27)-T0SJ,BBlunt,Metro-CNC-RRL,0.1638293
Aug'24,Metro Cash & Carry India Pvt Ltd -(DC27)-T0SJ,Mamaearth,Metro-CNC-RRL,0.6503400999999999
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,BBlunt,Metro-CNC-RRL,0.034322
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC10)-T0SM,Mamaearth,Metro-CNC-RRL,2.1988734
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,BBlunt,Metro-CNC-RRL,0.0608642
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,Mamaearth,Metro-CNC-RRL,1.685382
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC11)-T0SL,The Derma Co,Metro-CNC-RRL,0.0354916
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Aqualogica,Metro-CNC-RRL,5.934604599999999
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,BBlunt,Metro-CNC-RRL,-0.15284740000000002
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,Mamaearth,Metro-CNC-RRL,2.3005352999999995
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC12)-T0QX,The Derma Co,Metro-CNC-RRL,2.2754947
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC15)-T0QY,Mamaearth,Metro-CNC-RRL,-1.5522293
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC16)-T0QZ,BBlunt,Metro-CNC-RRL,-0.1029662
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC16)-T0QZ,Mamaearth,Metro-CNC-RRL,-0.10699090000000004
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC17)-T0QT,Mamaearth,Metro-CNC-RRL,0.08711229999999998
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC18)-T0SN,BBlunt,Metro-CNC-RRL,0.1217288
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC18)-T0SN,Mamaearth,Metro-CNC-RRL,0.6079963999999998
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC18)-T0SN,The Derma Co,Metro-CNC-RRL,0.5149602
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC20)-T0RK,Mamaearth,Metro-CNC-RRL,-1.1644475999999995
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Aqualogica,Metro-CNC-RRL,4e-06
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,BBlunt,Metro-CNC-RRL,0.5086584
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,Mamaearth,Metro-CNC-RRL,-0.4062831999999999
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC23)-T0RL,The Derma Co,Metro-CNC-RRL,0.21099299999999988
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC24)-T0RJ,BBlunt,Metro-CNC-RRL,0.1981533
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC24)-T0RJ,Mamaearth,Metro-CNC-RRL,-1.0309576000000005
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC25)-T0RB,Mamaearth,Metro-CNC-RRL,1.3575934000000003
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,Aqualogica,Metro-CNC-RRL,0.1519332
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,BBlunt,Metro-CNC-RRL,0.4306263000000001
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC26)-T0SP,Mamaearth,Metro-CNC-RRL,-0.23818649999999972
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC28)-T0RF,Mamaearth,Metro-CNC-RRL,1.1674167
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,BBlunt,Metro-CNC-RRL,-0.0951875
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC29)-T0RA,Mamaearth,Metro-CNC-RRL,-0.4103703999999999
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC30)-T0RM,Mamaearth,Metro-CNC-RRL,0.11504260000000004
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC32)-T0QU,Mamaearth,Metro-CNC-RRL,1.0255486
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC37)-T0RD,BBlunt,Metro-CNC-RRL,-0.042101000000000006
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC37)-T0RD,Mamaearth,Metro-CNC-RRL,0.8783164000000001
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,Aqualogica,Metro-CNC-RRL,0.1044518
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,BBlunt,Metro-CNC-RRL,0.0143006
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,Mamaearth,Metro-CNC-RRL,0.34830149999999993
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC43)-T2YF,The Derma Co,Metro-CNC-RRL,0.0639965
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC45)-T0RE,BBlunt,Metro-CNC-RRL,-0.0686437
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC45)-T0RE,Mamaearth,Metro-CNC-RRL,-0.17418689999999995
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Aqualogica,Metro-CNC-RRL,1.8000000000000004e-05
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,BBlunt,Metro-CNC-RRL,0.38486439999999994
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,Mamaearth,Metro-CNC-RRL,0.49350020000000006
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC46)-T0RC,The Derma Co,Metro-CNC-RRL,2.4000000000000007e-05
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI,BBlunt,Metro-CNC-RRL,-0.08150600000000001
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC47)-T0SI,Mamaearth,Metro-CNC-RRL,9.9156516
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK,BBlunt,Metro-CNC-RRL,0.2246981
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC48)-T0SK,Mamaearth,Metro-CNC-RRL,-0.15569739999999993
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,BBlunt,Metro-CNC-RRL,0.0171608
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC52)-T0RI,Mamaearth,Metro-CNC-RRL,0.8500856
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC53)-T0QV,Mamaearth,Metro-CNC-RRL,-0.5368809
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC54)-T0QW,Mamaearth,Metro-CNC-RRL,0.6994745000000001
Aug'24,Metro Cash & Carry India Pvt Ltd-(DC60)-T0QS,The Derma Co,Metro-CNC-RRL,-0.0354915
Aug'24,Metro Cash & Carry India Pvt Ltd_DC33(T0SQ),Mamaearth,Metro-CNC-RRL,0.6743726000000001
Aug'24,Metro Cash & Carry India Pvt Ltd_T2FM,Aqualogica,Metro-CNC-RRL,0.019981600000000002
Aug'24,Metro Cash & Carry India Pvt Ltd_T2FM,BBlunt,Metro-CNC-RRL,0.1295085
Aug'24,Metro Cash & Carry India Pvt Ltd_T2FM,Mamaearth,Metro-CNC-RRL,1.9174932999999998
Aug'24,Metro Cash & Carry India Pvt Ltd_T2FM,The Derma Co,Metro-CNC-RRL,0.27781979999999984
Aug'24,Metro Cash & Carry India Pvt Ltd_T2HL,Mamaearth,Metro-CNC-RRL,1.3663902
Aug'24,Metro Cash & Carry India Pvt Ltd_T2RP,Aqualogica,Metro-CNC-RRL,1.8835836000000001
Aug'24,Metro Cash & Carry India Pvt Ltd_T2RP,Mamaearth,Metro-CNC-RRL,4.945424999999999
Aug'24,Metro Cash & Carry India Pvt Ltd_T2RP,The Derma Co,Metro-CNC-RRL,3.0362906
Aug'24,Reliance Retail Limited Ce08,Aqualogica,Reliance Retail,0.19999540000000002
Aug'24,Reliance Retail Limited Ce08,Mamaearth,Reliance Retail,13.0957003
Aug'24,Reliance Retail Limited Cf08,Aqualogica,Reliance Retail,0.5555414
Aug'24,Reliance Retail Limited Cf08,Mamaearth,Reliance Retail,14.644161
Aug'24,Reliance Retail Limited Cf08,The Derma Co,Reliance Retail,-0.1775764
Aug'24,Reliance Retail Limited Cm08,Mamaearth,Reliance Retail,0.601949
Aug'24,Reliance Retail Limited Ct08,Mamaearth,Reliance Retail,3.5586756000000013
Aug'24,Reliance Retail Limited Ea08,Mamaearth,Reliance Retail,6.162651599999998
Aug'24,Reliance Retail Limited Fb08,Aqualogica,Reliance Retail,0.199995
Aug'24,Reliance Retail Limited Fb08,Mamaearth,Reliance Retail,10.498227800000002
Aug'24,Reliance Retail Limited Fd08,Mamaearth,Reliance Retail,1.3274317999999998
Aug'24,Reliance Retail Limited R301,Mamaearth,Reliance Retail,-0.8446365000000001
Aug'24,Reliance Retail Limited R426,Mamaearth,Reliance Retail,-0.2250678
Aug'24,Reliance Retail Limited R468,Mamaearth,Reliance Retail,0.5516276
Aug'24,Reliance Retail Limited R701,Mamaearth,Reliance Retail,15.030243500000003
Aug'24,Reliance Retail Limited R703,Mamaearth,Reliance Retail,2.7615427
Aug'24,Reliance Retail Limited R801,Aqualogica,Reliance Retail,0.27777029999999997
Aug'24,Reliance Retail Limited R801,Mamaearth,Reliance Retail,19.188364300000003
Aug'24,Reliance Retail Limited Sc79,Aqualogica,Reliance Retail,0.27777080000000004
Aug'24,Reliance Retail Limited Sc79,Mamaearth,Reliance Retail,6.3888545
Aug'24,Reliance Retail Limited Sc79,The Derma Co,Reliance Retail,-0.0887879
Aug'24,Reliance Retail Limited_2364,Mamaearth,Reliance Retail,0.5789122
Aug'24,Reliance Retail Limited_2995,Mamaearth,Reliance Retail,0.287107
Aug'24,Reliance Retail Limited_2996,Mamaearth,Reliance Retail,0.36180109999999993
Aug'24,Reliance Retail Limited_3210,Mamaearth,Reliance Retail,0.2529277
Aug'24,Reliance Retail Limited_6209,Mamaearth,Reliance Retail,0.3971782
Aug'24,Reliance Retail Limited_6221,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_6221,Mamaearth,Reliance Retail,0.22844419999999996
Aug'24,Reliance Retail Limited_6221,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_6717,Mamaearth,Reliance Retail,0.26291129999999996
Aug'24,Reliance Retail Limited_6719,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_6719,Mamaearth,Reliance Retail,0.2406226
Aug'24,Reliance Retail Limited_6719,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_6722,Mamaearth,Reliance Retail,0.31960239999999995
Aug'24,Reliance Retail Limited_6727,Mamaearth,Reliance Retail,0.5780719999999999
Aug'24,Reliance Retail Limited_Cy08-Kerala,Aqualogica,Reliance Retail,0.25938349999999993
Aug'24,Reliance Retail Limited_Cy08-Kerala,Mamaearth,Reliance Retail,18.6374151
Aug'24,Reliance Retail Limited_FR00,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_FR00,Mamaearth,Reliance Retail,0.2492832
Aug'24,Reliance Retail Limited_FR00,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_FR02,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_FR02,Mamaearth,Reliance Retail,0.2119952
Aug'24,Reliance Retail Limited_FR02,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_FR03,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_FR03,Mamaearth,Reliance Retail,0.21102840000000006
Aug'24,Reliance Retail Limited_FR03,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_FR10,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_FR10,Mamaearth,Reliance Retail,0.27351460000000005
Aug'24,Reliance Retail Limited_FR10,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_FR27,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FR30,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FR31,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FR60,Aqualogica,Reliance Retail,1e-05
Aug'24,Reliance Retail Limited_FR60,Mamaearth,Reliance Retail,0.5846643
Aug'24,Reliance Retail Limited_FR60,The Derma Co,Reliance Retail,1.7999999999999997e-05
Aug'24,Reliance Retail Limited_FR62,Aqualogica,Reliance Retail,0.38256270000000003
Aug'24,Reliance Retail Limited_FR62,BBlunt,Reliance Retail,0.26205709999999993
Aug'24,Reliance Retail Limited_FR62,Mamaearth,Reliance Retail,0.3250343
Aug'24,Reliance Retail Limited_FR62,The Derma Co,Reliance Retail,0.5956845999999999
Aug'24,Reliance Retail Limited_FR76,Aqualogica,Reliance Retail,0.45481479999999996
Aug'24,Reliance Retail Limited_FR76,BBlunt,Reliance Retail,0.33246509999999996
Aug'24,Reliance Retail Limited_FR76,Mamaearth,Reliance Retail,0.43915299999999996
Aug'24,Reliance Retail Limited_FR76,The Derma Co,Reliance Retail,0.6710670999999999
Aug'24,Reliance Retail Limited_Fr87,Aqualogica,Reliance Retail,0.184851
Aug'24,Reliance Retail Limited_Fr87,Mamaearth,Reliance Retail,11.9591162
Aug'24,Reliance Retail Limited_Fr87,The Derma Co,Reliance Retail,0.0887878
Aug'24,Reliance Retail Limited_Fr89,Mamaearth,Reliance Retail,4.043711600000001
Aug'24,Reliance Retail Limited_FRAT,Aqualogica,Reliance Retail,0.44370469999999995
Aug'24,Reliance Retail Limited_FRAT,BBlunt,Reliance Retail,0.35099389999999997
Aug'24,Reliance Retail Limited_FRAT,Mamaearth,Reliance Retail,0.4810177000000001
Aug'24,Reliance Retail Limited_FRAT,The Derma Co,Reliance Retail,0.6648945000000002
Aug'24,Reliance Retail Limited_Fraz,Mamaearth,Reliance Retail,14.597726000000002
Aug'24,Reliance Retail Limited_FRBD,Mamaearth,Reliance Retail,0.39906339999999996
Aug'24,Reliance Retail Limited_FRBS,Aqualogica,Reliance Retail,0.45540819999999993
Aug'24,Reliance Retail Limited_FRBS,BBlunt,Reliance Retail,0.29696939999999994
Aug'24,Reliance Retail Limited_FRBS,Mamaearth,Reliance Retail,0.42711079999999996
Aug'24,Reliance Retail Limited_FRBS,The Derma Co,Reliance Retail,0.5236392000000001
Aug'24,Reliance Retail Limited_FRBU,Aqualogica,Reliance Retail,0.4381494
Aug'24,Reliance Retail Limited_FRBU,BBlunt,Reliance Retail,0.16825880000000001
Aug'24,Reliance Retail Limited_FRBU,Mamaearth,Reliance Retail,0.6326698000000001
Aug'24,Reliance Retail Limited_FRBU,The Derma Co,Reliance Retail,0.7178884000000001
Aug'24,Reliance Retail Limited_FRCJ,Mamaearth,Reliance Retail,-0.3390592
Aug'24,Reliance Retail Limited_FRCP,Aqualogica,Reliance Retail,0.4406493
Aug'24,Reliance Retail Limited_FRCP,BBlunt,Reliance Retail,0.12610389999999996
Aug'24,Reliance Retail Limited_FRCP,The Derma Co,Reliance Retail,0.2020468
Aug'24,Reliance Retail Limited_FRCQ,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRCS,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRCT,Aqualogica,Reliance Retail,1.5000000000021032e-05
Aug'24,Reliance Retail Limited_FRCT,BBlunt,Reliance Retail,0.0
Aug'24,Reliance Retail Limited_FRCT,Mamaearth,Reliance Retail,9.999999999999999e-06
Aug'24,Reliance Retail Limited_FRCT,The Derma Co,Reliance Retail,2.2999999999897228e-05
Aug'24,Reliance Retail Limited_FRDA,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRDB,Aqualogica,Reliance Retail,0.17096809999999998
Aug'24,Reliance Retail Limited_FRDB,BBlunt,Reliance Retail,0.13414769999999998
Aug'24,Reliance Retail Limited_FRDB,Mamaearth,Reliance Retail,9.999999999999999e-06
Aug'24,Reliance Retail Limited_FRDB,The Derma Co,Reliance Retail,0.1724086000000001
Aug'24,Reliance Retail Limited_FRDI,Mamaearth,Reliance Retail,0.24031760000000002
Aug'24,Reliance Retail Limited_FRDK,Aqualogica,Reliance Retail,0.1360697
Aug'24,Reliance Retail Limited_FRDK,BBlunt,Reliance Retail,0.12179889999999999
Aug'24,Reliance Retail Limited_FRDK,Mamaearth,Reliance Retail,-0.004134700000000001
Aug'24,Reliance Retail Limited_FRDK,The Derma Co,Reliance Retail,0.28763780000000005
Aug'24,Reliance Retail Limited_FRDL,Aqualogica,Reliance Retail,0.2082342
Aug'24,Reliance Retail Limited_FRDL,BBlunt,Reliance Retail,0.11287850000000002
Aug'24,Reliance Retail Limited_FRDL,Mamaearth,Reliance Retail,9.999999999999999e-06
Aug'24,Reliance Retail Limited_FRDL,The Derma Co,Reliance Retail,0.2619521999999999
Aug'24,Reliance Retail Limited_FRDP,Mamaearth,Reliance Retail,0.18103429999999995
Aug'24,Reliance Retail Limited_FRDT,Mamaearth,Reliance Retail,0.39562649999999994
Aug'24,Reliance Retail Limited_FREM,Mamaearth,Reliance Retail,0.5032762999999998
Aug'24,Reliance Retail Limited_FREX,Mamaearth,Reliance Retail,0.27505569999999996
Aug'24,Reliance Retail Limited_FRFA,Mamaearth,Reliance Retail,0.3647415
Aug'24,Reliance Retail Limited_FRFB,Aqualogica,Reliance Retail,0.4381482
Aug'24,Reliance Retail Limited_FRFB,BBlunt,Reliance Retail,0.3509934999999999
Aug'24,Reliance Retail Limited_FRFB,Mamaearth,Reliance Retail,0.6600248
Aug'24,Reliance Retail Limited_FRFB,The Derma Co,Reliance Retail,0.6981882
Aug'24,Reliance Retail Limited_FRFK,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRFR,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRGC,Mamaearth,Reliance Retail,0.6445549
Aug'24,Reliance Retail Limited_FRGE,Aqualogica,Reliance Retail,0.4464825
Aug'24,Reliance Retail Limited_FRGE,BBlunt,Reliance Retail,0.3509942999999999
Aug'24,Reliance Retail Limited_FRGE,Mamaearth,Reliance Retail,0.4931532
Aug'24,Reliance Retail Limited_FRGE,The Derma Co,Reliance Retail,0.7154641
Aug'24,Reliance Retail Limited_FRGF,Mamaearth,Reliance Retail,0.3304458
Aug'24,Reliance Retail Limited_FRGK,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRGM,Aqualogica,Reliance Retail,1.5e-05
Aug'24,Reliance Retail Limited_FRGM,Mamaearth,Reliance Retail,0.2678249
Aug'24,Reliance Retail Limited_FRGM,The Derma Co,Reliance Retail,2.7e-05
Aug'24,Reliance Retail Limited_FRGW,Mamaearth,Reliance Retail,0.4642762
Aug'24,Reliance Retail Limited_FRHC,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRHF,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRHM,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_FRHR,Mamaearth,Reliance Retail,0.48292020000000013
Aug'24,Reliance Retail Limited_Frhv,Aqualogica,Reliance Retail,0.10004990000000001
Aug'24,Reliance Retail Limited_Frhv,Mamaearth,Reliance Retail,11.958577500000002
Aug'24,RELIANCE RETAIL LIMITED_FRIA,Mamaearth,Reliance Retail,6.8615848999999995
Aug'24,Reliance Retail Limited_S0IX,Aqualogica,Reliance Retail,0.4999878
Aug'24,Reliance Retail Limited_S0IX,Mamaearth,Reliance Retail,8.4936833
Aug'24,Reliance Retail Limited_S0IX,The Derma Co,Reliance Retail,0.5212197000000001
Aug'24,Reliance Retail Limited_SAHO,Mamaearth,Reliance Retail,10.4333559
Aug'24,Reliance Retail Limited_SAOS,Aqualogica,Reliance Retail,0.277771
Aug'24,Reliance Retail Limited_SAOS,Mamaearth,Reliance Retail,10.129567400000003
Aug'24,Reliance Retail Limited_Sb01,Aqualogica,Reliance Retail,-0.046211800000000004
Aug'24,Reliance Retail Limited_Sb01,Mamaearth,Reliance Retail,8.5728206
Aug'24,Reliance Retail Limited_Sb01,The Derma Co,Reliance Retail,-0.0887882
Aug'24,RELIANCE RETAIL LIMITED_SF52,Mamaearth,Reliance Retail,3.5461440000000004
Aug'24,Reliance Retail Limited_Sk8I,Mamaearth,Reliance Retail,-0.82483
Aug'24,Reliance Retail Limited_SL6S,Mamaearth,Reliance Retail,8.5787615
Aug'24,Reliance Retail Limited_T62I,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_T62I,Mamaearth,Reliance Retail,0.41086749999999994
Aug'24,Reliance Retail Limited_T62I,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_T913,Aqualogica,Reliance Retail,0.1573325
Aug'24,Reliance Retail Limited_T913,BBlunt,Reliance Retail,0.11039109999999999
Aug'24,Reliance Retail Limited_T913,Mamaearth,Reliance Retail,9.999999999999999e-06
Aug'24,Reliance Retail Limited_T913,The Derma Co,Reliance Retail,0.2648591
Aug'24,Reliance Retail Limited_T946,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_TB15,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_TDE3,Aqualogica,Reliance Retail,5e-06
Aug'24,Reliance Retail Limited_TDE3,Mamaearth,Reliance Retail,0.18266459999999998
Aug'24,Reliance Retail Limited_TDE3,The Derma Co,Reliance Retail,8.999999999999999e-06
Aug'24,Reliance Retail Limited_TE57,Mamaearth,Reliance Retail,1.3000000000000001e-05
Aug'24,Reliance Retail Limited_TFY8,Mamaearth,Reliance Retail,0.3076918
Aug'24,Reliance Retail Limited_TG87,Mamaearth,Reliance Retail,0.3918732000000001
Aug'24,Reliance Retail Limited_TH94,Mamaearth,Reliance Retail,0.31384340000000005
Aug'24,Reliance Retail Limited_TI77,Mamaearth,Reliance Retail,0.33775910000000003
Aug'24,Reliance Retail Limited_TMW7,Aqualogica,Reliance Retail,6e-06
Aug'24,Reliance Retail Limited_TMW7,Mamaearth,Reliance Retail,0.27555579999999996
Aug'24,Reliance Retail Limited_TMW7,The Derma Co,Reliance Retail,8.999999999999999e-06
