FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code.1,sale in lac,Channel
FY'25-26,May'25,1101548/April/30,8061141814.0,45778.0,Face,,1061120977.0,VISHAL ENTERPRISES_Solapur,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,1200.0,160276.34,28849.73,478800.0,0.6049998538011696,1004.0,1101548.0,Sales,Dist.,West,Maharashtra,VISHAL ENTERPRISES,D-Mart,,1101548.0,1.6027634,MT
FY'25-26,May'25,1101548/April/30,8061141814.0,45778.0,Face,,1061120977.0,VISHAL ENTERPRISES_Solapur,8906087771333.0,80.0,Mamaearth,Sun Care,Face,Sun Care,Ubtan,Mamaearth Ultra Light Indian Sunscreen with Carrot Seed Turmeric & SPF 50 PA+++ - 80ml,499.0,1440.0,261848.26,47132.67,718560.0,0.5699998190826097,1004.0,1101548.0,Sales,Dist.,West,Maharashtra,VISHAL ENTERPRISES,D-Mart,,1101548.0,2.6184826,MT
FY'25-26,May'25,9201566563.0,8061141815.0,45778.0,Face,,1061120595.0,Reliance Retail Limited-SAAH,8904417300512.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 150ml,399.0,80.0,11902.18,2142.42,31920.0,0.5600062656641605,1004.0,1102369.0,Sales,Direct,North,Delhi NCR,Reliance Retail Limited,Reliance Retail Limited,,1102369.0,0.1190218,MT
FY'25-26,May'25,9201566563.0,8061141815.0,45778.0,Face,,1061120595.0,Reliance Retail Limited-SAAH,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,96.0,12984.21,2337.19,38304.0,0.6000052213868003,1004.0,1102369.0,Sales,Direct,North,Delhi NCR,Reliance Retail Limited,Reliance Retail Limited,,1102369.0,0.1298421,MT
FY'25-26,May'25,PO-S000227677,8061141821.0,45778.0,Face,,1061121087.0,Apollo Healthco Limited Faridabad_ShipTo,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,97.0,12299.68,2213.94,38703.0,0.6250001291889518,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,,1101092.0,0.1229968,MT
FY'25-26,May'25,PO-S000227677,8061141821.0,45778.0,Face,,1061121087.0,Apollo Healthco Limited Faridabad_ShipTo,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,1543.0,195653.75,35217.64,615657.0,0.6249999756357842,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,,1101092.0,1.9565375,MT
FY'25-26,May'25,PO-S000227677,8061141821.0,45778.0,Face,,1061121087.0,Apollo Healthco Limited Faridabad_ShipTo,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,40.0,5072.03,912.96,15960.0,0.6250006265664161,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,,1101092.0,0.0507202999999999,MT
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087775645.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299.0,2.0,366.14,65.91,598.0,0.2775083612040134,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0036614,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087775713.0,50.0,The Derma Co.,Sun Care,Face,Sun Care,Hyaluronic Acid,1% Hyaluronic Sunscreen Aqua Gel,499.0,100.0,30553.16,5499.57,49900.0,0.2775004008016033,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.3055316,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417302301.0,60.0,Mamaearth,Others,Face,Facial Kit,Vitamin C,Vitamin C Facial Kit,399.0,9.0,1991.79,358.52,3591.0,0.3454998607630186,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0199179,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417311389.0,50.0,Aqualogica,Sun Care,Face,Sun Care,Illuminate+,Illuminate+ Dewy Sunscreen SPF 50+ PA++++ 50g,449.0,6.0,1649.5,296.91,2694.0,0.2775018559762434,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.016495,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778462.0,50.0,Aqualogica,Sun Care,Face,Sun Care,Glow+,Glow+ Dewy Sunscreen 50gm,449.0,12.0,3299.01,593.82,5388.0,0.2774999999999999,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0329901,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417312867.0,50.0,Mamaearth,Sun Care,Face,Sun Care,Beetroot,ME Beetroot Hydraful Sunscreen 50 g,399.0,63.0,13942.51,2509.65,25137.0,0.3455002585829654,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.1394251,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087771203.0,50.0,Mamaearth,Baby,Baby,Sun Care,Solution Oriented,Mineral Based Sunscreen 50ml,150.0,60.0,4991.94,898.55,9000.0,0.3455011111111111,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0499193999999999,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087772279.0,30.0,Mamaearth,Face Serum,Face,Face Serum,Vitamin C,Skin Illuminate Face Serum for Radiant Skin with Vitamin C & Turmeric Ã¯Â¿Â½ 30 gm,599.0,8.0,2657.93,478.43,4792.0,0.3455008347245409,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0265792999999999,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Color Care,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778325.0,30.0,Mamaearth,Color Care,Color Care,Foundation,Serum Foundation,Glow Serum Foundation / 05 Beige Glow 30 ml,599.0,6.0,1993.45,358.82,3594.0,0.3455008347245409,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0199345,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087775713.0,50.0,The Derma Co.,Sun Care,Face,Sun Care,Hyaluronic Acid,1% Hyaluronic Sunscreen Aqua Gel,499.0,32.0,9777.01,1759.86,15968.0,0.2775006262525049,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0977701,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Color Care,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778660.0,9.0,Mamaearth,Color Care,Color Care,Compact,Oil Control,Glow Oil Control Compact / 04 Almond Glow 9 g,499.0,6.0,1660.65,298.92,2994.0,0.3455010020040079,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0166065,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417311549.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Beetroot,Beetroot Gentle Face Wash 100 ml,269.0,36.0,5371.33,966.84,9684.0,0.3455008261049153,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0537133,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778233.0,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,Ubtan Face Wash 50 ml,125.0,300.0,20799.77,3743.96,37500.0,0.3455005333333333,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.2079977,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Color Care,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417312478.0,4.2,Mamaearth,Color Care,Color Care,Lipstick,Creamy Matte,Creamy Matte Long Stay Lipstick 04 Mauve Bloom,399.0,3.0,663.93,119.51,1197.0,0.3454970760233918,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0066393,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Color Care,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417306002.0,3.5,Mamaearth,Color Care,Color Care,Lipstick,Soft Matte,Soft Matte Long Stay Lipstick 02 Mulberry Pink 3.5 g,399.0,3.0,663.93,119.51,1197.0,0.3454970760233918,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0066393,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417308440.0,100.0,Aqualogica,Face Cleanser,Face,Face Cleanser,Illuminate+,Illuminate+ Smoothie Face Wash 100ml,249.0,3.0,457.38,82.33,747.0,0.2774966532797858,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0045738,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087779032.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 100 ml,269.0,240.0,35808.85,6445.61,64560.0,0.3455009293680298,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.3580885,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417306255.0,50.0,Aqualogica,Sun Care,Face,Sun Care,Detan+,Detan+ Dewy Sunscreen 50 gm,449.0,3.0,824.75,148.46,1347.0,0.2774981440237565,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0082475,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087772095.0,50.0,The Derma Co.,Sun Care,Face,Sun Care,Zinc,Ultra Matte Sunscreen Gel 50gm,699.0,24.0,10271.74,1848.92,16776.0,0.2774999999999999,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.1027174,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087771180.0,150.0,Mamaearth,Baby,Baby,Baby Soap,Solution Oriented,Moisturizing Bathing Bar Soap For Babies pack of 2*75gm,249.0,50.0,6905.52,1243.0,12450.0,0.3455004016064257,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0690552,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Color Care,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778288.0,30.0,Mamaearth,Color Care,Color Care,Foundation,Serum Foundation,Glow Serum Foundation / 01 Ivory Glow 30 ml,599.0,6.0,1993.45,358.82,3594.0,0.3455008347245409,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0199345,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778462.0,50.0,Aqualogica,Sun Care,Face,Sun Care,Glow+,Glow+ Dewy Sunscreen 50gm,449.0,15.0,4123.75,742.28,6735.0,0.2775011135857461,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0412375,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087770534.0,60.0,Mamaearth,Baby,Baby,Moisturisers,Milky,Milky Soft Face Cream With Murumuru Butter for Babies 60 ml,199.0,120.0,13245.3,2384.16,23880.0,0.3455,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.132453,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087775645.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299.0,52.0,9519.85,1713.57,15548.0,0.2775006431695395,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0951985,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Hair,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778776.0,100.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 100 ml,129.0,60.0,4293.08,772.75,7740.0,0.3455,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0429308,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Hair,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778271.0,50.0,Mamaearth,Others,Hair,Hair Oil,Onion,Onion Hair Oil 50 ml,199.0,144.0,15894.34,2860.98,28656.0,0.345501116694584,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.1589434,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087775607.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,10% Vitamin C Face Serum 30ml,649.0,12.0,4768.49,858.33,7788.0,0.2775012840267078,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0476848999999999,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778264.0,150.0,Mamaearth,Baby,Baby,Kids Face Wash,Solution Oriented,Foaming Face Wash For Kids 150 Ml,349.0,24.0,4645.84,836.25,8376.0,0.3455002387774594,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0464584,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087775645.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299.0,18.0,3295.33,593.16,5382.0,0.2775009290226682,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0329533,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087770558.0,150.0,Mamaearth,Baby,Baby,Dusting Powder,Solution Oriented,Dusting Powder for Babies 150gm,199.0,50.0,5518.86,993.4,9950.0,0.3455015075376885,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0551886,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Color Care,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087778646.0,9.0,Mamaearth,Color Care,Color Care,Compact,Oil Control,Glow Oil Control Compact / 02 Creme Glow 9 g,499.0,6.0,1660.65,298.92,2994.0,0.3455010020040079,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0166065,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Color Care,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417306170.0,3.5,Mamaearth,Color Care,Color Care,Lipstick,Soft Matte,Soft Matte Long Stay Lipstick 07 Ruby Red 3.5 g,399.0,6.0,1327.86,239.01,2394.0,0.3455012531328321,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0132786,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087772484.0,200.0,Mamaearth,Others,Face,Face Toner,Vitamin C,Vitamin C Face Toner with Vitamin C & Cucumber for Pore Tightening 200 ml,399.0,12.0,2655.72,478.03,4788.0,0.3454991645781119,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0265572,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087771944.0,30.0,Mamaearth,Others,Face,Face Cream,Solution Oriented,Bye Bye Blemishes Face Cream for Reducing Pigmentation & Blemishes with Mulberry Extract & Vitamin C Ã¯Â¿Â½ 30ml,471.0,8.0,2089.97,376.19,3768.0,0.3454989384288748,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0208996999999999,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087770510.0,100.0,Mamaearth,Baby,Baby,Hair Oil,Solution Oriented,Nourishing Hair Oil for babies 100ml,299.0,20.0,3316.87,597.04,5980.0,0.3455,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0331687,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087771333.0,80.0,Mamaearth,Sun Care,Face,Sun Care,Ubtan,Mamaearth Ultra Light Indian Sunscreen with Carrot Seed Turmeric & SPF 50 PA+++ - 80ml,499.0,120.0,33213.06,5978.36,59880.0,0.345500668002672,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.3321306,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417313673.0,50.0,Mamaearth,Baby,Baby,Sun Care,Solution Oriented,ME Baby Rich Moisturizing Ultra Light Sunscreen 50 g,399.0,3.0,663.93,119.51,1197.0,0.3454970760233918,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0066393,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Face,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087777090.0,50.0,Aqualogica,Sun Care,Face,Sun Care,Hydrate+,AQ hydrate+ dewy Sunscreen SPF 50 50g,449.0,3.0,824.75,148.46,1347.0,0.2774981440237565,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0082475,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8904417300673.0,60.0,Mamaearth,Baby,Baby,Moisturisers,Coco Soft,Coco Soft Face Cream For Babies 60 g,199.0,6.0,662.26,119.21,1194.0,0.345502512562814,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0066226,EB2B
FY'25-26,May'25,NDH72599,8061141823.0,45778.0,Baby,,1061120991.0,Fsn Distribution Ltd_Khasarwara,8906087770121.0,100.0,Mamaearth,Baby,Baby,Sun Care,Solution Oriented,ME Baby Mineral Based Sunscreen 100g,299.0,40.0,6633.74,1194.08,11960.0,0.3455,1004.0,1101412.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1101412.0,0.0663374,EB2B
FY'25-26,May'25,9201608638.0,8061141827.0,45778.0,Face,,1061120870.0,Reliance Retail Limited_Fraz,8904417300512.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 150ml,399.0,40.0,5951.21,1071.21,15960.0,0.5599987468671679,1004.0,1100928.0,Sales,Direct,North,Punjab,Reliance Retail Limited,Reliance Retail Limited,,1100928.0,0.0595121,MT
FY'25-26,May'25,9201608638.0,8061141827.0,45778.0,Hair,,1061120870.0,Reliance Retail Limited_Fraz,8904417310351.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 400 ml,559.0,24.0,4832.05,869.77,13416.0,0.5749985092426952,1004.0,1100928.0,Sales,Direct,North,Punjab,Reliance Retail Limited,Reliance Retail Limited,,1100928.0,0.0483205,MT
FY'25-26,May'25,9201608638.0,8061141827.0,45778.0,Hair,,1061120870.0,Reliance Retail Limited_Fraz,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,60.0,12080.11,2174.41,33540.0,0.574999403697078,1004.0,1100928.0,Sales,Direct,North,Punjab,Reliance Retail Limited,Reliance Retail Limited,,1100928.0,0.1208011,MT
FY'25-26,May'25,9201608638.0,8061141827.0,45778.0,Face,,1061120870.0,Reliance Retail Limited_Fraz,8904417300512.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 150ml,399.0,40.0,5951.21,1071.21,15960.0,0.5599987468671679,1004.0,1100928.0,Sales,Direct,North,Punjab,Reliance Retail Limited,Reliance Retail Limited,,1100928.0,0.0595121,MT
FY'25-26,May'25,9201608638.0,8061141827.0,45778.0,Hair,,1061120870.0,Reliance Retail Limited_Fraz,8904417312294.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Lemon,Lemon Anti-Dandruff Shampoo 400 ml,549.0,24.0,4745.61,854.21,13176.0,0.574998482088646,1004.0,1100928.0,Sales,Direct,North,Punjab,Reliance Retail Limited,Reliance Retail Limited,,1100928.0,0.0474560999999999,MT
FY'25-26,May'25,NDH72594,8061141834.0,45778.0,Baby,,1061120989.0,FSN Distribution Ltd_NDG-GZB,8906087770121.0,100.0,Mamaearth,Baby,Baby,Sun Care,Solution Oriented,ME Baby Mineral Based Sunscreen 100g,299.0,20.0,3316.88,597.03,5980.0,0.3455,1004.0,1103542.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103542.0,0.0331688,EB2B
FY'25-26,May'25,NDH72594,8061141834.0,45778.0,Face,,1061120989.0,FSN Distribution Ltd_NDG-GZB,8906087773849.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Salicylic Acid,2% SALICYLIC ACID SERUM 30 ml,499.0,12.0,3666.38,659.95,5988.0,0.2774999999999999,1004.0,1103542.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103542.0,0.0366638,EB2B
FY'25-26,May'25,NDH72594,8061141834.0,45778.0,Face,,1061120989.0,FSN Distribution Ltd_NDG-GZB,8906087775126.0,100.0,Mamaearth,Others,Face,Face Scrub,Vitamin C,Vitamin C Face Scrub 100 g,349.0,17.0,3290.81,592.35,5933.0,0.345498061688859,1004.0,1103542.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103542.0,0.0329081,EB2B
FY'25-26,May'25,NDH72594,8061141834.0,45778.0,Face,,1061120989.0,FSN Distribution Ltd_NDG-GZB,8906087775126.0,100.0,Mamaearth,Others,Face,Face Scrub,Vitamin C,Vitamin C Face Scrub 100 g,349.0,2.0,387.15,69.69,698.0,0.3455014326647565,1004.0,1103542.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103542.0,0.0038715,EB2B
FY'25-26,May'25,NDH72594,8061141834.0,45778.0,Hair,,1061120989.0,FSN Distribution Ltd_NDG-GZB,8906087772378.0,100.0,Mamaearth,Others,Hair,Hair Serum,Onion,Onion Hair Serum with Onion & Biotin for Strong Frizz-Free Hair Ã¯Â¿Â½ 100 ml,299.0,96.0,15921.01,2865.78,28704.0,0.3454992335562987,1004.0,1103542.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103542.0,0.1592101,EB2B
FY'25-26,May'25,NDH72594,8061141834.0,45778.0,Face,,1061120989.0,FSN Distribution Ltd_NDG-GZB,8906087771333.0,80.0,Mamaearth,Sun Care,Face,Sun Care,Ubtan,Mamaearth Ultra Light Indian Sunscreen with Carrot Seed Turmeric & SPF 50 PA+++ - 80ml,499.0,60.0,16606.57,2989.18,29940.0,0.3454993319973279,1004.0,1103542.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103542.0,0.1660657,EB2B
FY'25-26,May'25,NDH72594,8061141834.0,45778.0,Face,,1061120989.0,FSN Distribution Ltd_NDG-GZB,8906087775713.0,50.0,The Derma Co.,Sun Care,Face,Sun Care,Hyaluronic Acid,1% Hyaluronic Sunscreen Aqua Gel,499.0,27.0,8249.36,1484.89,13473.0,0.2774994433311066,1004.0,1103542.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103542.0,0.0824936,EB2B
