FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code.1,sale in lac,Channel
FY'25-26,Jul'25,5110304688.0,8291015423.0,45854.0,Hair,,1291017881.0,Reliance Retail Limited-SLS1,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,90.0,18120.2,3261.62,50310.0,0.5749986086265155,1003.0,1102240.0,Sales,Direct,South-1,Tamil Nadu,Reliance Retail Limited,Reliance Retail Limited,SLS1,1102240.0,0.181202,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Baby,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417308129.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,ME Baby MilkySoft Head To Toe Wash 400ml,499.0,320.0,50069.12,9012.44,159680.0,0.630000250501002,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.5006912,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Body,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417311679.0,500.0,Mamaearth,Soap,Body,Soap,Vitamin C,Vitamin C Moisturizing Lotion Soap (3 + 1 Free) (125 g x 4),297.0,1.0,93.13,16.76,297.0,0.63,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.0009312999999999999,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Body,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417311679.0,500.0,Mamaearth,Soap,Body,Soap,Vitamin C,Vitamin C Moisturizing Lotion Soap (3 + 1 Free) (125 g x 4),297.0,11.0,1024.4,184.4,3267.0,0.6299969390878482,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.010244000000000001,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Body,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417311679.0,500.0,Mamaearth,Soap,Body,Soap,Vitamin C,Vitamin C Moisturizing Lotion Soap (3 + 1 Free) (125 g x 4),297.0,10.0,931.27,167.62,2970.0,0.6300033670033671,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.0093127,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Face,,1291017935.0,Apollo Healthco Limited-Hubbli,8906087773924.0,250.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 250 ml,499.0,180.0,28544.47,5138.0,89820.0,0.6250003340013359,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.2854447,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Hair,,1291017935.0,Apollo Healthco Limited-Hubbli,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,980.0,171773.94,30919.34,547820.0,0.6300002190500529,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,1.7177394,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Baby,,1291017935.0,Apollo Healthco Limited-Hubbli,8906087776116.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,Milky Soft Body Wash For Babies 400 ml,499.0,220.0,34422.52,6196.06,109780.0,0.6300001821825469,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.34422519999999995,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Face,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417312546.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Face Wash 150 ml,399.0,780.0,98904.6,17802.84,311220.0,0.6250001927896665,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.9890460000000001,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Body,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417317053.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Ubtan,Ubtan Moisturizing Body Wash 275 ml,299.0,360.0,38312.52,6896.26,107640.0,0.5800001858045336,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.38312519999999994,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Body,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417311679.0,500.0,Mamaearth,Soap,Body,Soap,Vitamin C,Vitamin C Moisturizing Lotion Soap (3 + 1 Free) (125 g x 4),297.0,31.0,2886.94,519.64,9207.0,0.6300010861301184,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.0288694,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Body,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417315660.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Rice Water,Rice Water Moisturizing Body Wash 275ml,299.0,180.0,19156.26,3448.12,53820.0,0.5800003716090674,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,0.19156259999999997,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Face,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,996.0,126293.56,22732.86,397404.0,0.625000201306479,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,1.2629356,MT
FY'25-26,Jul'25,L000245256,8291015424.0,45854.0,Hair,,1291017935.0,Apollo Healthco Limited-Hubbli,8904417310351.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 400 ml,559.0,600.0,105167.73,18930.2,335400.0,0.6300002087060227,1003.0,1102414.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102414.0,1.0516773,MT
FY'25-26,Jul'25,5901130960.0,8291015425.0,45854.0,Hair,,1291017722.0,Trent Hypermarket Private Limited_Blr,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,36.0,7674.6,1381.4,20124.0,0.5499900616179686,1003.0,1100945.0,Sales,Direct,South-1,Karnataka,Trent Hypermarket,Trent Hypermarket,DC14,1100945.0,0.07674600000000001,MT
FY'25-26,Jul'25,5901134588.0,8291015426.0,45854.0,Hair,,1291017907.0,Trent Hypermarket Private Limited_Blr,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,39.0,8313.93,1496.5,21801.0,0.5500009173891105,1003.0,1100945.0,Sales,Direct,South-1,Karnataka,Trent Hypermarket,Trent Hypermarket,DC14,1100945.0,0.0831393,MT
FY'25-26,Jul'25,5901134588.0,8291015426.0,45854.0,Face,,1291017907.0,Trent Hypermarket Private Limited_Blr,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,573.0,135626.07,24412.72,228627.0,0.30000048113302447,1003.0,1100945.0,Sales,Direct,South-1,Karnataka,Trent Hypermarket,Trent Hypermarket,DC14,1100945.0,1.3562607,MT
FY'25-26,Jul'25,5901134588.0,8291015426.0,45854.0,Face,,1291017907.0,Trent Hypermarket Private Limited_Blr,8904417300512.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 150ml,399.0,573.0,135626.06,24412.72,228627.0,0.3000005248723904,1003.0,1100945.0,Sales,Direct,South-1,Karnataka,Trent Hypermarket,Trent Hypermarket,DC14,1100945.0,1.3562606,MT
FY'25-26,Jul'25,A000244832,8291015428.0,45854.0,Face,,1291017943.0,APOLLO HEALTHCO LIMITED-HYD,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,384.0,48691.53,8764.48,153216.0,0.624999934732665,1003.0,1102408.0,Sales,Direct,South-2,Telangana,Apollo Healthco,Apollo Healthco,0.0,1102408.0,0.4869153,MT
FY'25-26,Jul'25,A000244832,8291015428.0,45854.0,Hair,,1291017943.0,APOLLO HEALTHCO LIMITED-HYD,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,16.0,2804.47,504.8,8944.0,0.6300011180679785,1003.0,1102408.0,Sales,Direct,South-2,Telangana,Apollo Healthco,Apollo Healthco,0.0,1102408.0,0.0280447,MT
FY'25-26,Jul'25,A000244832,8291015428.0,45854.0,Face,,1291017943.0,APOLLO HEALTHCO LIMITED-HYD,8904417312546.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Face Wash 150 ml,399.0,360.0,45648.32,8216.7,143640.0,0.6249998607630186,1003.0,1102408.0,Sales,Direct,South-2,Telangana,Apollo Healthco,Apollo Healthco,0.0,1102408.0,0.4564832,MT
FY'25-26,Jul'25,A000244832,8291015428.0,45854.0,Hair,,1291017943.0,APOLLO HEALTHCO LIMITED-HYD,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,184.0,32251.47,5805.26,102856.0,0.6299999027766975,1003.0,1102408.0,Sales,Direct,South-2,Telangana,Apollo Healthco,Apollo Healthco,0.0,1102408.0,0.3225147,MT
FY'25-26,Jul'25,A000244832,8291015428.0,45854.0,Baby,,1291017943.0,APOLLO HEALTHCO LIMITED-HYD,8904417308129.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,ME Baby MilkySoft Head To Toe Wash 400ml,499.0,192.0,30041.5,5407.47,95808.0,0.6299998956245825,1003.0,1102408.0,Sales,Direct,South-2,Telangana,Apollo Healthco,Apollo Healthco,0.0,1102408.0,0.300415,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Face,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8904417312546.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Face Wash 150 ml,399.0,240.0,30432.24,5477.8,95760.0,0.6249995822890559,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.3043224,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Face,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,144.0,18259.34,3286.68,57456.0,0.6249996519075467,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.1825934,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Body,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8904417315660.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Rice Water,Rice Water Moisturizing Body Wash 275ml,299.0,48.0,5108.35,919.5,14352.0,0.5799993032329989,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.051083500000000004,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Baby,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8904417308129.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,ME Baby MilkySoft Head To Toe Wash 400ml,499.0,120.0,18775.95,3379.67,59880.0,0.629999665998664,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.1877595,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Hair,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,168.0,29447.02,5300.46,93912.0,0.6299995740693415,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.2944702,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Body,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8904417317053.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Ubtan,Ubtan Moisturizing Body Wash 275 ml,299.0,120.0,12770.87,2298.75,35880.0,0.579999442586399,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.1277087,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Face,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8906087773924.0,250.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 250 ml,499.0,48.0,7611.87,1370.13,23952.0,0.625,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.0761187,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Baby,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8906087776116.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,Milky Soft Body Wash For Babies 400 ml,499.0,24.0,3755.19,675.93,11976.0,0.63,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.0375519,MT
FY'25-26,Jul'25,L000245273,8291015429.0,45854.0,Hair,,1291017939.0,APOLLO HEALTHCO LIMITED-Madurai,8904417310351.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 400 ml,559.0,240.0,42067.17,7572.08,134160.0,0.6299996273106738,1003.0,1102416.0,Sales,Direct,South-1,Tamil Nadu,Apollo Healthco,Apollo Healthco,0.0,1102416.0,0.4206717,MT
FY'25-26,Jul'25,NDH79731,8291015430.0,45854.0,Hair,,1291017926.0,Nykaa E-Retail Limited.-AP EB2B,8904417316292.0,180.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 180 ml,199.0,3.0,331.39,59.61,597.0,0.34505862646566166,1003.0,1103989.0,Sales,Direct,South-2,Andhra Pradesh,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103989.0,0.0033139,EB2B
FY'25-26,Jul'25,L000245202,8291015431.0,45854.0,Body,,1291017934.0,Apollo Healthco Limited-Bangalore,8904417315738.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Vitamin C,Vitamin C Moisturizing Body Wash 275ml (250ml + 25ml),299.0,168.0,17878.74,3218.26,50232.0,0.5800087593565855,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.1787874,MT
FY'25-26,Jul'25,L000245460,8291015432.0,45854.0,Body,,1291017942.0,Apollo Healthco Limited-Bangalore,8904417317053.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Ubtan,Ubtan Moisturizing Body Wash 275 ml,299.0,480.0,51083.39,9195.02,143520.0,0.5799999303232999,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.5108339,MT
FY'25-26,Jul'25,L000245460,8291015432.0,45854.0,Baby,,1291017942.0,Apollo Healthco Limited-Bangalore,8906087776116.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,Milky Soft Body Wash For Babies 400 ml,499.0,144.0,22531.12,4055.6,71856.0,0.6300000000000001,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.2253112,MT
FY'25-26,Jul'25,L000245460,8291015432.0,45854.0,Face,,1291017942.0,Apollo Healthco Limited-Bangalore,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,480.0,60864.41,10955.6,191520.0,0.6249999477861319,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.6086441,MT
FY'25-26,Jul'25,L000245460,8291015432.0,45854.0,Baby,,1291017942.0,Apollo Healthco Limited-Bangalore,8904417308129.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,ME Baby MilkySoft Head To Toe Wash 400ml,499.0,480.0,75103.75,13518.68,239520.0,0.629999874749499,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.7510375,MT
FY'25-26,Jul'25,L000245460,8291015432.0,45854.0,Face,,1291017942.0,Apollo Healthco Limited-Bangalore,8906087773924.0,250.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 250 ml,499.0,320.0,50745.76,9134.24,159680.0,0.625,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.5074576000000001,MT
FY'25-26,Jul'25,L000245460,8291015432.0,45854.0,Body,,1291017942.0,Apollo Healthco Limited-Bangalore,8904417315660.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Rice Water,Rice Water Moisturizing Body Wash 275ml,299.0,499.0,53105.44,9558.98,149201.0,0.5800000000000001,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.5310544,MT
FY'25-26,Jul'25,L000245460,8291015432.0,45854.0,Face,,1291017942.0,Apollo Healthco Limited-Bangalore,8906087773924.0,250.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 250 ml,499.0,400.0,63432.21,11417.8,199600.0,0.6249999498997996,1003.0,1102411.0,Sales,Direct,South-1,Karnataka,Apollo Healthco,Apollo Healthco,0.0,1102411.0,0.6343221,MT
FY'25-26,Jul'25,NDH79750,8291015433.0,45854.0,Face,,1291017928.0,Nykaa E-Retail Limited.-TN EB2B,8904417315141.0,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali Cinamide anti-acne face wash 150ml,449.0,2.0,549.87,98.97,898.0,0.27746102449888643,1003.0,1103993.0,Sales,Direct,South-1,Tamil Nadu,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103993.0,0.0054987000000000005,EB2B
FY'25-26,Jul'25,NDH79750,8291015433.0,45854.0,Face,,1291017928.0,Nykaa E-Retail Limited.-TN EB2B,8904417315141.0,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali Cinamide anti-acne face wash 150ml,449.0,1.0,274.94,49.49,449.0,0.27743875278396435,1003.0,1103993.0,Sales,Direct,South-1,Tamil Nadu,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103993.0,0.0027494,EB2B
FY'25-26,Jul'25,NDH79750,8291015433.0,45854.0,Face,,1291017928.0,Nykaa E-Retail Limited.-TN EB2B,8904417307139.0,10.0,The Derma Co.,Face Serum,Face,Face Serum,Kojic Acid,2% Kojic Acid Face Serum 10 ml,249.0,9.0,1372.23,246.99,2241.0,0.2774564926372155,1003.0,1103993.0,Sales,Direct,South-1,Tamil Nadu,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103993.0,0.0137223,EB2B
FY'25-26,Jul'25,NDH79750,8291015433.0,45854.0,Hair,,1291017928.0,Nykaa E-Retail Limited.-TN EB2B,8904417316292.0,180.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 180 ml,199.0,6.0,662.3,119.21,1194.0,0.3454690117252931,1003.0,1103993.0,Sales,Direct,South-1,Tamil Nadu,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103993.0,0.0066229999999999995,EB2B
FY'25-26,Jul'25,NDH79726,8291015434.0,45854.0,Face,,1291017927.0,Nykaa E-Retail Limited.-KL EB2B,8904417315141.0,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali Cinamide anti-acne face wash 150ml,449.0,30.0,8247.21,1484.56,13470.0,0.2775226429101708,1003.0,1103990.0,Sales,Direct,South-1,Kerala,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103990.0,0.08247209999999999,EB2B
FY'25-26,Jul'25,NDH79726,8291015434.0,45854.0,Face,,1291017927.0,Nykaa E-Retail Limited.-KL EB2B,8904417308501.0,4.5,The Derma Co.,Others,Face,Lip Balm,Kojic Acid,TDC 1% Kojic Acid Lip Balm,329.0,3.0,604.31,108.78,987.0,0.277517730496454,1003.0,1103990.0,Sales,Direct,South-1,Kerala,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103990.0,0.006043099999999999,EB2B
FY'25-26,Jul'25,NDH79726,8291015434.0,45854.0,Face,,1291017927.0,Nykaa E-Retail Limited.-KL EB2B,8904417307139.0,10.0,The Derma Co.,Face Serum,Face,Face Serum,Kojic Acid,2% Kojic Acid Face Serum 10 ml,249.0,18.0,2744.17,493.97,4482.0,0.27752342704149924,1003.0,1103990.0,Sales,Direct,South-1,Kerala,Nykaa E-Retail Limited,Nykaa E-Retail Limited,0x2a,1103990.0,0.0274417,EB2B
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Hair,,1061128928.0,Reliance Retail Limited_SZ9J,8904417310245.0,200.0,Mamaearth,Others,Hair,Hair Oil,Onion,ME Onion hair oil 200 ml,499.0,36.0,6241.71,1123.51,17964.0,0.5900011133377867,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.0624171,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Face,,1061128928.0,Reliance Retail Limited_SZ9J,8904417314298.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Dewy Bright Face wash,399.0,48.0,6492.18,1168.6,19152.0,0.60000104427736,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.0649218,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Body,,1061128928.0,Reliance Retail Limited_SZ9J,8904417317183.0,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Ubtan,Ubtan Moisturizing Body Lotion 400 ml,469.0,24.0,4054.06,729.73,11256.0,0.5750008884150675,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.040540599999999996,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Face,,1061128928.0,Reliance Retail Limited_SZ9J,8906087772859.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Face Wash with Vitamin C and Turmeric for Skin Illumination Ã¯Â¿Â½ 100ml,269.0,120.0,19149.08,3446.85,32280.0,0.30000216852540273,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.19149080000000002,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Hair,,1061128928.0,Reliance Retail Limited_SZ9J,8904417310351.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 400 ml,559.0,96.0,19328.07,3479.07,53664.0,0.5750011180679786,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.1932807,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Face,,1061128928.0,Reliance Retail Limited_SZ9J,8904417316346.0,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 50 ml,125.0,72.0,5338.96,961.02,9000.0,0.3000022222222223,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.0533896,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Hair,,1061128928.0,Reliance Retail Limited_SZ9J,8906087771807.0,250.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 250 ml,349.0,45.0,9316.5,1676.98,15705.0,0.30000127347978356,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.093165,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Hair,,1061128928.0,Reliance Retail Limited_SZ9J,8906087772187.0,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,559.0,90.0,18120.07,3261.62,50310.0,0.5750011926058438,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.1812007,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Face,,1061128928.0,Reliance Retail Limited_SZ9J,8904417306255.0,50.0,Aqualogica,Sun Care,Face,Sun Care,Detan+,Detan+ Dewy Sunscreen 50 gm,449.0,72.0,19999.46,3599.92,32328.0,0.2700018559762436,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.1999946,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Body,,1061128928.0,Reliance Retail Limited_SZ9J,8904417311570.0,500.0,Mamaearth,Soap,Body,Soap,Vitamin C,Vitamin C Moisturizing Lotion Soap Pack of 4 (125 g x 4),396.0,24.0,3704.94,666.89,9504.0,0.5400010521885522,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.0370494,MT
FY'25-26,Jul'25,5110302998.0,8061148808.0,45855.0,Hair,,1061128928.0,Reliance Retail Limited_SZ9J,8904417316285.0,50.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 50 ml,79.0,96.0,4498.96,809.82,7584.0,0.3000026371308018,1004.0,1103018.0,Sales,Direct,Central,Madhya Pradesh,Reliance Retail Limited,Reliance Retail Limited,SZ9J,1103018.0,0.0449896,MT
