FY,Month,Channel,Inv. Date,Cust-SAP Code,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,MTD-Sale type,PO Type,Chain name for Dashboard,Zone,State
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087770671,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 100ml,285,35,5532.76,995.9,9975,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087778271,50.0,Mamaearth,Others,Hair,Hair Oil,Onion,Onion Hair Oil 50 ml,177,6,661.98,33.1,1062,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087770527,50.0,Mamaearth,Baby,Baby,Oral,Berry Blast,100% Natural Berry Blast Toothpaste for Kids 50gm,132,12,987.36,49.37,1584,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087772477,100.0,Mamaearth,Others,Face,Face Scrub,Charcoal,Charcoal Face Scrub For Oily Skin & Normal skin with Charcoal & Walnut for Deep Exfoliation Ã¯Â¿Â½ 100g,349,6,1161.46,209.06,2094,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417300673,60.0,Mamaearth,Baby,Baby,Moisturisers,Coco Soft,Coco Soft Face Cream For Babies 60 g,199,12,1324.53,238.42,2388,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417306576,80.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,Sali-Cinamide Anti-Acne Face Wash,249,54,8232.84,1481.91,13446,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087775126,100.0,Mamaearth,Others,Face,Face Scrub,Vitamin C,Vitamin C Face Scrub 100 g,349,6,1161.46,209.06,2094,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087778783,100.0,Mamaearth,Others,Hair,Conditioner,Onion,Onion Conditioner 100 ml,149,18,1487.6,267.77,2682,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417307740,250.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,Rosemary Anti-Hair Fall Shampoo 250ml,349,18,3915.78,195.79,6282,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417311549,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Beetroot,Beetroot Gentle Face Wash 100 ml,285,45,7113.54,1280.44,12825,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417318432,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Rice,ME Rice Dewy Bright Light Moisturizing Cream 50 g - Offline Saver Pack,149,24,1983.47,357.02,3576,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087775690,10.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,10% Vitamin C Face Serum 10 ml,299,24,4393.79,790.88,7176,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087770671,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 100ml,285,55,8694.32,1564.98,15675,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087770510,100.0,Mamaearth,Baby,Baby,Hair Oil,Solution Oriented,Nourishing Hair Oil for babies 100ml,299,6,1118.26,55.91,1794,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417306576,80.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,Sali-Cinamide Anti-Acne Face Wash,249,6,914.75,164.66,1494,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417308099,100.0,Mamaearth,Others,Hair,Hair Oil,Rosemary,Rosemary Hair Growth Oil 100ml,299,3,559.13,27.96,897,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417320725,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Vitamin C,ME Vitamin C Daily Glow Light Gel Moisturizer 50 G,149,12,991.74,178.51,1788,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087771814,250.0,Mamaearth,Others,Hair,Conditioner,Onion,Onion Conditioner for Hair Growth and Hair Fall Control with Onion and Coconut 250ml,399,12,2655.72,478.03,4788,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417308440,100.0,Aqualogica,Face Cleanser,Face,Face Cleanser,Illuminate+,Illuminate+ Smoothie Face Wash 100ml,249,6,914.75,164.66,1494,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417316346,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 50 ml,125,153,10607.9,1909.42,19125,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087772859,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Face Wash with Vitamin C and Turmeric for Skin Illumination Ã¯Â¿Â½ 100ml,285,48,7587.77,1365.8,13680,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087777090,50.0,Aqualogica,Sun Care,Face,Sun Care,Hydrate+,AQ hydrate+ dewy Sunscreen SPF 50 50g,449,3,824.75,148.46,1347,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087778240,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 50 ml,125,48,3327.97,599.03,6000,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417319637,50.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali-Cinamide Anti-Acne Face Wash,149,3,273.69,49.26,447,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8906087779032,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 100 ml,285,120,18969.44,3414.49,34200,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417318418,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Cocoa,ME Cocoa Rich Moisturizing Cream 50 g - Offline Saver Pack,149,15,1239.67,223.14,2235,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103994,Nykaa E-Retail Limited.-PB EB2B,8904417316438,180.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,Rosemary Anti-Hairfall Shampoo 180 ml,225,3,330.99,16.55,675,0.4851,Sales,Direct,Nykaa E-Retail Limited,North,Punjab
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417318432,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Rice,ME Rice Dewy Bright Light Moisturizing Cream 50 g - Offline Saver Pack,149,21,1735.54,312.4,3129,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417307740,250.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,Rosemary Anti-Hair Fall Shampoo 250ml,349,18,3915.79,195.78,6282,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087771319,50.0,Mamaearth,Baby,Baby,Oral,Orange,Sulfate Free Awesome Orange Toothpaste For Kids With Fluoride,132,6,493.68,24.68,792,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087771180,150.0,Mamaearth,Baby,Baby,Baby Soap,Solution Oriented,Moisturizing Bathing Bar Soap For Babies pack of 2*75gm,249,6,931.26,46.56,1494,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087770657,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Charcoal,Charcoal Facewash for oil control 100ml,285,12,1896.95,341.44,3420,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417306576,80.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,Sali-Cinamide Anti-Acne Face Wash,249,9,1372.14,246.98,2241,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417300673,60.0,Mamaearth,Baby,Baby,Moisturisers,Coco Soft,Coco Soft Face Cream For Babies 60 g,199,12,1324.53,238.42,2388,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087775645,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299,7,1281.52,230.68,2093,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417306248,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,1% Kojic Acid Daily Face Wash,299,48,8787.61,1581.76,14352,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417316346,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 50 ml,125,156,10815.94,1946.86,19500,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087772187,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,599,1,373.38,18.66,599,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417302325,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Honey Malai,Honey Malai Facewash,269,12,1790.46,322.28,3228,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087775645,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,The Derma 1% Salicylic Acid Gel Face Wash,299,29,5309.17,955.64,8671,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417318302,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Beetroot,Beetroot Hydraful Light Moisturizing Cream 50 g - offline saver pack,149,21,1735.54,312.4,3129,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087778240,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 50 ml,125,100,6933.28,1247.98,12500,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087778271,50.0,Mamaearth,Others,Hair,Hair Oil,Onion,Onion Hair Oil 50 ml,177,18,1985.95,99.3,3186,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087776604,30.0,The Derma Co.,Face Serum,Face,Face Serum,Kojic Acid,2%Ã¯Â¿Â½Kojic Acid Face Serum,599,6,2200.57,396.1,3594,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417306576,80.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,Sali-Cinamide Anti-Acne Face Wash,249,54,8232.85,1481.9,13446,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087778233,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,Ubtan Face Wash 50 ml,125,108,7487.94,1347.82,13500,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087775812,100.0,Mamaearth,Others,Hair,Hair Oil,Onion,Onion Hair Oil 100 ml,266,6,994.84,49.74,1596,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417319637,50.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali-Cinamide Anti-Acne Face Wash,149,18,1642.16,295.58,2682,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087771807,250.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 250 ml,349,42,9136.85,456.84,14658,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087773849,30.0,The Derma Co.,Face Serum,Face,Face Serum,Salicylic Acid,2% SALICYLIC ACID SERUM 30 ml,549,6,2016.88,363.04,3294,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087778455,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Aloe Vera,Aloe Vera Face Wash 100 ml,285,6,948.47,170.72,1710,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087770664,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Tea Tree,Tea Tree Facewash for acne & pimples 100ml,285,30,4742.37,853.62,8550,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087772187,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 400ml,599,11,4107.15,205.36,6589,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417311549,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Beetroot,Beetroot Gentle Face Wash 100 ml,285,30,4742.37,853.62,8550,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087778776,100.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 100 ml,129,12,964.92,48.24,1548,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417316292,180.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 180 ml,225,3,420.75,21.04,675,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417316056,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,TDC 2% Salicylic Acid Gel Face Wash,299,36,6590.69,1186.32,10764,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417316292,180.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 180 ml,225,6,841.5,42.08,1350,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087778240,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 50 ml,125,14,970.65,174.72,1750,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8906087772064,30.0,The Derma Co.,Others,Face,Cream,Kojic Acid,2% Kojic Acid Cream 30gm,499,12,3666.39,659.94,5988,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103982,Nykaa E-Retail Limited.-HR-Gurhi EB2B,8904417307146,10.0,The Derma Co.,Face Serum,Face,Face Serum,Salicylic Acid,2% Salicylic Acid Face Serum 10 ml,249,6,914.75,164.66,1494,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087773375,50.0,Mamaearth,Baby,Baby,Oral,Fruit Punch,Fruit Punch Toothpaste For Kids,132,12,987.36,49.37,1584,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087772941,50.0,Mamaearth,Sun Care,Face,Sun Care,Aloe Vera,HydraGel Indian Sunscreen with Aloe Vera & Raspberry for Sun Protection - 50 g,399,6,1327.86,239.01,2394,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087776215,150.0,Mamaearth,Baby,Baby,Baby Soap,Milky,Milky Soft Bathing Bar For Babies (75 g*2),249,6,931.26,46.56,1494,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417316056,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,TDC 2% Salicylic Acid Gel Face Wash,299,6,1098.44,197.72,1794,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417316346,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 50 ml,125,174,12063.91,2171.5,21750,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417306439,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Multani Mitti,Multani Mitti Face Wash 100 ml,285,18,2845.41,512.17,5130,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087770022,200.0,Mamaearth,Baby,Baby,Shampoo,Solution Oriented,ME Baby gentle cleansing shampoo 200ml,249,6,931.26,46.56,1494,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417322675,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Beetroot,ME Beetroot Hydraful Light Gel Moisturizer 50 G,149,6,495.86,89.25,894,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087772095,50.0,The Derma Co.,Sun Care,Face,Sun Care,Zinc,Ultra Matte Sunscreen Gel 50gm,699,6,2567.93,462.23,4194,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087775607,30.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,10% Vitamin C Face Serum 30ml,699,6,2567.93,462.23,4194,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087772460,100.0,Mamaearth,Others,Face,Face Scrub,Ubtan,Ubtan Face Scrub with Turmeric & Walnut for Tan Removal - 100g,349,6,1161.46,209.06,2094,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417300673,60.0,Mamaearth,Baby,Baby,Moisturisers,Coco Soft,Coco Soft Face Cream For Babies 60 g,199,12,1324.53,238.42,2388,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417318432,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Rice,ME Rice Dewy Bright Light Moisturizing Cream 50 g - Offline Saver Pack,149,18,1487.6,267.77,2682,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417306248,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,1% Kojic Acid Daily Face Wash,299,27,4943.02,889.74,8073,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087772859,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Face Wash with Vitamin C and Turmeric for Skin Illumination Ã¯Â¿Â½ 100ml,285,36,5690.82,1024.35,10260,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087771180,150.0,Mamaearth,Baby,Baby,Baby Soap,Solution Oriented,Moisturizing Bathing Bar Soap For Babies pack of 2*75gm,249,12,1862.52,93.13,2988,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417307740,250.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,Rosemary Anti-Hair Fall Shampoo 250ml,349,12,2610.52,130.53,4188,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087770671,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 100ml,285,48,7587.77,1365.8,13680,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417318302,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Beetroot,Beetroot Hydraful Light Moisturizing Cream 50 g - offline saver pack,149,15,1239.67,223.14,2235,0.3455,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,EB2B,2026-06-04,1103991,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087775690,10.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,10% Vitamin C Face Serum 10 ml,299,12,2196.89,395.44,3588,0.2775,Sales,Direct,Nykaa E-Retail Limited,North,Delhi NCR
FY27,Jun'26,MT,2026-06-04,1101085,Reliance Retail Limited_Sk8I,8904417316346,50.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 50 ml,125,72,5338.98,961.02,9000,0.3,Sales,Direct,Reliance Retail-DC,North,Uttarakhand
