FY,Month,Channel,Inv. Date,Cust-SAP Code,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,MTD-Sale type,PO Type,Chain name for Dashboard,Zone,State
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417317244,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Rice Water,ME Rice Water Hydrating Body Lotion 400,549,168,33219.15,5979.45,92232,0.575,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417300512,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Glow Facewash 150ml,449,160,27396.61,4931.39,71840,0.55,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417300512,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Glow Facewash 150ml,449,120,20547.46,3698.54,53880,0.55,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417300512,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Glow Facewash 150ml,449,1320,226022.02,40683.97,592680,0.5500000168725113,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417310245,200.0,Mamaearth,Others,Hair,Hair Oil,Onion,ME Onion hair oil 200 ml,499,360,72711.43,3635.57,179640,0.575,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417317244,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Rice Water,ME Rice Water Hydrating Body Lotion 400,549,72,14236.78,2562.62,39528,0.575,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417311549,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Beetroot,ME Beetroot Gentle Face Wash 100 ml,285,768,88108.46,15859.52,218880,0.525000091374269,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417306439,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Multani Mitti,ME Multani Mitti Face Wash 100 ml,285,240,30432.2,5477.8,68400,0.475,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,288,45478.37,8186.11,129312,0.585,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,1488,234971.55,42294.89,668112,0.5850000598702014,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417303537,600.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,ME Onion Hair Fall Control Shampoo 600ml,899,432,157196.56,7859.83,388368,0.5750000257487744,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417315073,600.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 600ml,899,384,136442.5,6822.13,345216,0.5850000289673711,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8906087770671,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Face Wash for Tan Removal 100ml,285,720,91296.6,16433.39,205200,0.4750000487329434,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417303537,600.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,ME Onion Hair Fall Control Shampoo 600ml,899,48,17466.29,873.31,43152,0.575,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,192,30318.92,5457.41,86208,0.5849998840014847,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,336,53058.1,9550.46,150864,0.585,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417306439,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Multani Mitti,ME Multani Mitti Face Wash 100 ml,285,360,45648.31,8216.7,102600,0.474999902534113,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417315073,600.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 600ml,899,576,204663.76,10233.19,517824,0.5850000193115807,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417307740,250.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hair Fall Shampoo 250ml,349,225,39262.5,1963.13,78525,0.4749999363260109,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8906087770671,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Face Wash for Tan Removal 100ml,285,360,45648.31,8216.7,102600,0.474999902534113,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8906087770671,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Face Wash for Tan Removal 100ml,285,120,15216.1,2738.9,34200,0.475,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1101911,Avenue Supermarts Ltd.-DC-1050,8904417311549,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Beetroot,ME Beetroot Gentle Face Wash 100 ml,285,672,77094.92,13877.09,191520,0.524999947786132,Sales,Direct,D-Mart,North,Punjab
FY27,Aug'26,MT,2026-08-02,1103576,Avenue Supermarts Ltd.-DC-1091,8906087775645,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,TDC 1% Salicylic Acid Gel FW 100 ml,299,2976,452452.87,81441.52,889824,0.4000000112381774,Sales,Direct,D-Mart,North,Haryana
FY27,Aug'26,MT,2026-08-02,1103576,Avenue Supermarts Ltd.-DC-1091,8906087775645,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,TDC 1% Salicylic Acid Gel FW 100 ml,299,864,131357.29,23644.32,258336,0.3999999612907221,Sales,Direct,D-Mart,North,Haryana
FY27,Aug'26,MT,2026-08-02,1103576,Avenue Supermarts Ltd.-DC-1091,8904417300512,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Glow Facewash 150ml,449,760,130133.85,23424.1,341240,0.5500001465244402,Sales,Direct,D-Mart,North,Haryana
FY27,Aug'26,MT,2026-08-02,1103576,Avenue Supermarts Ltd.-DC-1091,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,528,83376.99,15007.86,237072,0.5850001265438347,Sales,Direct,D-Mart,North,Haryana
FY27,Aug'26,MT,2026-08-02,1103576,Avenue Supermarts Ltd.-DC-1091,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,864,136435.07,24558.32,387936,0.5850001288872391,Sales,Direct,D-Mart,North,Haryana
FY27,Aug'26,MT,2026-08-02,1103576,Avenue Supermarts Ltd.-DC-1091,8904417300512,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Glow Facewash 150ml,449,920,157530.46,28355.5,413080,0.5500000968335432,Sales,Direct,D-Mart,North,Haryana
FY27,Aug'26,MT,2026-08-02,1103576,Avenue Supermarts Ltd.-DC-1091,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,528,83376.99,15007.86,237072,0.5850001265438347,Sales,Direct,D-Mart,North,Haryana
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417315134,8.0,The Derma Co.,Face Serum,Face,Face Serum,Niacinamide,"TDC 10% Niacinamide serum, 8ml",210,24,1494.92,269.09,5040,0.6499980158730159,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087773849,30.0,The Derma Co.,Face Serum,Face,Face Serum,Salicylic Acid,TDC 2% SALICYLIC ACID SERUM 30 ml,549,6,1954.07,351.73,3294,0.2999999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417325348,400.0,The Derma Co.,Shampoo,Hair,Shampoo,Multi-Peptide,TDC Peptide Hair Fall Shampoo 400ml,939,240,79412.57,3970.63,225360,0.6299999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087775607,30.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,TDC 10% Vitamin C Face Serum 30 ML,699,3,1243.98,223.92,2097,0.2999999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417314601,8.0,The Derma Co.,Face Serum,Face,Face Serum,Kojic Acid,TDC 2% Kojic Acid Face Serum 8ml,210,18,1121.19,201.81,3780,0.65,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417325324,400.0,The Derma Co.,Shampoo,Hair,Shampoo,Anti Dandruff,Triple Actives Dandruff Shampoo_400ml,999,10,3520.29,176.01,9990,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322521,50.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,10% Vitamin C Face Serum 50ml,949,280,78815.25,14186.75,265720,0.65,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322989,200.0,The Derma Co.,Shampoo,Hair,Shampoo,Anti Dandruff,TDC Triple Actives Anti-Dandruff Shampoo,499,24,7984.0,399.2,11976,0.2999999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322828,20.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,TDC 10% Vitamin C Face Serum 20ml,549,34,5536.53,996.58,18666,0.649999464266581,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417303537,600.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,ME Onion Hair Fall Control Shampoo 600ml,899,24,7602.97,380.15,21576,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417314755,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,TDC 1% Kojic Acid Face Wash,549,240,41314.58,7436.62,131760,0.6299999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322507,50.0,The Derma Co.,Face Serum,Face,Face Serum,Niacinamide,TDC 10% Niacinamide Face Serum _50 ml,849,65,16368.43,2946.32,55185,0.65,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417325324,400.0,The Derma Co.,Shampoo,Hair,Shampoo,Anti Dandruff,Triple Actives Dandruff Shampoo_400ml,999,216,76038.17,3801.91,215784,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087776604,30.0,The Derma Co.,Face Serum,Face,Face Serum,Kojic Acid,TDC 2%Kojic Acid Face Serum 30 ml,599,6,2132.03,383.77,3594,0.2999999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417325348,400.0,The Derma Co.,Shampoo,Hair,Shampoo,Multi-Peptide,TDC Peptide Hair Fall Shampoo 400ml,939,10,3308.86,165.44,9390,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322774,200.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face Wash 200 ml,599,36,6761.59,1217.09,21564,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322828,20.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,TDC 10% Vitamin C Face Serum 20ml,549,6,977.03,175.87,3294,0.6499999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417311570,500.0,Mamaearth,Soap,Body,Soap,Vitamin C,ME Vitamin C Lotion Soap Pack of 4,425,84,12580.0,629.0,35700,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417315141,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali Cinamide anti-acne face wash,549,281,48372.48,8707.05,154269,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087775607,30.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,TDC 10% Vitamin C Face Serum 30 ML,699,15,6219.92,1119.59,10485,0.2999990462565569,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322507,50.0,The Derma Co.,Face Serum,Face,Face Serum,Niacinamide,TDC 10% Niacinamide Face Serum _50 ml,849,30,7554.66,1359.84,25470,0.65,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417314755,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,TDC 1% Kojic Acid Face Wash,549,576,99155.01,17847.9,316224,0.6299999051305404,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087772040,30.0,The Derma Co.,Face Serum,Face,Face Serum,Niacinamide,TDC 10% Niacinamide Serum 30ml,599,30,10660.17,1918.83,17970,0.3,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417325324,400.0,The Derma Co.,Shampoo,Hair,Shampoo,Anti Dandruff,Triple Actives Dandruff Shampoo_400ml,999,24,8448.69,422.43,23976,0.6299999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417322798,200.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash 200 ml,599,36,6761.59,1217.09,21564,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087775645,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Salicylic Acid,TDC 1% Salicylic Acid Gel FW 100 ml,299,36,6385.42,1149.38,10764,0.2999999999999999,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417306521,30.0,The Derma Co.,Face Serum,Face,Face Serum,Sali-Cinamide,TDC Sali-Cinamide Anti-Acne Serum,599,12,4264.07,767.53,7188,0.3,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417314755,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,TDC 1% Kojic Acid Face Wash,549,288,49577.49,8923.95,158112,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417315073,600.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 600ml,899,12,3801.49,190.07,10788,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087772187,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,ME Onion Shampoo 400 ml,599,8,1688.61,84.43,4792,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087772187,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,ME Onion Shampoo 400 ml,599,2,422.15,21.11,1198,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087770046,200.0,Mamaearth,Baby,Baby,Baby Body Wash,Solution Oriented,ME Deeply Nourishing Body Wash 200ml,249,12,1620.61,291.71,2988,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087772187,400.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,ME Onion Shampoo 400 ml,599,90,18996.86,949.84,53910,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087770657,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Charcoal,ME Charcoal Facewash 100 ml,285,12,1854.92,333.89,3420,0.3599970760233918,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087770008,200.0,Mamaearth,Baby,Baby,Body Lotion,Solution Oriented,ME moisturizing daily lotion 200 ml,249,20,2701.02,486.18,4980,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087771883,150.0,Mamaearth,Others,Hair,Hair Oil,Onion,ME Onion Hair Oil 150ml,419,36,9194.06,459.7,15084,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087771180,150.0,Mamaearth,Baby,Baby,Baby Soap,Solution Oriented,"ME Moisturizing Soap for babies, 2*75gm",249,30,4553.14,227.66,7470,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087771807,250.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,ME Onion Hair fall control Shampoo 250ml,349,12,2552.69,127.63,4188,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417312546,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Face Wash 150 ml,449,96,13698.31,2465.7,43104,0.6249997680029695,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417308129,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,ME Baby MilkySoft Head To Toe Wash 400ml,499,24,3755.19,675.93,11976,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087773924,250.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,ME Vitamin C Daily Glow Face Wash 250 ml,599,12,2284.32,411.18,7188,0.625,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087776109,400.0,Mamaearth,Baby,Baby,Shampoo,Milky,ME Milky Soft Shampoo For Babies 400 ml,499,6,1824.91,91.25,2994,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,144,20547.42,3698.54,64656,0.6250006186587478,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417307764,150.0,Mamaearth,Others,Hair,Hair Oil,Rosemary,ME Rosemary Hair Growth Oil 150ml,419,24,6129.37,306.47,10056,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087770534,60.0,Mamaearth,Baby,Baby,Moisturisers,Milky,ME Milky Soft Face Cream 60 ml,199,20,2158.64,388.56,3980,0.3600000000000001,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417308129,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Milky,ME Baby MilkySoft Head To Toe Wash 400ml,499,48,7510.37,1351.87,23952,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417310351,400.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 400 ml,599,24,5065.83,253.29,14376,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087776109,400.0,Mamaearth,Baby,Baby,Shampoo,Milky,ME Milky Soft Shampoo For Babies 400 ml,499,6,1824.91,91.25,2994,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087779032,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Face Wash 100 ml,285,18,2782.37,500.83,5130,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417315738,275.0,Mamaearth,Body Wash,Body,Body Wash,Vitamin C,ME Vitamin C Body Wash 275ml,299,72,7662.51,1379.25,21528,0.5800000000000001,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087770510,100.0,Mamaearth,Baby,Baby,Hair Oil,Solution Oriented,"ME Nourishing Hair Oil for babies, 100ml",299,12,2186.97,109.35,3588,0.3600000000000001,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417317053,275.0,Mamaearth,Body Wash,Body,Body Wash,Ubtan,ME Ubtan Moisturizing Body Wash 275 ml,299,48,5108.34,919.5,14352,0.5800000000000001,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087776215,150.0,Mamaearth,Baby,Baby,Baby Soap,Milky,ME Milky Soft Bathing Bar (75g*2),249,6,910.63,45.53,1494,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087770022,200.0,Mamaearth,Baby,Baby,Shampoo,Solution Oriented,ME Baby Gentle cleansing shampoo 200ml,249,30,4553.14,227.66,7470,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417315660,275.0,Mamaearth,Body Wash,Body,Body Wash,Rice Water,ME Rice Water Body Wash,299,48,5108.34,919.5,14352,0.5800000000000001,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417315738,275.0,Mamaearth,Body Wash,Body,Body Wash,Vitamin C,ME Vitamin C Body Wash 275ml,299,24,2554.17,459.75,7176,0.5800000000000001,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8906087770640,24.0,Mamaearth,Baby,Baby,Mosquito Protection,Solution Oriented,"ME Mosquto Repellant Patches, 24 pcs",249,24,3241.22,583.42,5976,0.36,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1101093,Apollo Healthco Limited_Rajasthan,8904417311587,500.0,Mamaearth,Soap,Body,Soap,Ubtan,ME Ubtan Lotion Soap Pack of 4,425,36,5391.43,269.57,15300,0.63,Sales,Direct,Apollo Healthco,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1102386,Avenue Supermarts Ltd.-DC-1068,8906087770671,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Face Wash for Tan Removal 100ml,285,600,76080.5,13694.49,171000,0.4750000584795321,Sales,Direct,D-Mart,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1102386,Avenue Supermarts Ltd.-DC-1068,8904417315073,600.0,Mamaearth,Shampoo,Hair,Shampoo,Rosemary,ME Rosemary Anti-Hairfall Shampoo 600ml,899,336,119387.18,5969.36,302064,0.5850000662111341,Sales,Direct,D-Mart,North,Rajasthan
FY27,Aug'26,MT,2026-08-04,1102386,Avenue Supermarts Ltd.-DC-1068,8904417314298,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,ME Rice Dewy Bright Face wash 150 ml,449,48,7579.73,1364.35,21552,0.585,Sales,Direct,D-Mart,North,Rajasthan
