FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code,sale in lac,Channel
FY'25-26,Nov'25,NDH91300,8061162442.0,45965.0,Hair,10100076.0,1061144791.0,Nykaa E-Retail Limited.-UP-LKW EB2B,8906087771807.0,250.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin 250 ml,310.0,5.0,966.16,48.31,1550.0,0.34550322580645154,1004.0,1103984.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103984.0,0.0096616,EB2B
FY'25-26,Nov'25,NDH91300,8061162442.0,45965.0,Baby,10100058.0,1061144791.0,Nykaa E-Retail Limited.-UP-LKW EB2B,8906087771203.0,50.0,Mamaearth,Baby,Baby,Sun Care,Solution Oriented,Mineral Based Sunscreen 50ml,150.0,1.0,83.19,14.97,150.0,0.3456,1004.0,1103984.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103984.0,0.0008319,EB2B
FY'25-26,Nov'25,NDH91300,8061162442.0,45965.0,Face,10101103.0,1061144791.0,Nykaa E-Retail Limited.-UP-LKW EB2B,8904417311549.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Beetroot,Beetroot Gentle Face Wash 100 ml,269.0,7.0,1044.42,188.0,1883.0,0.34550185873605943,1004.0,1103984.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103984.0,0.0104442,EB2B
FY'25-26,Nov'25,NDH91300,8061162442.0,45965.0,Face,10101332.0,1061144791.0,Nykaa E-Retail Limited.-UP-LKW EB2B,8904417318357.0,200.0,Mamaearth,Moisturisers,Face,Moisturisers,Cocoa,ME Cocoa Rich Moisturizing Cream 200 g,399.0,3.0,456.48,82.17,1197.0,0.55,1004.0,1103984.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103984.0,0.0045648,EB2B
FY'25-26,Nov'25,NDH91300,8061162442.0,45965.0,Face,10100200.0,1061144791.0,Nykaa E-Retail Limited.-UP-LKW EB2B,8906087775522.0,80.0,Mamaearth,Moisturisers,Face,Moisturisers,Vitamin C,Vitamin C Oil-Free Face Moisturizer 80 g,319.0,12.0,2123.24,382.19,3828.0,0.3454989550679206,1004.0,1103984.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103984.0,0.0212324,EB2B
FY'25-26,Nov'25,NDH91300,8061162442.0,45965.0,Hair,10100615.0,1061144791.0,Nykaa E-Retail Limited.-UP-LKW EB2B,8906087778776.0,100.0,Mamaearth,Shampoo,Hair,Shampoo,Onion,Onion Shampoo 100 ml,129.0,24.0,1705.46,85.27,3096.0,0.42159883720930236,1004.0,1103984.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103984.0,0.0170546,EB2B
FY'25-26,Nov'25,NDH91300,8061162442.0,45965.0,Face,10200047.0,1061144791.0,Nykaa E-Retail Limited.-UP-LKW EB2B,8906087775607.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,10% Vitamin C Face Serum 30ml,649.0,2.0,794.75,143.06,1298.0,0.27749614791987676,1004.0,1103984.0,Sales,Direct,North,Lucknow-UPE,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103984.0,0.0079475,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Color Care,10100817.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087776758.0,0.35,Mamaearth,Color Care,Color Care,Kajal,Kajal,ME Charcoal Black Long Stay Kajal 0.35 g,299.0,18.0,2985.17,537.33,5382.0,0.345503530286139,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.029851700000000002,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Face,10100618.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8906087779032.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 100 ml,269.0,66.0,9847.36,1772.54,17754.0,0.3455052382561675,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.09847360000000001,EB2B
FY'25-26,Nov'25,NDH91290,8061162444.0,45965.0,Face,10101336.0,1061144789.0,Nykaa E-Retail Limited.-UP-Hapur EB2B,8904417318432.0,50.0,Mamaearth,Moisturisers,Face,Moisturisers,Rice,ME Rice Dewy Bright Light Moisturizing Cream 50 g - Offline Saver Pack,129.0,1.0,71.55,12.88,129.0,0.34550387596899235,1004.0,1103991.0,Sales,Direct,North,Delhi NCR,Nykaa E-Retail Limited,Nykaa E-Retail Limited,,1103991.0,0.0007155,EB2B
