FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code,sale in lac,Channel
FY'25-26,Feb'26,PO-S000293901,8061176228.0,46056.0,Baby,10100002.0,1061160192.0,Apollo Healthco Limited_Faridabad,8906087770022.0,200.0,Mamaearth,Baby,Baby,Shampoo,Solution Oriented,ME Baby gentle cleansing shampoo 200ml,221.0,12.0,1616.46,80.82,2652.0,0.36,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0161646,MT
FY'25-26,Feb'26,PO-S000293901,8061176228.0,46056.0,Hair,10100083.0,1061160192.0,Apollo Healthco Limited_Faridabad,8906087771883.0,150.0,Mamaearth,Others,Hair,Hair Oil,Onion,Onion Hair Oil for Hair Regrowth and Hair Fall Control with Redensyl 150ml,372.0,36.0,8162.76,408.14,13392.0,0.35999850657108723,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.08162760000000001,MT
FY'25-26,Feb'26,PO-S000293901,8061176228.0,46056.0,Face,10100618.0,1061160192.0,Apollo Healthco Limited_Faridabad,8906087779032.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Rice,Rice Face Wash 100 ml,269.0,18.0,2626.18,472.72,4842.0,0.3599958694754235,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0262618,MT
FY'25-26,Feb'26,PO-S000293901,8061176228.0,46056.0,Face,10100912.0,1061160192.0,Apollo Healthco Limited_Faridabad,8904417305258.0,50.0,Mamaearth,Sun Care,Face,Sun Care,Vitamin C,Vitamin C Daily Glow Sunscreen 50 g,349.0,1.0,189.29,34.08,349.0,0.3599713467048711,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0018928999999999999,MT
FY'25-26,Feb'26,PO-S000293901,8061176228.0,46056.0,Baby,10100225.0,1061160192.0,Apollo Healthco Limited_Faridabad,8906087776123.0,400.0,Mamaearth,Baby,Baby,Body Lotion,Milky,Milky Soft Body Lotion For Babies 400 ml,499.0,24.0,6495.47,1169.18,11976.0,0.35999916499665996,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0649547,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200325.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417315141.0,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali Cinamide anti-acne face wash 150ml,449.0,210.0,29565.46,5321.8,94290.0,0.6300004242231414,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.2956546,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200325.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417315141.0,150.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Sali-Cinamide,TDC 2% Sali Cinamide anti-acne face wash 150ml,449.0,6.0,844.73,152.06,2694.0,0.629996288047513,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0084473,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200006.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087772057.0,20.0,The Derma Co.,Face Serum,Face,Face Serum,Vitamin C,20% Vitamin C Serum 20 ml,899.0,10.0,5333.04,959.94,8990.0,0.30000222469410465,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.0533304,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200219.0,1061160194.0,Apollo Healthco Limited_Faridabad,8904417306248.0,100.0,The Derma Co.,Face Cleanser,Face,Face Cleanser,Kojic Acid,1% Kojic Acid Daily Face Wash,299.0,30.0,5321.18,957.82,8970.0,0.30000000000000004,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.053211800000000004,MT
FY'25-26,Feb'26,PO-S000293903,8061176229.0,46056.0,Face,10200026.0,1061160194.0,Apollo Healthco Limited_Faridabad,8906087773849.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Salicylic Acid,2% SALICYLIC ACID SERUM 30 ml,499.0,15.0,4440.24,799.24,7485.0,0.3000026720106881,1004.0,1101092.0,Sales,Direct,North,Delhi NCR,Apollo Healthco,Apollo Healthco,0.0,1101092.0,0.044402399999999995,MT
