FY,Month,Purchase Order Number,Inv No.,Inv. Date,Category,Article Code,SO No,Ship To Name,EAN No.,net_content,brand,PPT Category,category,sub_category,range,Description,MRP Rate,Inv Qty,Inv. Net value(LOC),Inv. Tax Amount(LOC),Total MRP sales,Avg Tot,Plant,Cust-SAP Code,MTD-Sale type,PO Type,Zone,State,Chain name,Dist chain ten,Store Code,Cust-SAP Code,sale in lac,Channel
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087771944.0,30.0,Mamaearth,Others,Face,Face Cream,Solution Oriented,Bye Bye Blemishes Face Cream for Reducing Pigmentation & Blemishes with Mulberry Extract & Vitamin C Ã¯Â¿Â½ 30ml,471.0,-26.0,-6675.11,-1201.52,-12246.0,0.3567997713539115,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0667511,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair Colour,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087779421.0,108.0,BBLUNT,Creme Hair Colour,Hair Colour,Creme Hair Colour,Salon Secret,Salon Secret High Shine CrÃ¨me Hair Colour Chocolate Dark Brown 108 g,225.0,-4.0,-503.69,-90.66,-900.0,0.3396111111111111,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0050369,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417304961.0,4.0,Mamaearth,Color Care,Color Care,Tint,Creme Tint,Nourishing Natural Lip Cheek & Eye Tint / 01 Beet Red 4 g,399.0,-2.0,-434.97,-78.29,-798.0,0.35681704260651625,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.004349700000000001,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417312430.0,250.0,Mamaearth,Others,Hair,Conditioner,Hibiscus,Hibiscus Damage Repair Conditioner 250 ml,349.0,-3.0,-570.7,-102.73,-1047.0,0.35680038204393494,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.005707,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Body,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087773795.0,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Vitamin C,Vitamin C Body Lotion 400ml,449.0,-1.0,-244.75,-44.06,-449.0,0.3567706013363029,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0024475,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087775539.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Aqua,Aqua Glow Face Wash 100 ml,399.0,-16.0,-3479.82,-626.37,-6384.0,0.35679981203007516,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0347982,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417308556.0,2.0,Mamaearth,Color Care,Color Care,Lipstick,Moisture Matte,Moisture Matte Longstay Lipstick -15 Grapefruit Pink 2 g,599.0,-24.0,-7836.14,-1410.51,-14376.0,0.35679952698942685,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0783614,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417302318.0,60.0,Mamaearth,Others,Face,Facial Kit,Ubtan,Ubtan Facial Kit,399.0,-1.0,-217.49,-39.15,-399.0,0.35679197994987477,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0021749,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087778332.0,30.0,Mamaearth,Color Care,Color Care,Foundation,Serum Foundation,Glow Serum Foundation / 06 Almond Glow 30 ml,599.0,-3.0,-979.52,-176.31,-1797.0,0.356800222593211,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0097952,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087778455.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Aloe Vera,Aloe Vera Face Wash 100 ml,269.0,-9.0,-1319.65,-237.54,-2421.0,0.3567988434531185,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.013196500000000002,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087770152.0,40.0,Mamaearth,Baby,Baby,OTC,Solution Oriented,Easy Tummy Roll On 40ml,299.0,-6.0,-1030.27,-123.63,-1794.0,0.35680044593088067,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0103027,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087779247.0,30.0,Mamaearth,Face Serum,Face,Face Serum,Rice,Rice Face Serum 30 ml,599.0,-1.0,-326.51,-58.77,-599.0,0.3567946577629383,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0032651,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417301144.0,2.4,Mamaearth,Color Care,Color Care,Lipstick,Hydra Matte,Hydra-Matte Transferproof Lipstick / 03 Berry Red 3.5 g,599.0,-4.0,-1306.03,-235.09,-2396.0,0.3567946577629383,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0130603,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417305098.0,300.0,BBLUNT,Shampoo,Hair Care,Shampoo,Anti Dandruff,Anti-Dandruff Shampoo 300 ml,399.0,-8.0,-1786.44,-321.56,-3192.0,0.33959899749373434,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0178644,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Body,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087774754.0,300.0,Mamaearth,Body Wash,Body,Body Wash,Ubtan,Ubtan Body Wash 300 ml,349.0,-1.0,-190.24,-34.24,-349.0,0.35679083094555863,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0019024,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417307764.0,150.0,Mamaearth,Others,Hair,Hair Oil,Rosemary,Rosemary Hair Growth Oil 150ml,419.0,-1.0,-228.39,-41.11,-419.0,0.3568019093078759,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0022838999999999997,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087777649.0,50.0,The Derma Co.,Face Serum,Face,Face Serum,Salicylic Acid,The Derma Co. 2% BHA Exfoliant Solution,599.0,-4.0,-1436.58,-258.58,-2396.0,0.29250417362270453,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0143658,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087773016.0,50.0,Mamaearth,Others,Face,Face Cream,Vitamin C,Vitamin C Face Cream with Vitamin C & SPF 20 for Skin Illumination Ã¯Â¿Â½ 50g,599.0,-9.0,-2938.55,-528.94,-5391.0,0.35680022259321087,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.029385500000000002,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087771883.0,150.0,Mamaearth,Others,Hair,Hair Oil,Onion,Onion Hair Oil for Hair Regrowth and Hair Fall Control with Redensyl 150ml,419.0,-3.0,-685.17,-123.33,-1257.0,0.3568019093078759,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0068517,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417304985.0,4.0,Mamaearth,Color Care,Color Care,Tint,Creme Tint,Nourishing Natural Lip Cheek & Eye Tint / 03 Rose Pink 4 g,399.0,-32.0,-6959.64,-1252.74,-12768.0,0.35679981203007516,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0695964,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417311327.0,50.0,The Derma Co.,Others,Face,Moisturisers,Ceramide,4% Ceramide Barrier Repair Moisturizer,229.0,-216.0,-29657.47,-5338.35,-49464.0,0.29249919133106905,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.2965747,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087774990.0,300.0,Mamaearth,Baby,Baby,Kids Body Wash,Apple,Agent Apple Body Wash For Kids 300 ml,375.0,-1.0,-204.41,-36.79,-375.0,0.3568,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0020441,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Body,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087773801.0,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Coco,CoCo Body Lotion 400ml,449.0,-6.0,-1468.46,-264.32,-2694.0,0.35680029695619897,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0146846,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417305951.0,30.0,Mamaearth,Color Care,Color Care,Foundation,Serum Foundation,Glow Serum Foundation - 08 Natural Glow 30 ml,599.0,-10.0,-3265.06,-587.71,-5990.0,0.35679966611018366,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0326506,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087771821.0,250.0,Mamaearth,Shampoo,Hair,Shampoo,Argan,Argan Shampoo with Argan & Apple Cider Vinegar for Frizz-free & Stronger Hair - 250 ml,349.0,-5.0,-951.17,-171.21,-1745.0,0.3568022922636104,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0095117,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087777861.0,30.0,Mamaearth,Face Serum,Face,Face Serum,Solution Oriented,Flowers Of Youth Essence Serum 30 ml,599.0,-3.0,-979.52,-176.31,-1797.0,0.356800222593211,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0097952,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Body,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417315622.0,275.0,Mamaearth,Body Wash,Body,Body Wash,Charcoal,Charcoal Moisturizing Body Wash 275ml,299.0,-2.0,-325.96,-58.67,-598.0,0.35680602006688966,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0032595999999999997,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417301892.0,2.0,Mamaearth,Color Care,Color Care,Lipstick,Moisture Matte,Moisture Matte Longstay Lipstick / 10 Pink Lemode,599.0,-18.0,-5877.1,-1057.88,-10782.0,0.35680022259321087,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.058771000000000004,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087778660.0,9.0,Mamaearth,Color Care,Color Care,Compact,Oil Control,Glow Oil Control Compact / 04 Almond Glow 9 g,499.0,-6.0,-1631.98,-293.76,-2994.0,0.35680026720106883,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0163198,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087776109.0,400.0,Mamaearth,Baby,Baby,Shampoo,Milky,Milky Soft Shampoo For Babies 400 ml,499.0,-8.0,-2175.97,-391.67,-3992.0,0.35680360721442894,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.021759699999999996,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087779339.0,50.0,Mamaearth,Others,Face,Face Cream,Rice,Rice Night Cream 50 g,599.0,-1.0,-326.51,-58.77,-599.0,0.3567946577629383,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0032651,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417300659.0,150.0,Mamaearth,Baby,Baby,Baby Soap,Coco Soft,Coco Soft Bathing Bar For Babies (75 g*2),249.0,-2.0,-271.45,-48.86,-498.0,0.35680722891566263,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0027145,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087778554.0,30.0,The Derma Co.,Face Serum,Face,Face Serum,Cica,The Derma Co. 10% Cica-Glow Face Serum 30ml,599.0,-3.0,-1077.44,-193.94,-1797.0,0.2924986087924317,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0107744,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087775089.0,250.0,Mamaearth,Shampoo,Hair,Shampoo,Rice,Rice Water Shampoo 250 ml,349.0,-8.0,-1521.87,-273.94,-2792.0,0.3568015759312321,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.015218699999999998,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417307733.0,25.0,Mamaearth,Color Care,Color Care,BB Cream,BB Cream,Glow Serum BB Cream / Natural - 25 g,329.0,-2.0,-358.67,-64.56,-658.0,0.3567933130699088,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0035867,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417305104.0,250.0,BBLUNT,Others,Hair Care,Conditioner,Anti Dandruff,Anti-Dandruff Conditioner 250 g,399.0,-8.0,-1786.44,-321.56,-3192.0,0.33959899749373434,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0178644,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087772378.0,100.0,Mamaearth,Others,Hair,Hair Serum,Onion,Onion Hair Serum with Onion & Biotin for Strong Frizz-Free Hair Ã¯Â¿Â½ 100 ml,299.0,-11.0,-1792.78,-322.7,-3289.0,0.35680145941015506,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0179278,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Styling Products,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087779506.0,300.0,BBLUNT,Hair Spray,Styling Products,Hair Spray,Hot Shot,Hot Shot Hold Spray 300 ml,599.0,-1.0,-335.24,-60.34,-599.0,0.3395993322203672,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0033524,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087770671.0,100.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Ubtan,ME Ubtan Natural Glow Face Wash With Turmeric & Saffron 100ml,269.0,-2.0,-293.25,-52.79,-538.0,0.3568029739776951,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0029325,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087777892.0,30.0,Mamaearth,Face Serum,Face,Face Serum,Solution Oriented,Garden Of Glow Essence Serum 30 ml,599.0,-6.0,-1959.03,-352.63,-3594.0,0.356800222593211,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.019590299999999998,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087775317.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Apple Cider Vinegar,Apple Cider Vinegar Foaming Face Wash 150 ml,399.0,-6.0,-1304.93,-234.89,-2394.0,0.3568003341687551,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0130493,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417300635.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Coco Soft,Coco Soft Body Wash For Babies 400 ml,499.0,-1.0,-272.0,-48.96,-499.0,0.3567935871743487,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.00272,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Body,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087773818.0,400.0,Mamaearth,Body Lotion,Body,Body Lotion,Ubtan,Ubtan Body Lotion 400ml,449.0,-1.0,-244.75,-44.06,-449.0,0.3567706013363029,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0024475,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087779216.0,80.0,Mamaearth,Moisturisers,Face,Moisturisers,Rice,Rice Oil-Free Face Moisturizer 80 g,319.0,-3.0,-521.64,-93.9,-957.0,0.35680250783699063,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0052163999999999995,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087779872.0,100.0,Aqualogica,Others,Face,Moisturisers,Glow+,Glow+ Oil Free Moisturizer 100ml,399.0,-5.0,-1232.5,-221.85,-1995.0,0.27100250626566424,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.012325,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087773115.0,150.0,Mamaearth,Face Cleanser,Face,Face Cleanser,Vitamin C,Vitamin C Foaming Face Wash,399.0,-6.0,-1304.93,-234.89,-2394.0,0.3568003341687551,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0130493,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087776802.0,100.0,Aqualogica,Face Cleanser,Face,Face Cleanser,Hydrate+,Hydrate+ Smoothie Face Wash 100ml,249.0,-14.0,-2153.64,-387.66,-3486.0,0.27099827882960426,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.021536399999999997,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087771326.0,100.0,Mamaearth,Others,Face,Face Masks,Ubtan,Ubtan Face Mask for Skin Lightening & Brightening 100ml,499.0,-5.0,-1359.98,-244.8,-2495.0,0.35680160320641285,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0135998,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087773504.0,25.0,Mamaearth,Others,Face,Face Masks,Niacinamide,Niacinamide Bamboo Sheet Mask,149.0,-1.0,-81.22,-14.62,-149.0,0.3567785234899329,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0008122,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Color Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417306736.0,3.5,Mamaearth,Color Care,Color Care,Liquid Lipstick,Feather Matte,Feather Light Liquid Matte Lipstick- 04 Nude Rose 3.5 ml,499.0,-12.0,-3263.97,-587.51,-5988.0,0.35680026720106883,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0326397,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087770459.0,400.0,Mamaearth,Baby,Baby,Baby Body Wash,Solution Oriented,Deeply Nourishing Body Wash for babies 400ml,499.0,-5.0,-1359.98,-244.8,-2495.0,0.35680160320641285,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0135998,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087777229.0,200.0,Mamaearth,Others,Face,Cold Cream,Vitamin C,Vitamin C Nourishing Cold Cream 200 g,349.0,-1.0,-190.24,-34.24,-349.0,0.35679083094555863,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0019024,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Face,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087777229.0,200.0,Mamaearth,Others,Face,Cold Cream,Vitamin C,Vitamin C Nourishing Cold Cream 200 g,349.0,-1.0,-190.24,-34.24,-349.0,0.35679083094555863,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0019024,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8906087773375.0,50.0,Mamaearth,Baby,Baby,Oral,Fruit Punch,Fruit Punch Toothpaste For Kids,149.0,-7.0,-568.53,-102.34,-1043.0,0.3567881112176414,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0056853,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Baby,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417300673.0,60.0,Mamaearth,Baby,Baby,Moisturisers,Coco Soft,Coco Soft Face Cream For Babies 60 g,199.0,-4.0,-433.89,-78.1,-796.0,0.3567964824120603,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0043389,MT
FY'25-26,Aug'25,RTV_5002133813,8062021198.0,45883.0,Hair Care,,1062022087.0,Az Enterprises(Apollo/More)Mt,8904417305104.0,250.0,BBLUNT,Others,Hair Care,Conditioner,Anti Dandruff,Anti-Dandruff Conditioner 250 g,399.0,-5.0,-1116.53,-200.98,-1995.0,0.339593984962406,1317.0,1101158.0,MRN,Dist.,South-1,Karnataka,Az Enterprises,Apollo/Lulu/Max Hyper/More Retails,,1101158.0,-0.0111653,MT
