Site_Code,Store_Name,Canonical_Chain,Raw_Chain_Alias,Channel,Zone,State,City,Store_Type,Mapping_Status
11689,STELLAR JEEVAN NOIDA WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11690,IGI T-3 DOMESTIC ARRIVAL,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11691,IGI ACB TERMINAL-3,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11694,BHALEJ ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Anand,Macro,MAPPED_ALIAS
11695,VIKAS NAGAR SECTOR-8,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11696,NEW HYDERABAD LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11697,INCOME TAX COLONY,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11698,NARAYAN NAGAR PALDI,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11699,SHIPRA PATH MANSAROVER JAIPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11700,VEDANTAM COMPLEX RAJ NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11701,RODEO DRIVE MALL SONIPAT,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Sonipat,Macro,MAPPED_ALIAS
11702,SONIPAT SECTOR-14,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Sonipat,Macro,MAPPED_ALIAS
11703,VALLEY VIEW GURUGRAM,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11704,BHAYLI ROAD BARODA,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11705,VIKASH GRUH PALDI,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11706,JANPATH JAIPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11707,LINK ROAD BHARUCH,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Bharuch,Macro,MAPPED_ALIAS
11708,PANCHKULA SECTOR-21,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Panipat,Macro,MAPPED_ALIAS
11709,ONYX PLAZA VASUNDHARA SEC-3,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11710,GOVIND PURAM GHAZIABAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11711,TARSALI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11713,VASUNDHRA SECTOR-15,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11714,TAIMOOR NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11715,PASCHIM VIHAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11716,HANUMAN MADHI CHOWK,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Rajkot,Macro,MAPPED_ALIAS
11717,ODHAVPURA ELLORAPARK,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11718,METRO ROAD VASTRAL,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11719,SFS COLONY,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Bikaner,Macro,MAPPED_ALIAS
11720,UNNATI TOWER VDN,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Ajmer,Macro,MAPPED_ALIAS
11721,NEW SANGAM CROSS ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11722,KRISHNA KUNJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11723,NEW FATHEGUNJ,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11724,SHELA,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11726,AVENUE GAUR CITY-2 GR NOIDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11727,PIPLAG ROAD NADIAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Nadiad,Macro,MAPPED_ALIAS
11728,GURUGRAM SECTOR-69,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11729,NOIDA SECTOR-34,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11730,EAST OF KAILASH C-BLOCK,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11731,GURUGRAM SEC-22 HUDA MARKET,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11732,GURUGRAM SEC-40 HUDA MARKET,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11733,CIVIL LINES ROORKEE,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Roorkee,Macro,MAPPED_ALIAS
11734,SIRSI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11736,SAIL LAXMI NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11737,AJNARA PLAZIO GR NOIDA WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11738,VIJAYRAJNAGAR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Bhavnagar,Macro,MAPPED_ALIAS
11739,KALUBHA ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Bhavnagar,Macro,MAPPED_ALIAS
11740,BATALA ROAD AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11741,DAWN CHOWK,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Bhavnagar,Macro,MAPPED_ALIAS
11742,INDIRA NAGAR SEC-8,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11743,MUNSHI PULIYA LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11744,VIKAS NAGAR SEC-5,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11745,OMAXE RESIDENSY LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11746,RANIPUR MORE HARIDWAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Haridwar,Macro,MAPPED_ALIAS
11747,SAVIOUR GREENARCH GR NOIDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11748,NEW AJWA ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11749,TULSIDHAM CROSS ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11750,RANDESAN,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Gandhinagar,Macro,MAPPED_ALIAS
11751,HARIDARSHAN ROAD NIKOL,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11752,MARUTI SUZUKI GURGAON SEC-18,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11753,MARUTI SUZUKI POWER TRAIN,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11754,MARUTI SUZUKI GATE NO-2 IMT,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11755,PANCHKULA SECTOR-11,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Panchkula,Macro,MAPPED_ALIAS
11756,MUNIRKA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11761,CHANDIGARH SEC-40C,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Chandigarh,Macro,MAPPED_ALIAS
11764,UTTAMNAGAR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11765,NIKOL GAM CROSS RD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11766,FARIDABAD SEC-85 ADORE GRAND,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11767,JNU DELHI CAMPUS,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11768,GOPALPURA MURTIKALA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11769,KARDHANI MALVIYANAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11771,YAMUNA NAGAR ITI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Yamuna Nagar,Macro,MAPPED_ALIAS
11772,DOIWALA ROAD DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
11773,NESHVILLA ROAD DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
11774,JANKIPURAM LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11775,ZADESHWAR ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Bharuch,Macro,MAPPED_ALIAS
11779,UNIVERSITY ROAD UDAIPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Udaipur,Macro,MAPPED_ALIAS
11780,AMBAMATA SCHEME,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Udaipur,Macro,MAPPED_ALIAS
11781,CA CIRCLE SECTOR 14,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Udaipur,Macro,MAPPED_ALIAS
11782,NAKSHATRA ARCADE IOC ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11783,GAUR SAUNDARYAM GR NOIDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11784,GURGAON SEC-7 EXTN,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11785,ATRIUM SECTOR-57 GURGAON,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11786,KHAJANA MARKET LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11787,SHIVBARI CHOURAHA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11788,VYAS COLONY,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11789,MUKTA PRASAD COLONY,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11790,KESAR CHOURAHA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11791,SAHAKARI JIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Himmatnagar,Macro,MAPPED_ALIAS
11792,SETU SQUARE CHANDKHEDA,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11793,SHIVALIK CITY,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Chandigarh,Macro,MAPPED_ALIAS
11795,WALKWAY-108 GR NOIDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11798,SURAJMAL VIHAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11800,PATEL NAGAR APOLLO PHARMACY,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11801,CVDC GOTA,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11804,HEBATPUR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11805,DIWALIPURA,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11806,SUNRISE HEIGHTS,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11807,MURLIPURA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11808,NIWARU ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11809,AGARWAL FARM MANSAROVAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11811,C R PARK,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11812,OP PHARMACY INDORE ANNEX,Apollo,Apollo,MT,North,Madhya Pradesh,0.0,Macro,PASS
11813,BATHINDI JAMMU,Apollo,Apollo | Apollo Pharmacy,MT,North,Jammu & Kasmir,Jammu & Kasmir,Macro,MAPPED_ALIAS
11814,GURGAON SEC-90 SAPPHIRE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11815,RAJA PARK,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11816,AMAR JAVAN CIRCLE,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11817,VASANT VIHAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11818,T1 DEPARTURE AHM SVPI AIRPORT,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11819,T1 ARRIVAL AHM SVPI AIRPORT,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11820,PANCHKULA SEC-7,Apollo,Apollo | Apollo Pharmacy,MT,North,Haryana,Panchkula,Macro,MAPPED_ALIAS
11821,UTTRANCHAL COMPLEX RISPNA BRIDGE,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
11822,KISAN BAZAAR LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11823,SECTOR-5 HIRAN MAGRI,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Udaipur,Macro,MAPPED_ALIAS
11824,LOHARKA ROAD AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11825,SHUKAL TIRTH ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Bharuch,Macro,MAPPED_ALIAS
11826,ISKON ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Bhavnagar,Macro,MAPPED_ALIAS
11827,SHILAJ CANAL ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Surat,Macro,MAPPED_ALIAS
11828,DWARKA SEC-18B,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11829,BHAKTI CIRCLE,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11830,MISSION ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Nadiad,Macro,MAPPED_ALIAS
11834,TEEJA NAGAR SIRSI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11836,SANSKAR MANDAL ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11837,RAMNAGARIYA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11838,SHIVALA BHAIYAN AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11839,APOLLO IVF CENTER LAJPAT NGR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,N/A,Macro,MAPPED_ALIAS
11840,BAJAJ NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11841,JIVRAJ PARK,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11842,BJS COLONY PAOTA C ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jodhpur,Macro,MAPPED_ALIAS
11843,RAMESHWAR NAGAR BASNI,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jodhpur,Macro,MAPPED_ALIAS
11844,NOIDA SEC-121 CLEO COUNTY,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11845,PARTAP BAZAR ROAD CHHEHARTA,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11846,HANUMAN MANDIR ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Maharashtra,Panchavati,Macro,MAPPED_ALIAS
11847,KANSA ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Mehsana,Macro,MAPPED_ALIAS
11848,UNJHA VISNAGAR ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Unjha,Macro,MAPPED_ALIAS
11849,RADHANPUR BYPASS CIRCLE,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11850,SEVASHARM SUBHASH NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Udaipur,Macro,MAPPED_ALIAS
11851,SIVANA VILLAGE GURUGRAM,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11852,BHARAT CITY GHAZIABAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11853,RAJAJI PURAM,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11854,DPS ROAD SHOBHAGPURA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Udaipur,Macro,MAPPED_ALIAS
11855,CIRCLE SHOBHAGPURA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Udaipur,Macro,MAPPED_ALIAS
11856,NEW VASNA ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11857,GAUR ATULYAM GR NOIDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11858,GURGAON SEC 84 DOWN STREET,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11859,ONGC KHAMBHAT,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Anand,Macro,MAPPED_ALIAS
11860,ABJIBAPA CROSS ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11861,CORPORATE ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11862,TRIDENT EMBASSY GR NOIDA WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11863,PEERMUCHALLA ZIRAKPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11864,VASANT KUNJ C BLOCK,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11866,SHYAM PARK EXTN SAHIBABAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11867,BELLINA STREET GR NOIDA WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11868,GILLCO VALLEY KHARAR MOHALI,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Chandigarh,Macro,MAPPED_ALIAS
11869,NAGALPUR CROSS ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Mehsana,Macro,MAPPED_ALIAS
11870,KAMANA CROSS ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Mehsana,Macro,MAPPED_ALIAS
11871,SUNDERBANI RAJOURI,Apollo,Apollo | Apollo Pharmacy,MT,North,Jammu & Kasmir,Jammu & Kasmir,Macro,MAPPED_ALIAS
11872,SWEJ FARM ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11873,GANESH NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11874,STATION ROAD KOTA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11875,MAHAVEER NAGAR 2 KOTA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11876,JAWAHAR NAGAR KOTA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11878,NEW AMRITSAR PUNJAB,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11879,PANCHSHEEL GREEN-2 GR.NOIDA WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11880,BERNA ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Himmatnagar,Macro,MAPPED_ALIAS
11881,AIRPORT ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jodhpur,Macro,MAPPED_ALIAS
11882,BHATI CIRCLE,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jodhpur,Macro,MAPPED_ALIAS
11883,GANDHI PATH WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11884,DHOLAI RAMSINGHPURA,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11885,INDRA NAGAR SEC-B LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11886,NIRALA GREENSHIRE GR NOIDA WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11887,JANDIALA AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11888,GAUR CITY 7TH AVENUE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11889,NANDLAL CHOURAHA KANPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Kanpur,Macro,MAPPED_ALIAS
11890,INDRA NAGAR SEC-13 LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11891,NAWAN KOT AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11892,PIJ ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Nadiad,Macro,MAPPED_ALIAS
11893,SILVER CITY THEMES PLAZA,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
11894,MATA MANDIR ROAD DHARAMPUR DHERADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
11895,RAM NAGAR ROORKEE,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Roorkee,Macro,MAPPED_ALIAS
11896,SHIVALIK NAGAR HARIDWAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Haridwar,Macro,MAPPED_ALIAS
11897,RAOJI MARKET DADRI,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11898,NAHAN HIMACHAL PRADESH,Apollo,Apollo | Apollo Pharmacy,MT,North,Himachal Pradesh,Paonta Sahib,Macro,MAPPED_ALIAS
11899,"SECTOR-6, GANDHINAGAR",Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Gandhinagar,Macro,MAPPED_ALIAS
11900,NEW SHAHSHTRINAGAR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
