Site_Code,Store_Name,Canonical_Chain,Raw_Chain_Alias,Channel,Zone,State,City,Store_Type,Mapping_Status
N/A,N/A,Apna Mart,Apna Mart,N/A,East,Jharkhand,N/A,Macro,MISSING_SITE_CODE
N/A,N/A,Apna Mart,Apna Mart,N/A,East,West Bengal,N/A,Macro,MISSING_SITE_CODE
10001,JANKIPURAM SEC-I LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
10002,VINEET KHAND GOMTI NAGAR LKO,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
10003,RUPNAGAR PUNJAB,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Chandigarh,Macro,MAPPED_ALIAS
10004,NANDANVAN TOWNSHIP,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
10005,CHIRAG ENCLAVE GREATER KAILASH,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10006,SHAMTI SOLAN HIMACHAL PRADESH,Apollo,Apollo | Apollo Pharmacy,MT,North,Himachal Pradesh,Paonta Sahib,Macro,MAPPED_ALIAS
10007,RAJASANSI AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10008,ATTARI AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10009,VASANT VIHAR DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
10010,KHADKHADI HARIDWAR UTTARAKHAND,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Haridwar,Macro,MAPPED_ALIAS
10011,NIPANIA MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10012,SCHEME NO-113 INDORE,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10013,ARANYA NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10014,KANADIYA MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10015,RAJENDRA NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10016,60 FEET ROAD AMBIKAPURI,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10017,MAHATMA GANDHI ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10018,LIG MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10019,TULSINAGAR MAIN ROAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10020,VASUNDHARA SEC-13 GHAZIABAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10021,KAMLA NAGAR AGRA,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Agra,Macro,MAPPED_ALIAS
10022,BADRINATH ROAD KOTDWAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Kotdwara,Macro,MAPPED_ALIAS
10023,CVDC MOHAN CO-OPERATIVE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10024,GANDHI PATH VAISHALI NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
10025,RAYYA AMRITSAR PUNJAB,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10026,BHIKHIWIND TARN TARAN PUNJAB,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10027,AJNALA AMRITSAR PUNJAB,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10028,LUTHRA COLONY BATALA CITY GURDASPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10029,UDAY PARK,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10030,TOWN SQUARE-2 GURGAON SEC-83,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10031,TURNER ROAD DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
10032,ADARSH NAGAR RUDRAPUR CITY,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Rudrapur,Macro,MAPPED_ALIAS
10035,OPD DR SHROFF EYE HOS DARYAGANJ,Apollo,Apollo,MT,North,Delhi/ Ncr,N/A,Macro,PASS
10096,CONSCIENT ONE SEC-109 GURGAON,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10097,MOHALI SEC-117,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10100,BRS NAGAR LUDHIANA,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Ludhiana,Macro,MAPPED_ALIAS
10101,O P JINDAL GLOBAL UNIVERSITY SONIPAT,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Sonipat,Macro,MAPPED_ALIAS
10102,SAPROON SOLAN,Apollo,Apollo | Apollo Pharmacy,MT,North,Himachal Pradesh,Paonta Sahib,Macro,MAPPED_ALIAS
10103,RANJEET AVENUE D-BLOCK AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10104,GURGAON DLF CYBER CITY,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10105,CIVIL LINES PRAYAGRAJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Prayagraj,Macro,MAPPED_ALIAS
10112,IGI TER-1 DOMESTIC DEPARTURE SHA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10113,MALAKPUR ROORKEE,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Haridwar,Macro,MAPPED_ALIAS
10114,Y N ROAD INDORE,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10116,TEE POINT M3M SEC-65 GURGAON,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10117,KANKHAL HARIDWAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Haridwar,Macro,MAPPED_ALIAS
10118,ALIGANJ SEC-E LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
10119,DIGIANA JAMMU,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab/J&K/Hp,Jammu & Kasmir,Macro,MAPPED_ALIAS
10124,NAUSHERA MAJITHA ROAD AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10125,CHABHAL AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10128,HALDIGHATI MARG PRATAP NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
10130,NOIDA SEC-79 CIVITECH SQUARE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10131,VARINDAWAN GARDEN AMRITSAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10132,SAKET KHAJRANA MAIN RD,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10133,SAI KRIPA COLONY,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10134,KANCHAN BAGH,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10135,AB ROAD DEWAS,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10137,IMPERIAL ONE RAJ NAGAR EXTN,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10138,NIRALA E STATE GREATER NOIDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10139,GEETANJALI ENCLAVE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10140,NIRALA ASPIRE PLAZA GR NOIDA WEST,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10141,DLF DOWNTOWN 2 GURGAON,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10142,GANDHI CHOWK BATALA CITY,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10143,MAHESH NAGAR JAIPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
10145,APOLLO SPECTRA KAROL BAGH,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,N/A,Macro,MAPPED_ALIAS
10146,BSM CHOWK ROORKEE UTTARAKHAND,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Haridwar,Macro,MAPPED_ALIAS
10147,GREEN PLAZA SD ROAD DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
10148,GUJRARA MANSINGH SD ROAD DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
10149,HATHIBARKALA DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
10150,PACIFIC HILLS DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
10151,OMAXE PHASE-1 NEW CHANDIGARH,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Chandigarh,Macro,MAPPED_ALIAS
10152,DHARIWAL ROAD GURDASPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10153,GOINDWAL ROAD TARN TARAN SAHIB,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10154,SIDHARTH VIHAR GHAZIABAD,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
10155,CITY COMPLEX-2 MANAS ENCLAVE LKO,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
10157,SUDAMA NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Madhya Pradesh,Indore,Macro,MAPPED_ALIAS
10158,JANDIALA ROAD TARN TARAN SAHIB,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Amritsar,Macro,MAPPED_ALIAS
10159,GOMTI NAGAR EXT LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
10161,HARBATPUR ROAD DEHRADUN,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttarakhand,Dehradun,Macro,MAPPED_ALIAS
11002,KINSWAY CAMP,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11003,DWARKA SECTOR -7,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11005,KIRTI NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11008,PALAM VIHAR- GURGAON,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11009,SUPREME COURT,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11010,KHANNA MARKET,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11011,GHAZIABAD RAJ NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11012,MANSAROVER GARDEN,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11014,SOUTH EXT PART-1,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11017,EAST OF KAILASH,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11020,SOUTH CITY-II GURUGRAM,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11021,MAYUR VIHAR PHASE-II,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11022,ROHINI SECTOR -9,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11023,R K PURAM SECTOR-9,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11024,NOIDA SECTOR - 25,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11025,INDIRAPURAM AMRAPALI,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11029,SMART WORLD SEC-61 GURGAON,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11030,VISHWAS NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11032,WEST PUNJABI BAGH,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11034,NOIDA SECTOR - 29,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11035,KAILASH COLONY,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11036,WEST PATEL NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11037,DLF QUTAB PLAZA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11038,OLD RAJINDER NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11039,MAYUR VIHAR PHASE-I,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11040,VASANT KUNJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11041,DWARKA SECTOR-10,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11042,ROHINI SECTOR -13,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11043,NOIDA SECTOR - 62,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11044,JANGPURA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11045,KRISHNA NAGAR,Apollo,Apollo,MT,North,Delhi/ Ncr,Delhi NCR,Macro,PASS
11046,ELAN EPIC SEC-70 GURGAON,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11047,HARI NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11048,VASUNDHARA ENCLAVE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11049,CANNAUGHT PLACE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11050,DWARKA SECTOR-4,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11051,NOIDA SECTOR - 41,Apollo,Apollo,MT,North,Delhi/ Ncr,Delhi NCR,Macro,PASS
11052,R K PURAM SECTOR-8,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11054,PANDAV NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11055,GURUGRAM GALLERIA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11057,SAINI ENCLAVE,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11058,ALAKNANDA,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11061,MUKHARJI NAGAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11062,NOIDA SECTOR - 110,Apollo,Apollo,MT,North,Delhi/ Ncr,Delhi NCR,Macro,PASS
11063,MAYUR VIHAR POCKET-A,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11064,SARITA VIHAR POCKET-H,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11065,SAVITA VIHAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11066,PATPARGANJ,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11068,NOIDA SECTOR - 27,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11069,GOLE MARKET,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11071,FARIDABAD SECTOR-15,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11075,GTB NAGAR KARELI,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Prayagraj,Macro,MAPPED_ALIAS
11076,MEERAPUR ATTARSUYIA,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Prayagraj,Macro,MAPPED_ALIAS
11078,KRISHNA NAGAR LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11080,MAHANAGAR EXT LUCKNOW,Apollo,Apollo | Apollo Pharmacy,MT,North,Uttar Pradesh,Lucknow,Macro,MAPPED_ALIAS
11081,ASHIANA INDIRAPURAM,Apollo,Apollo | Apollo Pharmacy,MT,North,Delhi/ Ncr,Delhi NCR,Macro,MAPPED_ALIAS
11085,MOHALI PHASE-10,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Mohali,Macro,MAPPED_ALIAS
11087,CHANDIGARH SECTOR-34A,Apollo,Apollo | Apollo Pharmacy,MT,North,Punjab,Chandigarh,Macro,MAPPED_ALIAS
11094,MANSAROVAR(JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11095,QUEENS ROAD (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11096,BANI PARK (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11097,MALVIYA NAGAR (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11098,N.S. ROAD - JAIPUR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11100,JAWAHAR NAGAR (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11104,MAL ROAD (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11106,VIDYADHARNAGAR (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11107,SHASTRINAGAR (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11108,BARKAT NAGAR (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11110,DURGAPURA (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11111,NIRMAN NAGAR(JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11113,KHATIPURA (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11114,PRATAP NAGAR (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11115,MANGYAWAS,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11116,HAWA SADAK (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11117,C-SCHEME(JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11120,V.T.ROAD MANSAROVAR,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11121,BIKANER,Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Bikaner,Macro,MAPPED_ALIAS
11122,BHUYANGDEV CROSS RD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11123,BAPUNAGAR (JAIPUR),Apollo,Apollo | Apollo Pharmacy,MT,North,Rajasthan,Jaipur,Macro,MAPPED_ALIAS
11126,GURUKUL,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11127,VASTRAPUR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11128,BOPAL,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11130,CHANDLODIA,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11131,NIRNAYNAGAR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11134,MARIGOLD CIRCLE PHARMACY,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11137,BODAKDEV,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11138,MEMNAGAR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11140,SCIENCE CITY,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11141,GANDHINAGAR,Apollo,Apollo,MT,West,Gujarat,Gandhinagar,Macro,PASS
11142,CHH ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Gandhinagar,Macro,MAPPED_ALIAS
11145,PALDI,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11146,K.K. NAGAR CROSS ROAD,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11147,VEJALPUR,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Ahmedabad,Macro,MAPPED_ALIAS
11150,PRODUCTIVITY (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11152,AKOTA (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11154,V.I.P ROAD (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11155,NEW SAMA ROAD (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11156,MAKARPURA (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11157,NEW ALKAPURI,Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11159,GOTRI (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11160,KARELIBAUG (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11161,SUBHANPURA (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
11165,MUJMAHUDA (BARODA),Apollo,Apollo | Apollo Pharmacy,MT,West,Gujarat,Vadodara,Macro,MAPPED_ALIAS
